lex,default
πτοέω,惊惶;惊慌;恐慌;非常害怕
πτωχεία,贫穷;穷困;贫困;极穷
πτωχεύω,变穷;成为贫穷
πτωχός,贫穷的;穷困的;穷人
πτόησις,令人恐惧之物;恐怖的事;可怕的东西;令人害怕的事物
πτύον,簸箕
πτύρω,害怕;惊慌;惊吓;受威吓;受恐吓
πτύσμα,口水;唾沫
πτύσσω,卷起来;卷好;使成为一卷
πτύω,吐唾沫;吐口水
πτῶμα,尸体
πτῶσις,毁灭
πυγμή,拳头
πυκνός,经常;常常;屡次;频繁
πυκτεύω,打拳;斗拳
πυλών,门;闸门
πυνθάνομαι,询问;查问;问
πυρά,火;篝火
πυρέσσω,发烧;热病
πυρετός,发烧;热病
πυρρός,鲜红色的;红色的
πυρόω,加热;使炽热;(金属)冶炼
πωλέω,卖;售卖
πωρόω,使人完全不愿意学习;使头脑关闭;使心思顽梗
πόθεν,从哪里?哪里?
πόλεμος,开战;作战;战争;交战
πόλις,"一种单位,音译:斯他迪"
πόμα,饮料
πόνος,疼痛;痛苦
πόρνη,娼妓;妓女
πόρνος,有不道德性行为的人;淫乱的人
πόρρω,远离;远处
πόρρωθεν,很早之前;很久之前;从远处;远远地
πόσις,饮料
πόσος,有多少;有许多......吗
πότε,当......的时候;什么时候;那时候
πότερον,如果
πότος,狂欢;宴乐
πύθων,占卜的灵
πύλη,门;闸门
πύργος,高楼;了望塔
πύρινος,火红色;红得像火
πύρωσις,燃烧;着火
πώποτε,任何时候;某些时候;从来
πώρωσις,不愿意学习;思想顽固;顽梗;心里刚硬
πᾶς,所有;每个;各样;全部
πῆχυς,一肘;十八英吋;半米
πῦρ,火
πῶλος,驴驹;小驴
πῶς,如何?怎样?
σάββατον,安息日;星期六
σάκκος,粗麻布
σάλος,波浪;波涛汹涌
σάλπιγξ,号筒;号角
σάπφιρος,蓝宝石
σάρκινος,人的
σάρξ,肉体
σάτον,斗
σέβασμα,圣所;崇拜的场所
σέβω,敬拜;崇拜;崇敬;尊崇
σήμερον,"今天,今日"
σήπω,腐烂;朽坏;腐朽;坏了
σής,飞蛾
σίδηρος,铁
σίκερα,浓酒;麦酒
σίναπι,芥子植物
σαίνω,放弃信仰;信仰动摇;背弃信仰
σαβαχθάνι,离弃;音译“拉马撒巴各大尼”
σαββατισμός,安息日的安息;一段安息的时间
σαγήνη,围网
σαλεύω,摇动
σαλπίζω,吹号
σαλπιστής,吹号者
σανίς,木板
σανδάλιον,凉鞋
σαπρός,"坏的;有病的,并且可能是一棵苗木"
σαργάνη,筐子;大篮子
σαρδόνυξ,缟玛瑙;红条纹玛瑙
σαρκικός,人的;人性的;本性的
σαρόω,打扫
σβέννυμι,灭火
σείω,摇动
σεαυτοῦ,你自己;属于你;你的
σεβάζομαι,敬拜;崇拜;崇敬;尊崇
σεβαστός,皇帝的;皇家的;御用的
σεισμός,地震
σελήνη,月亮
σεληνιάζομαι,癫痫发作;患癫痫病
σεμίδαλις,细面
σεμνός,高尚的;可尊敬的;好品格的
σεμνότης,端正;端庄;合适的行为
σημαίνω,清楚表示;说明
σημειόω,留意;记住;特别注意
σημεῖον,记号;预兆;神迹
σητόβρωτος,虫子咬;虫蛀
σθενόω,使更加能够;加强;赐力量
σιαγών,脸;面颊
σιγάω,对......闭口不谈;对......不作声
σιγή,静默无声;寂静
σικάριος,刺客;恐怖分子
σιμικίνθιον,围裙
σινδών,细麻布
σινιάζω,筛
σιρός,(金属的)链子或(草织的)绳子
σιτίον,谷物;小麦
σιτευτός,肥的;养肥的;吃谷物长肥的
σιτιστός,肥的;养肥的;吃谷物长肥的
σιτομέτριον,定量的口粮
σιωπάω,保持静默;不作声;不言语;不说话
σκάνδαλον,机槛;陷阱
σκάπτω,挖掘;开凿
σκάφη,"小船,小艇"
σκέλος,腿
σκέπασμα,衣服
σκήνωμα,居所
σκανδαλίζω,使人放弃信仰;使人不再相信
σκευή,器具;用具;装备
σκεῦος,物件
σκηνή,帐棚
σκηνοπηγία,住棚节
σκηνοποιός,制造帐棚的人
σκηνόω,居住;来居住
σκιά,荫;阴凉处
σκιρτάω,欢喜跳跃;欢欣雀跃
σκληροκαρδία,顽固的;完全不屈服的
σκληροτράχηλος,顽固的;完全不屈服的
σκληρός,严酷;强劲;猛烈
σκληρότης,顽梗;固执
σκληρύνω,使顽梗;使固执
σκολιός,弯曲的;曲折的;扭曲的;蜿蜒的
σκοπέω,留意;小心地注意;留心
σκοπός,目标
σκορπίζω,散开;使分散
σκορπίος,蝎子
σκοτία,黑暗
σκοτίζω,变黑;变暗
σκοτεινός,"黑暗,在黑暗中"
σκοτόω,变黑
σκυθρωπός,悲伤;沮丧;忧愁
σκωληκόβρωτος,被虫子咬
σκόλοψ,刺;尖片
σκότος,黑暗
σκύβαλον,粪土;垃圾;废物
σκύλλω,烦扰;骚扰;打扰
σκώληξ,蛆虫;蠕虫
σκῆνος,身体
σκῦλον,掠物;掠夺物;战利品;赃物
σμάραγδος,绿宝石
σμαράγδινος,像绿宝石的;绿宝石的
σμυρνίζω,没药调和的酒
σμύρνα,没药
σορός,棺材;抬架;抬床
σουδάριον,手巾;手帕;餐巾;面巾
σοφία,精明;智慧
σοφίζω,使人明白;使人有智慧;使人明智
σοφός,熟练;专家;内行的
σπάω,拖;拉;抽;拔
σπένδω,浇奠;奠祭;倒出祭物
σπέρμα,种子;籽粒
σπήλαιον,洞;穴;隐匿处
σπίλος,斑点;污点
σπαράσσω,使人抽搐;使人抽风
σπαργανόω,用布条包裹;用布包裹
σπαταλάω,生活放纵
σπείρω,撒种
σπεκουλάτωρ,信使;情报员;送信者
σπερμολόγος,无知的炫耀;冒充内行者;走江湖的;胡言乱语的
σπεύδω,急忙去做;快快去;快速地做
σπεῖρα,营;军团;军营;队;一队士兵
σπιλάς,看不见的危险;隐藏的危险
σπιλόω,留下污渍;弄污;玷污
σπλάγχνον,肠子
σπλαγχνίζομαι,动了慈心;慈爱;慈悲;怜悯;恻隐之心
σποδός,灰
σπορά,父母亲的身分
σπουδάζω,急忙去做;快快去;快速地做
σπουδή,急忙去做;快快去;快速地做
σπουδαίως,尽力;竭力;赶紧;尽快
σπυρίς,大篮子;筐
σπόγγος,海绵
σπόριμος,禾稼;粮田;麦田
σπόρος,种子;籽粒
στάδιον,竞技场;运动场
στάμνος,罐
στάσις,反抗;造反;叛乱
στάχυς,麦穗
στέγη,房顶
στέγω,忍受;忍耐
στέλλω,避免去做
στέμμα,花环;花圈
στέφανος,花冠;冠冕
στήκω,站立
στίγμα,烙印;伤痕;印记
στίλβω,闪闪发光;闪耀;闪烁
στατήρ,一块钱;一个银币;原文音译:司塔特(stater)
σταυρός,十字架
σταυρόω,钉十字架
σταφυλή,葡萄;葡萄串
στενάζω,呻吟;叹息;叹气;忧愁
στεναγμός,呻吟;叹息;悲叹;哀声
στενοχωρέω,生活在限制之下;受限制;局限于
στενοχωρία,悲痛;痛苦;困苦;困难
στενός,窄的
στερέωμα,坚定的立场;坚定;坚定不移;坚固
στερεός,固体的;坚实的;坚固的
στερεόω,使强壮;健壮
στεφανόω,颁奖;颁发奖赏;得奖
στεῖρα,不育;不生育的;不能生育
στηρίζω,使刚强;使更加坚固;坚固
στηριγμός,安全的地方;安全的位置
στιγμή,一刹那;一瞬间;霎时间
στοά,走廊;门廊
στοιχέω,生活;按照......准则行事;依循......行事
στοιχεῖον,元素;天然物质
στολή,长袍
στράτευμα,军队;军兵
στρέφω,转过来
στρατεία,战事;战争;打仗;作战
στρατεύω,战事;战争;打仗;作战
στρατηγός,地方官;地方法官;城市的统治者;官长
στρατιά,一大群天使;天使的行列
στρατιώτης,士兵;兵士;兵丁;警卫;侍卫
στρατολογέω,征召入伍;招兵;征兵
στρατόπεδον,军队;军兵
στρεβλόω,曲解;扭曲;误解;改变......的意思;错误地解释
στρηνιάω,荒淫地生活;不节制地生活;情欲;荒淫的生活
στρουθίον,麻雀
στρωννύω,展开;铺
στρῆνος,情欲;荒淫的生活
στυγητός,可恨的
στυγνάζω,变得阴暗
στόμα,言语;说话
στόμαχος,胃
στῆθος,胸部
στῦλος,柱石;柱子
συγγένεια,亲属;亲族
συγγενής,亲属;亲戚
συγγενίς,亲属;亲戚
συγγνώμη,允许;让步
συγκάθημαι,一起坐下;一起坐着;同坐
συγκάμπτω,被困难压倒;被困难压弯了腰
συγκαθίζω,一起坐下;一起坐着;同坐
συγκακοπαθέω,同受苦难;分担痛苦;一同受苦
συγκακουχέομαι,同受苦难;分担痛苦;一同受苦
συγκαλέω,召集
συγκαλύπτω,保持秘密;掩盖;隐藏
συγκατάθεσις,联合协议;联合安排;双方协议
συγκαταβαίνω,一同下去;作伴旅行;陪同
συγκατατίθεμαι,达成一致;一起安排;联合协议;联合安排;双方协议
συγκαταψηφίζομαι,同列;包含在内;加入行列
συγκεράννυμι,组合;组成;构造;安置;配搭
συγκινέω,煽动;挑唆;耸动
συγκλείω,捕捉;用网捕
συγκληρονόμος,一同领受的人;领受者;同作后嗣
συγκοινωνέω,一同参与;与......合伙;与......交往
συγκοινωνός,伙伴;同伙;共同......的
συγκομίζω,埋葬
συγκρίνω,判断相似的程度;比较;相比;相提并论
συγκυρία,偶然;碰巧
συγκύπτω,腰老是弯着;佝偻
συγχέω,引起惊恐;使惊慌失措;使困惑
συγχαίρω,一同欢喜;一同庆祝;与......同乐
συγχράομαι,交往;与......作伴;来往
συζάω,同生;同活;一同活着
συζεύγνυμι,使结婚;结合
συζητέω,争论;争辩;辩论
συζητητής,辩论家;雄辩家;争论者
συζωοποιέω,与......一同复活
συκάμινος,桑树
συκομορέα,"无花果桑树,野桑树"
συκοφαντέω,诬告;讹诈
συκῆ,无花果树
συλάω,抢夺;掠夺;剥削
συλαγωγέω,完全控制;控制住;使成为俘虏;把......掳去
συλλέγω,采摘
συλλαλέω,交谈;和......说话;谈论
συλλαμβάνω,抓住;拿住;捉拿;拘捕;逮捕
συλλογίζομαι,交谈;和......说话;谈论
συλλυπέω,为......悲伤;因......难过
συμβάλλω,回想;想起;认真思考;深入思考;反复思想
συμβαίνω,发生
συμβασιλεύω,一起作王;一同掌权
συμβιβάζω,集合;使成为一个整体;联合;结合;连结
συμβουλεύω,建议;商议
συμβούλιον,商议;商量;策划;设阴谋;计划对付
συμμέτοχος,分享者;参与者;同伴;同伙
συμμαθητής,同作门徒的人;其他的门徒
συμμαρτυρέω,以见证作支持;提供支持的证据;作证支持
συμμερίζω,分享;分领;和别人一起拥有一部分
συμμιμητής,加入仿效别人;与其他人一起效法;一同效法别人的人
συμπάρειμι,在一起;同在
συμπάσχω,同受苦难;分担痛苦;一同受苦
συμπέμπω,打发同去;差遣同去
συμπίνω,一起喝;同喝
συμπίπτω,掉落
συμπαθέω,与......一同受苦;分担......的痛苦
συμπαθής,同情;体恤
συμπαραγίνομαι,聚在一起;聚会;聚集;相聚;集合
συμπαρακαλέω,一起得到鼓励;同时得到鼓励;互相获得鼓励
συμπαραλαμβάνω,带上;带着同行
συμπεριλαμβάνω,抱;拥抱
συμπληρόω,被水淹浸;被水灌满;被水浸灌;船身快速进水
συμπνίγω,使植物死亡;挤住以至于死亡
συμπολίτης,同胞
συμπορεύομαι,同来;同去;同行
συμπρεσβύτερος,同作长老的人
συμπόσιον,一起吃饭的一群人
συμφέρω,集合;召集
συμφυλέτης,同胞
συμφωνέω,同意;协议
συμφωνία,音乐
συμφύω,一起生长;一同生长
συμφώνησις,协议
συμψηφίζω,计算;总计;合计;加起来;算出;估算
συνάγω,集合;召集
συνέδριον,市议会;由审判官组成的议会
συνέκδημος,旅伴
συνέπομαι,同行;跟随
συνέρχομαι,聚在一起;聚会;聚集;相聚;集合
συνέχω,控制;限制
συνήδομαι,喜欢;喜爱;喜悦
συνήθεια,惯例;习俗;习惯;规矩
συνίημι,了解;理解;感知;洞察
συνίστημι,推荐;举荐
συναίρω,算账;结账;计算账目;清算账目
συναγωγή,集会;会众
συναγωνίζομαι,积极参加;一起恳切地;一同竭力
συναθλέω,并肩一起劳动;一同劳苦;一起辛劳
συναθροίζω,使聚集在一起;召集
συναιχμάλωτος,一起坐牢的人;一同被囚的
συνακολουθέω,同行;跟随
συναλίζομαι,一起吃饭;同吃
συνανάκειμαι,一同坐席;和......一起吃饭;与......同席
συναναβαίνω,一起上去;同行;陪伴
συναναμίγνυμι,交往;与......作伴;来往
συναναπαύομαι,与其他人同得安息;与......一起休息
συναντάω,偶遇;碰巧
συναντιλαμβάνομαι,加入帮助;来帮助
συναπάγω,使人一起走入歧途;还要欺骗;与......一起误入歧途
συναποθνῄσκω,与......同死;共死
συναποστέλλω,打发同去;差遣同去
συναπόλλυμι,一同毁灭;一同灭亡
συναρμολογέω,组合在一起;连接在一起;互相连接;互相配合
συναρπάζω,捉拿;抓住带走
συναυξάνω,一起生长
συνδέω,和......一起坐牢;与......一同被囚禁
συνδοξάζω,和......一起受尊崇;和......一起被高举
συνδρομή,一起跑来;迅速聚集
συνείδησις,知道;意识到;注意到;觉得
συνεγείρω,与......一同复活;与......一同再活过来
συνεισέρχομαι,一起进入
συνεκλεκτός,同被选中的人;同蒙拣选的
συνεπιμαρτυρέω,加上自己的见证;共同作见证
συνεπιτίθημι,达成一致;一起安排;联合协议;联合安排;双方协议
συνεργέω,一同工作;一起积极地做;同工
συνεργός,同工;一起工作的
συνεσθίω,一起吃饭;同桌吃饭
συνετός,聪明;有洞察力;有理解力
συνευδοκέω,赞成;同意
συνευωχέομαι,一同欢宴;一起吃喝;一同坐席
συνεφίστημι,加入攻击 ;一同攻击
συνηλικιώτης,同时代的人;同辈;同岁的人
συνθάπτω,一同埋葬;一起埋葬
συνθλάω,打碎;碎裂
συνθλίβω,拥挤着;团团围住
συνθρύπτω,使伤心;使人心碎
συνοδία,一群旅行者;一群同行的人
συνοδεύω,同行
συνοικέω,同住;同居;一同生活
συνοικοδομέω,一同被建造
συνομιλέω,交谈;和......说话;谈论
συνομορέω,靠近;邻近
συνοχή,痛苦;忧伤;惊惶失措;惶恐不安
συντάσσω,命令;指示;告诉;吩咐
συντέλεια,结局;末日;终结;终局
συντέμνω,割短;缩短;速速地完结
συντίθημι,达成一致;一起安排;联合协议;联合安排;双方协议
συντελέω,成全;完成;结束;完毕
συντηρέω,保全
συντρέχω,一起跑来;迅速聚集
συντρίβω,打碎;碎裂
συντυγχάνω,到达;接近
συντόμως,短暂地;在短时间内;简短的
συνυποκρίνομαι,一起假装;随伙装假
συνυπουργέω,加入帮助;来帮助
συνωδίνω,一同受苦
συνωμοσία,阴谋;同谋;共谋
συσπαράσσω,使人抽搐;使人抽风
συστέλλω,靠近;接近尾声;将尽
συστατικός,称赞的;推荐的
συσταυρόω,同钉十字架
συστενάζω,一同叹息;一同呻吟
συστοιχέω,相当于;代表;是......的形像;象征;表示
συστρέφω,集合;召集
συστρατιώτης,共同奋斗的人;共同执行艰巨任务的人;一同当兵的;一起服役的;战友
συστροφή,骚动;叛乱
συσχηματίζω,塑造自己的行为;使生活顺从......;同化;效法
σφάγιον,祭物;祭品
σφάζω,杀戮;杀害
σφαγή,杀戮;杀害
σφοδρῶς,极其;极度;非常;十分;猛烈地
σφραγίζω,封上;加封条;使安全
σφραγίς,印章;图章
σφυδρόν,踝关节
σφόδρα,极其;极度;非常;十分;猛烈地
σχίζω,裂开;撕裂
σχίσμα,裂口
σχεδόν,几乎;差不多;大约;快到;将近
σχοινίον,绳子
σχολάζω,花时间于;专心于
σχολή,讲堂;学校
σχῆμα,形式;外形;样子;形态;性质;结构
σωματικός,身体的;身体的形状
σωματικῶς,身体的;身体的形状
σωρεύω,使人感到羞愧;使人蒙羞;使人羞惭
σωτήρ,拯救者;救主
σωτήριος,拯救的;带来拯救的;救恩的
σωτηρία,救;解救;救援;使安全;拯救
σωφρονέω,头脑清醒;神智清醒;理智的;清晰地思考;正确地推论
σωφρονίζω,教导;训练
σωφρονισμός,有良好的判断力;明智;运用良好的判断力;正确的判断
σωφροσύνη,有良好的判断力;明智;运用良好的判断力;正确的判断
σωφρόνως,明智的;明智地;适度的;适度地
σός,你的;属于你的
σύγχυσις,骚动;叛乱
σύζυγος,同工;同事;一同做工的
σύμβουλος,顾问;谋士
σύμμορφος,有相似的形式;有相同的样式;形像相似
σύμφημι,同意;承认
σύμφορος,集合;召集
σύμφυτος,与......相似;与......合而为一
σύμφωνος,协议
σύμψυχος,和谐;一致的心思;心灵合一
σύν,同;跟......一起
σύνδεσμος,捆绑;束缚;捆绑起来的东西
σύνδουλος,同作奴仆的
σύνειμι (II),聚在一起;聚会;聚集;相聚;集合
σύνεσις,理解;所理解的事
σύντριμμα,破坏;蹂躏
σύντροφος,同养兄弟或同养姊妹
σύρω,拖;拉;抽;拔
σύσσημον,信号;记号;暗号
σύσσωμος,同为成员
σώφρων,明智的;明智地;适度的;适度地
σῖτος,谷物;小麦
σῦκον,无花果
σῴζω,救;解救;救援;使安全;拯救
σῶμα,身体
τάγμα,正确的次序;良好的次序;按次序;有序地
τάλαντον,他连得
τάξις,依次;按照顺序;按班次
τάραχος,骚动;暴乱;乱事;扰乱;严重的动乱
τάσσω,委派;指定;指派任务;设立
τάφος,坟墓;墓穴
τάχα,可能;也许;或许;或者
τάχος,非常短的时间;很快(与介词 ἐν 配合使用)
τέ,和
τέκνον,孩子;儿女;后裔
τέκτων,建造者;建筑者;木匠
τέλειος,完全的;完美的
τέλος,结局;末日;终结;终局
τέρας,征兆;预兆;奇事;兆头
τέσσαρες,四
τέταρτος,第四
τέχνη,手艺;工艺;职业;技巧
τήκω,变成液体;融化;熔化;熔解
τήρησις,看押;看守;拘留
τίθημι,放在
τίκτω,生(孩子);生产;分娩
τίλλω,拔下;采摘
τίμιος,珍贵的;贵重的;宝贵的
τίνω,受苦;得到报应
τίς,谁?什么?
τίτλος,铭文;名号;题字;所写的文字
ταβέρνη,客栈
τακτός,确定的;选定的;指定的
ταλαίπωρος,悲惨的;可怜的;真苦啊
ταλαιπωρέω,愁苦;悲伤;难过
ταλαιπωρία,苦难;困苦;悲惨;灾难
ταλαντιαῖος,重一他连得
ταλιθά,音译:大利大;女孩子;小女孩;闺女
ταμεῖον,内室;密室
ταπείνωσις,谦卑;谦卑的行为
ταπεινοφροσύνη,谦卑的态度;谦恭;不傲慢
ταπεινός,沮丧;灰心;灰心丧志;垂头丧气
ταπεινόφρων,谦卑的态度;谦恭;不傲慢
ταπεινόω,使低矮
ταράσσω,使移动;搅动
ταρταρόω,丢进地狱;囚禁于塔尔塔鲁斯(Tartarus 音译)
ταφή,墓地;坟地
ταχέως,很快;快快地;匆忙地;迅速地
ταχινός,很快;快快地;匆忙地;迅速地
ταχύς,很快;快快地;匆忙地;迅速地
ταῦρος,公牛
τεκμήριον,证据;凭据;确据
τεκνίον,小子;朋友;孩子;小伙子
τεκνογονέω,生(孩子);生产;分娩
τεκνογονία,生(孩子);生产;分娩
τεκνοτροφέω,抚养;养育;抚养直至长大
τελέω,成全;完成;结束;完毕
τελείως,完全;全然;彻底;完整地;整个
τελείωσις,使成为完全;成全
τελειωτής,完成者;成终者
τελειότης,成熟
τελειόω,使成为完全;成全
τελεσφορέω,结出成熟的果实
τελευτάω,死亡;死
τελευτή,死亡;死
τελώνης,税吏;收税的人;税棍
τελώνιον,税务署;税关
τεσσαρεσκαιδέκατος,第十四
τεταρταῖος,在第四天
τετράγωνος,正方形;四方的
τετράδιον,班;四人小分队
τετράμηνος,四个月
τετράπους,四足动物;四脚的牲畜;走兽
τετρακισχίλιοι,四千
τετρακόσιοι,四百
τετραπλοῦς,四倍
τεφρόω,焚烧成灰;化为灰烬
τεχνίτης,工匠;手艺人;技工;建造者
τεῖχος,城墙
τηλαυγῶς,清晰地;清清楚楚
τηλικοῦτος,"这么大;那么大;如此大,甚大"
τηρέω,使继续;保留
τιμάω,尊崇;敬重
τιμή,尊荣;尊敬;身分
τιμιότης,财富;财物
τιμωρέω,"惩罚;责罚,谴责;受惩罚(与被动结构连用)"
τιμωρία,"惩罚;责罚,谴责;受惩罚(与被动结构连用)"
τοίνυν,为着这个缘故;因此;所以;正是为此;那么
τοιγαροῦν,为着这个缘故;因此;所以;正是为此;那么
τοιοῦτος,这样的;像这样的;像......一样
τοιόσδε,这样一种的;明显不同的;独特的;特殊的
τολμάω,放胆;大胆;胆敢
τολμηρός,放胆;大胆
τολμητής,大胆的人;胆大妄为的人
τομός,锋利的;锐利的
τοπάζιον,黄玉
τοσοῦτος,如此多;这么多
τοῖχος,墙
τράγος,公山羊
τράπεζα,桌子
τράχηλος,冒生命危险
τρέμω,颤抖;震动
τρέφω,提供食物;给某人食物吃;养育;供养
τρέχω,跑;急速行进
τρίβολος,有刺植物;荆棘;蒺藜
τρίβος,路径;踏平了的路
τρίζω,磨牙齿;咬牙切齿;牙关紧咬
τρίμηνος,三个月
τρίς,三次
τρίστεγον,三楼(美式说法);二楼(英式说法)
τρίτος,第三;老三
τρίχινος,多毛的
τραπεζίτης,兑换银钱的人;银行业者;钱庄商人
τραυματίζω,打伤;伤害
τραχηλίζω,容易被知道的;赤露敞开的;赤裸裸地暴露的
τραχύς,不平的;崎岖的;高高低低的
τραῦμα,创伤
τρεῖς,三
τριάκοντα,三十
τριακόσιοι,三百
τριετία,三年的岁月;三年之久;三年来
τρισχίλιοι,三千
τροπή,转动;变化
τροποφορέω,容忍;忍受;不厌其烦
τροφή,食物
τροφός,乳母;保姆
τροχιά,生活;行事;正确地行事
τροχός,路程;历程;方式
τρυγάω,采摘;收取
τρυγών,鸽子
τρυμαλιά,孔
τρυφάω,狂欢作乐;过奢侈的生活
τρυφή,狂欢作乐;过奢侈的生活
τρόμος,颤抖;震动
τρόπος,态度;方法
τρύβλιον,碗;盘
τρώγω,吃东西;吃;吃喝
τρῆμα,孔
τυγχάνω,"经历,发生在......身上"
τυμπανίζω,折磨;受痛苦;受酷刑
τυπικώς,伤痕;伤口
τυφλός,看不见;失明的;瞎眼的;盲的
τυφλόω,使某人不明白;消除某人的理解力
τυφωνικός,猛烈的;强风的
τυφόω,傲慢无礼;极其骄傲;非常傲慢
τόκος,利息
τόξον,弓
τόπος,空间;地方;空位
τότε,然后;后来;此后
τύπος,伤痕;伤口
τύπτω,打;捶;打击;敲打
τύφω,慢燃;闪烁
τὶς,某人;某事;任何人;任何事
υἱοθεσία,收养
υἱός,儿子
φάγος,贪吃的人;贪吃暴食
φάντασμα,鬼
φάρμακος,巫师;行邪术的人;行巫术的人
φάσις,报告;消息;话语;信息
φάσκω,声明;坚持;声称;以为
φάτνη,饲料箱;马槽;饲料槽
φέγγος,光
φέρω,携带;背负;带上
φήμη,报告;消息;话语;信息
φίλανδρος,爱丈夫
φίλαυτος,自私自利;以自我为中心的爱;只顾自己
φίλημα,亲嘴;亲吻
φίλος,朋友
φαίνω,发光;光照;带来光明
φανέρωσις,表明;表示;显明;显现;揭露;揭示;披露;启示
φανερός,声名远播;广为人知
φανερόω,使出现;使可见;让人看到;显现
φανερῶς,公开地;公然
φαντάζω,所显现的;景象;所见的
φαντασία,大排仪仗;大张威势
φανός,灯笼
φαρμακεία,行邪术;施法术;行巫术;魔法;邪术;巫术
φαῦλος,刻薄的;坏的;邪恶的
φείδομαι,宽容;防止麻烦发生在某人身上
φειδομένως,吝啬的;有限地;很少
φεύγω,逃走
φημί,说;讲;告诉
φθάνω,来到;到达
φθέγγομαι,说话;发出声音
φθαρτός,容易腐坏的;会朽坏的;必死的
φθείρω,毁坏
φθινοπωρινός,深秋;晚秋
φθονέω,嫉妒
φθορά,败坏;毁灭
φθόγγος,声音
φθόνος,嫉妒
φιάλη,碗
φιλάγαθος,喜爱良善;喜欢做好事;喜爱美好的事物
φιλάδελφος,爱弟兄的人;相爱如弟兄;亲爱如手足
φιλάργυρος,贪爱钱财;贪财的人;爱钱的人
φιλέω,爱;喜爱;钟爱
φιλήδονος,爱宴乐;爱享乐;贪求快乐
φιλία,爱;喜爱;钟爱
φιλαδελφία,基督徒之间的友爱;弟兄相爱的心
φιλανθρωπία,对人类的爱;对人的爱;仁爱
φιλανθρώπως,仁慈的;友好的
φιλαργυρία,贪财;贪爱金钱
φιλονεικία,"想要争吵,准备好争论;想争吵;喜欢吵架"
φιλοξενία,显示热情好客;接待陌生人;热情款待
φιλοπρωτεύω,喜欢为首的;想要命令他人;想做领袖
φιλοσοφία,人类的理解;人类的智慧;哲学
φιλοτιμέομαι,渴望;立志;以追求某事物为自己的心志
φιλοφρόνως,仁慈的;友好的
φιλόθεος,爱上帝
φιλόνεικος,喜欢吵架的;好争论的;容易引起争论的
φιλόξενος,好客的;乐意款待的;殷勤接待的
φιλόσοφος,哲学家;学者
φιλόστοργος,非常亲爱;非常亲密;相亲相爱
φιλότεκνος,爱自己的儿女;爱儿女的人
φιμόω,给戴口套;笼住(动物的)嘴;阻止进食
φλογίζω,点燃;点火;生火;点灯
φλυαρέω,胡言乱语;胡扯
φλόξ,火焰
φλύαρος,胡言乱语的人;说长道短的;爱说闲话的
φοβέω,恐惧;害怕
φοβερός,可怕的;引起恐惧的
φονεύς,凶手
φονεύω,谋杀;犯谋杀罪
φορέω,穿(衣);穿上;穿着;披着
φορτίζω,使搬运;使负重担
φορτίον,重担;担子;货物(如船上的货物)
φοῖνιξ,"棕树,棕榈树"
φράζω,解释;意义;解说
φράσσω,使停止;终止;阻挡;阻止
φρέαρ,井
φρήν,深思熟虑;思想方式;人生观
φρίσσω,害怕得发抖;极度害怕;恐惧战兢
φραγέλλιον,鞭子
φραγελλόω,鞭打;鞭笞
φραγμός,篱笆;墙
φρεναπάτης,误导的人;骗子
φρεναπατάω,误导;欺哄;欺骗
φρονέω,有自己的看法;以某种独特的方式来思考
φρονίμως,明智;聪明;有理解力;有洞察力
φροντίζω,沉思;仔细思想;专心思考;专心一意
φρουρέω,防范;把守;看守
φρυάσσω,咆哮;被激怒
φρόνημα,深思熟虑;思想方式;人生观
φρόνησις,深思熟虑;思想方式;人生观
φρόνιμος,明智;聪明;有理解力;有洞察力
φρύγανον,"干柴,木柴"
φυγή,逃走
φυλάσσω,严密看守
φυλή,支族;部落;支派
φυλακή,监牢;监狱
φυλακίζω,约束;控制;囚禁;关进监狱
φυλακτήριον,经匣;经文袋
φυσίωσις,骄傲;傲慢;觉得自己重要
φυσικός,自然的;本性的;按本性;按本能
φυσικῶς,自然的;本性的;按本性;按本能
φυσιόω,使骄傲;使傲慢
φυτεία,植物
φυτεύω,种植;栽种;耕种;开垦
φωλεός,洞;兽穴;巢穴
φωνέω,叫来;召来;传召
φωνή,声音
φωστήρ,光;发光体;星
φωσφόρος,晨星
φωτίζω,照亮;照耀
φωτεινός,充满光;明亮的
φωτισμός,真理;揭示的真相;光;亮光
φόβητρον,可怕的景象;恐怖的景象;可怕的事情
φόβος,害怕;恐惧
φόνος,谋杀
φόρος,贡赋;赋税
φύλαξ,卫兵;守卫;哨兵;警卫
φύραμα,团;块
φύσις,本质;本性
φύω,生长;长大;长出来
φῶς,光
χάλαζα,冰雹
χάραγμα,记号;烙印
χάραξ,栅栏;防御工事
χάριν,因为;为了......的缘故
χάρις,表示仁慈;向......显出仁慈;怜悯;恩典
χάρισμα,礼物;恩赐
χάρτης,纸张
χάσμα,鸿沟
χίλιοι,一千
χαίρω,喜乐;欢喜;快乐
χαλάω,缒下;放下
χαλεπός,动荡不安;艰难的;苦难重重;暴力的
χαλιναγωγέω,控制;自制
χαλινός,嚼环;缰绳;马勒
χαλκίον,铜器
χαλκεύς,铜匠;金属制造工
χαλκηδών,玛瑙;玉髓
χαλκολίβανον,发亮的铜(青铜或黄铜)
χαλκοῦς,用青铜(黄铜或纯铜)制造的
χαλκός,青铜;黄铜;纯铜
χαμαί,在地上;到地上
χαρά,喜乐;高兴;极大的快乐
χαρίζομαι,给予;赐予;恩赐
