# LLM pairwise verification (claude-haiku-4-5-20251001) of candidate_pairs.tsv. verdict: yes/no/unsure. See verify_pairs_llm.py.
strong_a	strong_b	verdict
H3306	H6341	no
H3306	H6351	no
H3306	H6352	no
H3307	H6315	yes
H3307	H6341	no
H3307	H6351	no
H3307	H6352	no
H3307	H6368	no
H3308	H3925	no
H3308	H3928	no
H3308	H6495	no
H3315	H3925	no
H3315	H3928	no
H3315	H4805	no
H3315	H6597	no
H3315	H6601	no
H3315	H6612	no
H3315	H6615	no
H3318	H3925	no
H3318	H3928	no
H3318	H4161	yes
H3318	H4599	no
H3318	H4672	no
H3318	H5126	no
H3318	H5770	no
H3318	H5869	no
H3318	H5875	no
H3318	H5879	no
H3318	H5880	no
H3318	H6627	no
H3318	H8388	no
H3318	H8389	no
H3318	H8444	yes
H3320	H3321	no
H3320	H4673	yes
H3320	H4674	no
H3320	H4676	no
H3320	H5325	no
H3320	H5333	yes
H3321	H5324	no
H3321	H5325	no
H3321	H5333	no
H3322	H5126	no
H3323	H6671	no
H3323	H6672	no
H3326	H3331	yes
H3326	H5126	no
H3326	H6763	no
H3326	H6813	no
H3326	H8372	no
H3331	H4052	no
H3331	H5126	no
H3331	H6760	no
H3331	H6762	no
H3331	H8372	no
H3332	H4164	no
H3332	H4166	no
H3332	H4689	no
H3332	H4754	no
H3332	H4900	no
H3332	H5133	no
H3332	H5327	no
H3332	H5328	no
H3332	H6633	no
H3332	H6635	no
H3332	H6643	no
H3332	H6693	no
H3332	H7200	no
H3332	H7207	no
H3332	H7582	no
H3332	H7583	no
H3335	H4461	no
H3335	H6696	no
H3335	H6862	no
H3335	H6869	no
H3336	H4461	no
H3336	H6696	no
H3336	H6862	no
H3336	H6869	no
H3337	H4461	no
H3337	H6696	no
H3337	H6862	no
H3337	H6869	no
H3344	H4169	no
H3349	H3925	no
H3349	H3928	no
H3349	H4720	no
H3349	H6971	no
H3351	H3403	no
H3351	H3802	no
H3351	H4155	no
H3351	H4164	no
H3351	H4165	no
H3351	H4588	no
H3351	H5774	no
H3351	H5869	no
H3351	H5888	no
H3351	H5889	no
H3351	H5890	no
H3351	H7378	no
H3351	H7379	no
H3353	H3369	yes
H3353	H4170	yes
H3357	H3365	yes
H3357	H3366	yes
H3357	H3368	yes
H3357	H3789	no
H3357	H3791	no
H3357	H6971	no
H3357	H8388	no
H3357	H8389	no
H3363	H5126	no
H3363	H5361	unsure
H3363	H7085	no
H3365	H3366	yes
H3365	H3368	yes
H3365	H3789	no
H3365	H3791	no
H3365	H6971	no
H3365	H8388	no
H3365	H8389	no
H3366	H3368	yes
H3366	H3789	no
H3366	H3791	no
H3366	H6971	no
H3366	H8388	no
H3366	H8389	no
H3368	H3789	no
H3368	H3791	no
H3368	H4744	no
H3368	H6845	yes
H3368	H6971	no
H3368	H7121	no
H3368	H7122	no
H3368	H7124	no
H3368	H7148	no
H3368	H8388	no
H3368	H8389	no
H3369	H4170	yes
H3369	H5367	yes
H3372	H3373	yes
H3372	H3374	yes
H3372	H3709	no
H3372	H3710	no
H3372	H3925	no
H3372	H3928	no
H3372	H4057	no
H3372	H4172	yes
H3372	H4480	no
H3372	H4507	no
H3372	H4508	no
H3372	H4829	no
H3372	H4924	no
H3372	H5126	no
H3372	H8388	no
H3372	H8389	no
H3373	H3374	yes
H3373	H4172	yes
H3373	H7389	no
H3373	H8388	no
H3373	H8389	no
H3374	H4172	yes
H3374	H7389	no
H3374	H8388	no
H3374	H8389	no
H3378	H3380	yes
H3378	H3605	no
H3378	H3606	no
H3378	H8033	no
H3378	H8034	no
H3378	H8047	no
H3378	H8048	no
H3378	H8054	no
H3378	H8064	no
H3378	H8074	no
H3378	H8075	no
H3378	H8076	no
H3380	H3605	no
H3380	H3606	no
H3380	H8033	no
H3380	H8034	no
H3380	H8047	no
H3380	H8048	no
H3380	H8054	no
H3380	H8064	no
H3380	H8074	no
H3380	H8075	no
H3380	H8076	no
H3381	H3709	no
H3381	H3710	no
H3381	H3772	no
H3381	H3773	no
H3381	H3774	no
H3381	H3925	no
H3381	H3928	no
H3381	H3970	no
H3381	H4329	no
H3381	H4359	no
H3381	H4539	no
H3381	H4775	no
H3381	H4788	no
H3381	H4998	no
H3381	H5000	no
H3381	H5002	no
H3381	H5258	no
H3381	H5526	no
H3381	H6586	no
H3381	H7287	no
H3381	H7290	no
H3381	H7906	no
H3381	H8376	no
H3381	H8378	no
H3381	H8379	no
H3381	H8427	no
H3382	H3925	no
H3382	H3928	no
H3382	H3970	no
H3382	H4174	no
H3382	H4775	no
H3382	H4788	no
H3382	H4998	no
H3382	H5000	no
H3382	H7287	no
H3382	H7290	no
H3382	H8376	no
H3382	H8378	no
H3382	H8379	no
H3382	H8427	no
H3384	H3670	no
H3384	H3671	no
H3384	H4305	no
H3384	H4306	no
H3384	H8034	no
H3384	H8035	no
H3384	H8036	no
H3384	H8358	no
H3384	H8359	no
H3384	H8446	no
H3384	H8447	no
H3384	H8449	no
H3387	H3418	yes
H3387	H3419	no
H3387	H3422	yes
H3387	H3925	no
H3387	H3928	no
H3387	H7536	no
H3387	H7556	no
H3387	H8388	no
H3387	H8389	no
H3391	H3394	yes
H3399	H7389	no
H3403	H7378	no
H3403	H7379	no
H3407	H3415	no
H3407	H7321	no
H3407	H7489	no
H3409	H3410	yes
H3409	H3411	no
H3410	H3411	no
H3415	H3925	no
H3415	H3928	no
H3415	H4828	no
H3415	H4829	no
H3415	H7321	no
H3415	H7451	no
H3415	H7453	no
H3415	H7462	no
H3415	H7463	no
H3415	H7464	no
H3415	H7468	no
H3415	H7469	no
H3415	H7471	no
H3415	H7472	no
H3415	H7473	no
H3415	H7475	no
H3418	H3419	unsure
H3418	H3422	yes
H3418	H3925	no
H3418	H3928	no
H3418	H7536	no
H3418	H7556	no
H3418	H8388	no
H3418	H8389	no
H3419	H3422	no
H3419	H3925	no
H3419	H3928	no
H3419	H7536	no
H3419	H7556	no
H3419	H8388	no
H3419	H8389	no
H3422	H3925	no
H3422	H3928	no
H3422	H7536	no
H3422	H7556	no
H3422	H8388	no
H3422	H8389	no
H3423	H3424	yes
H3423	H3425	yes
H3423	H4180	yes
H3423	H4181	yes
H3423	H8388	no
H3423	H8389	no
H3424	H3425	yes
H3424	H4180	yes
H3424	H4181	yes
H3424	H8388	no
H3424	H8389	no
H3425	H4180	yes
H3425	H4181	yes
H3425	H8388	no
H3425	H8389	no
H3426	H3453	no
H3426	H3486	no
H3426	H3925	no
H3426	H3928	no
H3426	H8454	no
H3427	H3766	no
H3427	H3767	no
H3427	H4186	unsure
H3427	H4726	no
H3427	H4788	no
H3427	H4877	no
H3427	H4878	no
H3427	H5126	no
H3427	H5437	no
H3427	H7616	no
H3427	H7631	no
H3427	H7632	no
H3427	H7674	no
H3427	H7726	no
H3427	H7729	no
H3427	H7870	no
H3427	H7916	no
H3427	H8054	no
H3427	H8453	no
H3445	H4889	no
H3445	H4893	no
H3445	H5183	no
H3445	H7742	no
H3445	H7744	no
H3445	H7745	no
H3445	H7746	no
H3445	H7843	no
H3445	H7882	no
H3452	H5324	no
H3452	H8074	unsure
H3453	H3486	yes
H3453	H4885	no
H3453	H5126	no
H3453	H7797	no
H3453	H8336	no
H3462	H3463	yes
H3462	H3465	no
H3462	H8142	yes
H3463	H3465	no
H3463	H8142	yes
H3465	H8142	no
H3467	H3469	no
H3467	H4229	no
H3467	H7768	no
H3467	H7775	no
H3467	H8159	no
H3467	H8173	no
H3468	H3469	no
H3468	H4229	no
H3468	H7768	no
H3468	H7775	no
H3468	H8159	no
H3468	H8173	no
H3469	H7769	no
H3469	H8668	no
H3474	H3476	no
H3474	H7389	no
H3474	H7789	no
H3474	H8308	no
H3476	H3477	yes
H3477	H5080	no
H3477	H6131	no
H3477	H7054	no
H3477	H7389	no
H3477	H7788	no
H3477	H7791	no
H3477	H7794	no
H3477	H7891	no
H3477	H7892	no
H3477	H8056	no
H3477	H8308	no
H3477	H8388	no
H3477	H8389	no
H3498	H3499	yes
H3498	H3502	no
H3498	H3504	no
H3498	H3505	no
H3498	H8388	no
H3498	H8389	no
H3498	H8446	no
H3499	H3502	no
H3499	H3504	no
H3499	H3505	no
H3499	H8388	no
H3499	H8389	no
H3499	H8446	no
H3502	H3504	no
H3502	H3505	no
H3502	H8388	no
H3502	H8389	no
H3502	H8446	no
H3504	H3505	no
H3504	H8388	no
H3504	H8389	no
H3504	H8446	no
H3505	H8388	no
H3505	H8389	no
H3505	H8446	no
H3509	H3523	no
H3509	H3524	no
H3509	H3527	no
H3509	H3528	no
H3509	H3530	no
H3509	H3709	no
H3509	H3710	no
H3509	H3808	no
H3509	H4345	no
H3509	H5105	no
H3510	H3512	unsure
H3510	H3707	unsure
H3510	H3708	yes
H3510	H5564	no
H3511	H3512	unsure
H3511	H3707	unsure
H3511	H3708	no
H3511	H5564	no
H3513	H3514	yes
H3513	H3515	yes
H3513	H3519	yes
H3513	H3520	yes
H3513	H8388	no
H3513	H8389	no
H3514	H3515	yes
H3514	H3519	yes
H3514	H3520	yes
H3514	H8388	no
H3514	H8389	no
H3515	H3519	yes
H3515	H3520	yes
H3515	H3638	no
H3515	H3925	no
H3515	H3928	no
H3515	H7402	no
H3515	H7403	no
H3515	H8388	no
H3515	H8389	no
H3515	H8527	no
H3519	H3520	yes
H3519	H8388	no
H3519	H8389	no
H3520	H8388	no
H3520	H8389	no
H3523	H3524	no
H3523	H3527	no
H3523	H3528	no
H3523	H3530	no
H3523	H3709	no
H3523	H3710	no
H3523	H4345	no
H3524	H3527	no
H3524	H3528	no
H3524	H3530	no
H3524	H3709	no
H3524	H3710	no
H3524	H4345	no
H3526	H4726	no
H3527	H3528	no
H3527	H3530	no
H3527	H3925	no
H3527	H3928	no
H3527	H4345	no
H3527	H7389	no
H3528	H3530	no
H3528	H3709	no
H3528	H3710	no
H3528	H4345	no
H3529	H3709	no
H3529	H3710	no
H3529	H3925	no
H3529	H3928	no
H3529	H7389	no
H3530	H3709	no
H3530	H3710	no
H3530	H4345	no
H3532	H3535	yes
H3532	H3709	no
H3532	H3710	no
H3532	H3733	no
H3532	H3769	no
H3532	H3775	yes
H3532	H8376	no
H3533	H3536	no
H3533	H3733	no
H3533	H3769	no
H3533	H3775	no
H3533	H7617	unsure
H3533	H8376	no
H3534	H3733	no
H3534	H3769	no
H3534	H3775	no
H3534	H8376	no
H3535	H3709	no
H3535	H3710	no
H3536	H7617	no
H3537	H3590	no
H3541	H3602	yes
H3541	H3709	no
H3541	H3710	no
H3543	H3544	yes
H3543	H3545	unsure
H3543	H5061	no
H3543	H8388	no
H3543	H8389	no
H3544	H3545	unsure
H3544	H5061	no
H3544	H8388	no
H3544	H8389	no
H3545	H5061	no
H3545	H8388	no
H3545	H8389	no
H3547	H3548	no
H3547	H3549	no
H3548	H3549	yes
H3551	H3555	no
H3551	H5204	no
H3551	H7310	no
H3554	H3555	yes
H3554	H5204	no
H3554	H7310	no
H3555	H3587	unsure
H3555	H7301	no
H3555	H7302	no
H3555	H7377	no
H3557	H3925	yes
H3557	H3928	yes
H3559	H3560	no
H3559	H3594	no
H3559	H3653	yes
H3559	H3655	no
H3559	H3656	no
H3559	H3657	no
H3559	H3807	no
H3559	H3925	no
H3559	H3928	no
H3559	H4198	no
H3559	H4199	no
H3559	H4349	yes
H3559	H4948	no
H3559	H5074	no
H3559	H5076	no
H3559	H5079	no
H3559	H7322	no
H3559	H8327	no
H3559	H8328	yes
H3559	H8332	no
H3560	H3561	no
H3560	H3651	no
H3560	H3654	no
H3560	H3655	no
H3560	H3656	no
H3560	H3657	no
H3561	H3594	no
H3561	H3653	no
H3561	H3655	no
H3561	H3656	no
H3561	H3657	no
H3561	H3807	no
H3561	H3925	no
H3561	H3928	no
H3561	H4198	no
H3561	H4199	no
H3561	H4349	no
H3564	H3709	no
H3564	H3710	no
H3564	H3734	no
H3568	H3569	yes
H3576	H4585	no
H3576	H4617	no
H3576	H4618	no
H3576	H5126	no
H3576	H5715	no
H3576	H6030	no
H3576	H6031	no
H3576	H6035	no
H3576	H6038	no
H3576	H6039	no
H3576	H6040	no
H3576	H6041	no
H3576	H6045	no
H3576	H6054	no
H3576	H6437	no
H3576	H7200	no
H3576	H7722	no
H3576	H8034	no
H3576	H8035	no
H3576	H8036	no
H3577	H4585	no
H3577	H4617	no
H3577	H4618	no
H3577	H5126	no
H3577	H5715	no
H3577	H6030	no
H3577	H6031	no
H3577	H6035	no
H3577	H6038	no
H3577	H6039	no
H3577	H6040	no
H3577	H6041	no
H3577	H6045	no
H3577	H6054	no
H3577	H6437	no
H3577	H7200	no
H3577	H7722	no
H3577	H8034	no
H3577	H8035	no
H3577	H8036	no
H3584	H3586	yes
H3584	H7723	unsure
H3584	H7737	no
H3584	H8267	yes
H3587	H5126	no
H3587	H5204	no
H3587	H7310	no
H3588	H3709	no
H3588	H3710	no
H3594	H3651	no
H3594	H3653	no
H3594	H3654	no
H3594	H3807	no
H3594	H3925	no
H3594	H3928	no
H3594	H4198	no
H3594	H4199	no
H3594	H4349	no
H3596	H3605	no
H3596	H3606	no
H3598	H3684	no
H3598	H3685	no
H3598	H3687	no
H3598	H3689	no
H3598	H3691	no
H3602	H3709	no
H3602	H3710	no
H3605	H3618	no
H3605	H3632	yes
H3605	H3634	yes
H3605	H3925	no
H3605	H3928	no
H3605	H4358	yes
H3605	H4359	no
H3605	H5126	no
H3605	H5980	no
H3605	H7620	no
H3605	H8033	no
H3605	H8035	no
H3605	H8036	no
H3605	H8047	no
H3605	H8048	no
H3605	H8054	no
H3605	H8064	no
H3605	H8074	no
H3605	H8075	no
H3605	H8076	no
H3605	H8388	no
H3605	H8389	no
H3606	H3618	no
H3606	H3632	yes
H3606	H3634	yes
H3606	H3925	no
H3606	H3928	no
H3606	H4358	yes
H3606	H4359	yes
H3606	H5126	no
H3606	H5980	no
H3606	H7620	no
H3606	H8033	no
H3606	H8035	no
H3606	H8036	no
H3606	H8047	no
H3606	H8048	no
H3606	H8054	no
H3606	H8064	no
H3606	H8074	no
H3606	H8075	no
H3606	H8076	no
H3606	H8388	no
H3606	H8389	no
H3607	H3608	yes
H3607	H3610	no
H3607	H3615	no
H3607	H3617	no
H3607	H3627	no
H3607	H3629	no
H3607	H3631	no
H3607	H3709	no
H3607	H3710	no
H3607	H3925	no
H3607	H3928	no
H3607	H4357	no
H3607	H8388	no
H3607	H8389	no
H3607	H8502	no
H3607	H8503	unsure
H3608	H3610	no
H3611	H3612	no
H3611	H3613	no
H3611	H3614	no
H3611	H3619	no
H3612	H3613	yes
H3612	H3614	yes
H3612	H3619	no
H3613	H3614	yes
H3613	H3619	no
H3614	H3619	no
H3615	H3617	yes
H3615	H3627	no
H3615	H3629	no
H3615	H3631	yes
H3615	H3709	no
H3615	H3710	no
H3615	H3925	no
H3615	H3928	no
H3615	H4357	no
H3615	H8388	yes
H3615	H8389	no
H3615	H8502	no
H3615	H8503	yes
H3617	H3627	no
H3617	H3629	no
H3617	H3631	unsure
H3617	H3709	no
H3617	H3710	no
H3617	H3925	no
H3617	H3928	no
H3617	H4357	no
H3617	H8388	no
H3617	H8389	no
H3617	H8502	no
H3617	H8503	no
H3618	H3632	no
H3618	H3634	no
H3618	H4358	no
H3618	H4359	no
H3618	H5126	no
H3618	H8034	no
H3618	H8035	no
H3618	H8036	no
H3618	H8388	no
H3618	H8389	no
H3624	H3709	no
H3624	H3710	no
H3627	H3629	no
H3627	H3631	no
H3627	H3709	no
H3627	H3710	no
H3627	H3925	no
H3627	H3928	no
H3627	H4357	no
H3627	H8388	no
H3627	H8389	no
H3627	H8502	no
H3627	H8503	no
H3628	H3808	no
H3628	H3863	no
H3629	H3631	no
H3629	H3709	no
H3629	H3710	no
H3629	H3925	no
H3629	H3928	no
H3629	H4357	no
H3629	H8388	no
H3629	H8389	no
H3629	H8502	no
H3629	H8503	no
H3631	H3709	no
H3631	H3710	no
H3631	H3925	no
H3631	H3928	no
H3631	H4357	no
H3631	H8388	no
H3631	H8389	no
H3631	H8502	no
H3631	H8503	no
H3632	H3634	yes
H3632	H3915	no
H3632	H3917	no
H3632	H4358	yes
H3632	H4359	yes
H3632	H5126	no
H3632	H8034	no
H3632	H8035	no
H3632	H8036	no
H3632	H8388	no
H3632	H8389	no
H3634	H4358	yes
H3634	H4359	yes
H3634	H5126	no
H3634	H8034	no
H3634	H8035	no
H3634	H8036	no
H3634	H8388	no
H3634	H8389	no
H3637	H3639	yes
H3638	H3925	no
H3638	H3928	no
H3638	H7402	unsure
H3638	H7403	no
H3638	H8527	no
H3642	H3709	no
H3642	H3710	no
H3642	H3807	no
H3642	H3925	no
H3642	H3928	no
H3642	H4100	no
H3648	H3650	no
H3648	H3709	no
H3648	H3710	no
H3648	H4171	no
H3648	H4364	no
H3648	H4365	no
H3648	H4371	no
H3648	H4472	no
H3648	H4751	no
H3648	H4755	no
H3648	H4786	no
H3648	H4787	no
H3648	H4815	no
H3648	H4846	no
H3648	H7389	no
H3648	H8034	no
H3648	H8035	no
H3648	H8036	no
H3649	H3650	no
H3649	H3709	no
H3649	H3710	no
H3649	H4171	no
H3649	H4371	no
H3649	H4472	no
H3649	H4751	no
H3649	H4755	no
H3649	H4786	no
H3649	H4787	no
H3649	H4815	no
H3649	H4846	no
H3649	H7389	no
H3649	H8034	no
H3649	H8035	no
H3649	H8036	no
H3650	H3709	no
H3650	H3710	no
H3650	H4171	no
H3650	H4371	no
H3650	H4472	no
H3650	H4751	no
H3650	H4755	no
H3650	H4786	no
H3650	H4787	no
H3650	H4815	no
H3650	H4843	no
H3650	H4846	no
H3650	H7389	no
H3650	H8034	no
H3650	H8035	no
H3650	H8036	no
H3650	H8563	no
H3650	H8564	no
H3651	H3655	no
H3651	H3656	no
H3651	H3657	no
H3651	H3709	no
H3651	H3710	no
H3651	H3807	no
H3651	H3885	no
H3651	H3925	no
H3651	H3928	no
H3651	H4198	no
H3651	H4199	no
H3651	H4349	no
H3651	H4411	no
H3651	H5126	no
H3651	H5921	no
H3651	H7789	no
H3651	H8391	no
H3651	H8519	no
H3651	H8525	no
H3653	H3709	no
H3653	H3710	no
H3653	H3807	no
H3653	H3925	no
H3653	H3928	yes
H3653	H4198	no
H3653	H4199	no
H3653	H4349	no
H3653	H5921	yes
H3653	H7789	no
H3653	H8391	no
H3653	H8525	no
H3654	H3655	no
H3654	H3656	no
H3654	H3657	no
H3654	H3709	no
H3654	H3710	no
H3654	H3807	no
H3654	H3925	no
H3654	H3928	no
H3654	H4198	no
H3654	H4199	no
H3654	H4349	no
H3654	H5921	no
H3654	H7789	no
H3654	H8391	no
H3654	H8525	no
H3655	H3656	no
H3655	H3657	no
H3656	H3657	no
H3664	H4370	no
H3665	H3667	no
H3665	H3669	no
H3665	H3925	no
H3665	H3928	no
H3665	H5126	no
H3667	H3669	no
H3667	H5126	no
H3669	H5126	no
H3670	H3671	no
H3670	H4175	no
H3670	H7297	no
H3671	H4175	no
H3671	H7297	no
H3676	H3678	yes
H3676	H5564	no
H3678	H5564	no
H3680	H3681	yes
H3680	H3682	yes
H3680	H4372	yes
H3681	H3682	yes
H3681	H4372	yes
H3681	H4726	no
H3681	H6299	no
H3681	H6302	no
H3681	H6304	no
H3681	H6306	no
H3682	H4372	yes
H3684	H3685	no
H3684	H3687	yes
H3684	H3689	no
H3684	H3691	no
H3685	H3687	no
H3685	H3689	no
H3685	H3691	no
H3687	H3689	no
H3687	H3691	no
H3689	H3691	no
H3699	H4373	yes
H3699	H8462	no
H3699	H8641	no
H3707	H3708	yes
H3707	H5564	no
H3708	H5564	no
H3709	H3711	no
H3709	H3712	no
H3709	H3721	no
H3709	H3734	no
H3709	H3738	no
H3709	H3739	no
H3709	H3741	no
H3709	H3742	no
H3709	H3743	no
H3709	H3747	no
H3709	H3754	no
H3709	H3756	no
H3709	H3768	no
H3709	H3772	no
H3709	H3773	no
H3709	H3774	no
H3709	H3787	no
H3709	H3788	no
H3709	H3807	no
H3709	H3833	no
H3709	H3988	no
H3709	H3996	no
H3709	H4057	no
H3709	H4100	no
H3709	H4134	no
H3709	H4171	no
H3709	H4196	no
H3709	H4293	no
H3709	H4345	no
H3709	H4347	no
H3709	H4354	no
H3709	H4355	no
H3709	H4357	no
H3709	H4371	no
H3709	H4376	no
H3709	H4377	no
H3709	H4397	no
H3709	H4399	no
H3709	H4472	no
H3709	H4480	no
H3709	H4507	no
H3709	H4508	no
H3709	H4608	no
H3709	H4609	no
H3709	H4633	no
H3709	H4634	no
H3709	H4743	no
H3709	H4751	no
H3709	H4755	no
H3709	H4786	no
H3709	H4787	no
H3709	H4815	no
H3709	H4829	no
H3709	H4843	no
H3709	H4846	no
H3709	H4900	no
H3709	H4924	no
H3709	H5002	no
H3709	H5046	no
H3709	H5048	no
H3709	H5057	no
H3709	H5217	no
H3709	H5218	no
H3709	H5221	no
H3709	H5222	no
H3709	H5223	no
H3709	H5224	no
H3709	H5291	no
H3709	H5292	no
H3709	H5564	no
H3709	H5668	no
H3709	H5669	no
H3709	H5769	no
H3709	H5920	no
H3709	H5921	no
H3709	H5923	no
H3709	H5927	no
H3709	H5929	no
H3709	H5930	no
H3709	H5944	no
H3709	H5945	no
H3709	H5946	no
H3709	H5956	no
H3709	H5957	no
H3709	H5958	no
H3709	H5959	no
H3709	H5961	no
H3709	H6186	no
H3709	H6187	no
H3709	H6293	no
H3709	H6294	no
H3709	H6466	no
H3709	H6467	no
H3709	H6495	no
H3709	H6586	no
H3709	H6762	no
H3709	H6906	no
H3709	H6907	no
H3709	H6937	no
H3709	H6938	no
H3709	H6959	no
H3709	H7789	no
H3709	H8034	no
H3709	H8035	no
H3709	H8036	no
H3709	H8141	no
H3709	H8391	no
H3709	H8393	no
H3709	H8502	no
H3709	H8503	no
H3709	H8505	no
H3709	H8563	no
H3709	H8564	no
H3709	H8585	no
H3709	H8587	no
H3710	H3734	no
H3710	H3738	no
H3710	H3739	no
H3710	H3741	no
H3710	H3742	no
H3710	H3743	no
H3710	H3747	no
H3710	H3754	no
H3710	H3756	no
H3710	H3768	no
H3710	H3772	no
H3710	H3773	no
H3710	H3774	no
H3710	H3787	no
H3710	H3788	no
H3710	H3807	no
H3710	H3833	no
H3710	H3988	no
H3710	H3996	no
H3710	H4057	no
H3710	H4100	no
H3710	H4134	no
H3710	H4171	no
H3710	H4196	no
H3710	H4293	no
H3710	H4345	no
H3710	H4347	no
H3710	H4354	no
H3710	H4355	no
H3710	H4357	no
H3710	H4371	no
H3710	H4376	no
H3710	H4377	no
H3710	H4397	no
H3710	H4399	no
H3710	H4472	no
H3710	H4480	no
H3710	H4507	no
H3710	H4508	no
H3710	H4608	no
H3710	H4609	no
H3710	H4633	no
H3710	H4634	no
H3710	H4743	no
H3710	H4751	no
H3710	H4755	no
H3710	H4786	no
H3710	H4787	no
H3710	H4815	no
H3710	H4829	no
H3710	H4843	no
H3710	H4846	no
H3710	H4900	no
H3710	H4924	no
H3710	H5002	no
H3710	H5046	no
H3710	H5048	no
H3710	H5057	no
H3710	H5217	no
H3710	H5218	no
H3710	H5221	no
H3710	H5222	no
H3710	H5223	no
H3710	H5224	no
H3710	H5291	no
H3710	H5292	no
H3710	H5564	no
H3710	H5668	no
H3710	H5669	no
H3710	H5769	no
H3710	H5920	no
H3710	H5921	no
H3710	H5923	no
H3710	H5927	no
H3710	H5929	no
H3710	H5930	no
H3710	H5944	no
H3710	H5945	no
H3710	H5946	no
H3710	H5956	no
H3710	H5957	no
H3710	H5958	no
H3710	H5959	no
H3710	H5961	no
H3710	H6186	no
H3710	H6187	no
H3710	H6293	no
H3710	H6294	no
H3710	H6466	no
H3710	H6467	no
H3710	H6495	no
H3710	H6586	no
H3710	H6762	no
H3710	H6906	no
H3710	H6907	no
H3710	H6937	no
H3710	H6938	no
H3710	H6959	no
H3710	H7789	no
H3710	H8034	no
H3710	H8035	no
H3710	H8036	no
H3710	H8141	no
H3710	H8391	no
H3710	H8393	no
H3710	H8502	no
H3710	H8503	no
H3710	H8505	no
H3710	H8563	no
H3710	H8564	no
H3710	H8585	no
H3710	H8587	no
H3711	H3712	no
H3712	H3721	no
H3713	H3715	no
H3713	H3722	no
H3713	H3724	no
H3713	H3725	no
H3713	H3727	no
H3713	H4196	no
H3715	H3722	no
H3715	H3724	no
H3715	H3725	no
H3715	H3727	no
H3715	H4196	no
H3717	H3718	yes
H3722	H3724	no
H3722	H3725	yes
H3722	H3727	no
H3722	H4196	no
H3724	H3725	no
H3724	H3727	no
H3724	H4196	no
H3725	H3727	no
H3725	H4196	no
H3727	H4196	no
H3733	H3734	no
H3733	H3755	no
H3733	H3759	no
H3733	H3769	no
H3733	H8144	no
H3734	H3759	no
H3734	H8144	no
H3735	H8355	no
H3738	H3739	no
H3738	H3741	unsure
H3738	H3747	no
H3738	H4196	no
H3738	H4379	unsure
H3738	H4380	no
H3739	H3741	no
H3739	H3747	no
H3739	H4196	no
H3739	H4379	no
H3739	H4380	no
H3741	H3747	no
H3741	H4196	no
H3741	H4379	no
H3741	H4380	no
H3742	H3743	yes
H3747	H4196	no
H3747	H4379	no
H3747	H4380	no
H3754	H3755	yes
H3754	H3756	no
H3754	H3925	no
H3754	H3928	no
H3754	H4791	no
H3754	H5130	no
H3754	H5131	no
H3754	H5472	no
H3754	H5764	no
H3754	H5927	no
H3754	H6307	no
H3754	H7215	no
H3754	H7311	no
H3754	H7312	no
H3754	H7315	no
H3754	H7316	no
H3754	H7317	no
H3754	H7318	no
H3754	H7413	no
H3754	H7426	no
H3754	H8641	no
H3755	H3925	no
H3755	H3928	no
H3755	H4791	no
H3755	H5130	no
H3755	H5131	no
H3755	H5472	no
H3755	H5764	no
H3755	H5927	no
H3755	H6307	no
H3755	H7215	no
H3755	H7311	no
H3755	H7312	no
H3755	H7315	no
H3755	H7316	no
H3755	H7317	no
H3755	H7318	no
H3755	H7413	no
H3755	H7426	no
H3755	H8641	no
H3759	H8144	no
H3766	H3767	no
H3772	H3773	no
H3772	H3774	no
H3772	H5002	no
H3772	H6586	no
H3773	H3774	no
H3773	H5002	no
H3773	H6586	no
H3774	H5002	no
H3774	H6586	no
H3775	H8376	no
H3780	H5564	no
H3780	H7716	no
H3780	H7876	no
H3782	H3783	yes
H3782	H4383	yes
H3783	H4383	yes
H3787	H3788	no
H3787	H3937	no
H3787	H6971	no
H3787	H8505	no
H3788	H6971	no
H3788	H8505	no
H3789	H4385	yes
H3789	H6971	no
H3789	H8388	no
H3789	H8389	no
H3791	H4385	yes
H3791	H6971	no
H3791	H8388	no
H3791	H8389	no
H3795	H3807	yes
H3795	H4347	yes
H3795	H4883	no
H3795	H5238	no
H3795	H6895	no
H3799	H4387	no
H3799	H4900	no
H3799	H4974	no
H3799	H5126	no
H3799	H8535	no
H3799	H8537	no
H3799	H8549	no
H3799	H8552	no
H3800	H4387	no
H3800	H4900	no
H3800	H4974	no
H3800	H5126	no
H3800	H8535	no
H3800	H8537	no
H3800	H8549	no
H3800	H8552	no
H3802	H4155	no
H3802	H4164	no
H3802	H4165	no
H3802	H4588	no
H3802	H5774	no
H3802	H5869	no
H3802	H5888	no
H3802	H5889	no
H3802	H5890	no
H3802	H8074	no
H3802	H8388	no
H3802	H8389	no
H3802	H8608	no
H3803	H3804	yes
H3803	H3805	yes
H3804	H3805	yes
H3807	H4100	no
H3807	H4198	no
H3807	H4199	no
H3807	H4347	no
H3807	H4349	no
H3807	H4883	no
H3807	H5140	no
H3807	H5219	no
H3807	H6895	no
H3808	H3863	no
H3808	H5105	no
H3810	H3925	no
H3810	H3928	no
H3810	H4057	no
H3811	H4260	no
H3813	H3857	no
H3813	H3858	no
H3813	H3874	yes
H3813	H8034	no
H3813	H8035	no
H3813	H8036	no
H3815	H5126	no
H3815	H5788	no
H3815	H5920	no
