code	en	es	fr	zh-hans	id
068005	Try, Attempt	Tratar, Intentar	Essayer, tenter	尝试，试图	Mencoba, Berupaya
068006	Do Intensely or Extensively	Realizar intensamente o extensamente	Faire intensément ou extensivement	专心努力去做，全力去做	Melakukan dengan Intens atau Ekstensif
068007	Rapidity, Suddenness	Rapidez, Repentino	Rapidité, soudaineté	高速，突然	Kecepatan, Ketiba-tibaan
069001	Affirmation	Afirmación	Affirmation	肯定	Penegasan (Afirmasi)
069002	Negation	Negación	Négation	否定	Penyangkalan (Negasi)
069003	Negation Combined with Clitics	Negación combinada con clíticos	Négation combinée avec clitique	否定，结合附着词	Penyangkalan Digabung dengan Klitik
069004	Markers for an Affirmative Response to Questions	Marcadores para una respuesta afirmativa a las preguntas	Marqueurs pour une réponse affirmative aux questions	对问题作肯定回应的标记	Penanda untuk Jawaban Afirmatif atas Pertanyaan
069005	Markers for a Negative Response to Questions	Marcadores para una respuesta negativa a las preguntas	Marqueurs pour une réponse négative aux questions	对问题作否定回应的标记	Penanda untuk Jawaban Negatif atas Pertanyaan
070	Real, Unreal	Real, irreal	Réel, irréel	实在的，不实在的	Nyata, Tidak Nyata
071001	Possible, Impossible	Posible, Imposible	Possible, impossible	可能，不可能	Mungkin, Tidak Mungkin
071002	Probable, Improbable	Probable, Improbable	Probable, improbable	很可能，不大可能	Boleh Jadi, Tidak Mungkin Terjadi
071003	Certain, Uncertain	Cierto, Incierto	Certain, incertain	确定的，不确定的	Pasti, Tidak Pasti
071004	Should, Ought	Debería, Tener que	Devrait, il faut	应该，理应	Sepatutnya, Seharusnya
071005	Necessary, Unnecessary	Necesario, Innecesario	Nécessaire, inutile	必要的，不必要的	Perlu, Tidak Perlu
072001	True, False	Verdadero, falso	Vrai, Faux	真的，假的	Benar, Salah
072002	Accurate, Inaccurate	Exacto, Inexacto	Précis, inexact	准确的，不准确的	Akurat, Tidak Akurat
073	Genuine, Phony	Genuino, Falso	Authentique, Faux	真实的，虚假的	Asli, Palsu
074	Able, Capable	Apto, Capaz	Capable, Apte	能够，有能力	Sanggup, Mampu
075	Adequate, Qualified	Adecuado, Calificado	Adéquat, qualifié	胜任，有资格	Memadai, Memenuhi Syarat
076	Power, Force	Poder, Fuerza	Puissance, Force	能力，力量	Kuasa, Kekuatan
077	Ready, Prepared	Listo, Preparado	Prêt, Préparé	准备好	Siap, Bersiap
078001	Much, Little [Positive-Negative Degree]	Mucho, Poco [Grado positivo-negativo]	Beaucoup, Peu [Degré positif-négatif]	多，少（正负程度）	Banyak, Sedikit [Derajat Positif-Negatif]
078002	More Than, Less Than [Comparative Degree]	Más que, menos que [Grado comparativo]	Plus que, moins que [Degré comparatif]	多于，少于（比较程度）	Lebih Dari, Kurang Dari [Derajat Komparatif]
078003	About, Approximately, Almost, Hardly [Approximate Degree]	Más o menos, aproximadamente, casi, apenas [grado aproximado].	Environ, Approximativement, Presque, À peine [Degré approximatif]	左右，大约，差不多，几乎不（接近程度）	Sekitar, Kira-Kira, Hampir, Nyaris [Derajat Perkiraan]
078004	Completely, Enough [Completive Degree]	Completamente, Suficiente [Grado Completivo]	Complètement, Assez [Degré complet]	完全，足够（完成程度）	Sepenuhnya, Cukup [Derajat Komplet]
078005	Up To, As Much As, To the Degree That [Marked Extent of Degree]	Hasta, Tanto como, En la medida que [Marca extendida de grado]	Jusqu’à, Autant que, Au point que [Degré marqué]	以至于，正如，到……的程度（显著程度）	Sampai, Sebanyak, Sedemikian Rupa [Derajat Perluasan yang Ditandai]
079001	Physical [Material], Spiritual	Físico [Material], Espiritual	Physique [Matériel], Spirituel	有形的（物质的），属灵的	Jasmani [Material], Rohani
079002	Natural [Human], Spiritual	Natural [Humano], Espiritual	Naturel [Humain], Spirituel	自然的（人类的），属灵的（属神的）	Alami [Manusiawi], Rohani
079003	Solid, Liquid	Sólido, Líquido	Solide, Liquide	固体，液体	Padat, Cair
079004	Beautiful, Ugly	Hermoso, Feo	Beau, Laid	美丽的，丑陋的	Cantik, Buruk Rupa
079005	Glorious	Glorioso	Magnifique	荣美的	Mulia
079006	Transparent	Transparente	Transparent	透明的	Tembus Pandang
079007	Color	Color	Couleur	颜色	Warna
079008	Sweet, Bitter, Tasteless	Dulce, Amargo, Insípido	Doux, Amer, Insipide	甜的，苦的，无味的	Manis, Pahit, Tawar
079009	Fragrance, Odor	Fragancia, Olor	Parfum, Odeur	香味，气味	Harum, Bau
079010	Clean, Dirty	Limpio, Sucio	Propre, Sale	干净的，肮脏的	Bersih, Kotor
079011	Spotted, Spotless	Salpicado, Sin Salpicaduras	Taché, Immaculé	有污点的，没有污点的	Berbintik, Tanpa Noda
079012	Blemished, Unblemished	Manchado, Sin manchas	Imparfait, parfait	有瑕疵的，无瑕疵的	Bercacat, Tanpa Cacat
079013	Strong, Weak	Fuerte, Débil	Fort, faible	强壮的，软弱的	Kuat, Lemah
079014	Hot, Lukewarm, Cold	Caliente, Tibio, Frío	Chaud, tiède, froid	热的，温的，冷的	Panas, Suam-Suam Kuku, Dingin
079015	Wet, Dry	Húmedo, seco	Humide, sec	湿的，干的	Basah, Kering
079016	Uneven [Rough], Level [Smooth]	Desigual [áspero], nivelado [liso]	Irrégulier [rugueux], régulier [lisse]	不平的（崎岖的），平坦的（平整的）	Tidak Rata [Kasar], Rata [Halus]
079017	Straight, Crooked	Recto, Torcido	Droit, tordu	直的，弯曲的	Lurus, Bengkok
079018	Two-Dimensional and Three-Dimensional Shapes	Formas bidimensionales y tridimensionales	Formes bidimensionnelles et tridimensionnelles	二维及三维的形状	Bentuk Dua Dimensi dan Tiga Dimensi
079019	Sharp	Afilado	Tranchant	尖的	Tajam
079020	Pure, Unadulterated, Undiluted	Puro, sin adulterar, sin diluir	Pur, non altéré, non dilué	纯净的，没有杂质，没有稀释	Murni, Tak Tercampur, Tak Diencerkan
079021	Soft, Tender	Suave, tierno	Doux, tendre	柔滑的，柔软的	Lembut, Lunak
079022	Male, Female	Masculino, Femenino	Masculin, féminin	雄性的，雌性的	Jantan, Betina
079023	Shapes	Formas	Formes	形状	Bentuk-Bentuk
079024	Open, Closed	Abierto, cerrado	Ouvert, fermé	打开，关闭	Terbuka, Tertutup
079025	Covered Over	Cubierto	Recouvert	掩盖的	Terselubung
079026	Wrapped	Envuelto	Enveloppé	包裹着	Terbungkus
079027	Rolled Up	Enrollado	Enroulé	卷起的	Tergulung
079028	Large, Small	Grande, pequeño	Grand, petit	大的，小的	Besar, Kecil
079029	Perfect	Perfecto	Parfait	完美的	Sempurna
080001	Space, Place	Espacio, Lugar	Espace, lieu	空间，地方	Ruang, Tempat
080002	Limits, Boundaries of Space	Límites, fronteras espaciales	Limites, frontières de l'espace	界限，空间的边界	Batas, Perbatasan Ruang
081001	Measure, To Measure	Medida, Medir	Mesure, mesurer	尺寸，量度	Ukuran, Mengukur
081002	High, Low, Deep	Alto, Bajo, Profundo	Haut, bas, profond	高，低，深	Tinggi, Rendah, Dalam
081003	Long, Short, Far	Largo, corto, lejano	Long, court, loin	长，短，远	Panjang, Pendek, Jauh
081004	Narrow, Wide	Estrecho, ancho	Étroit, large	窄，宽	Sempit, Lebar
081005	Specific Measures of Volume	Medidas específicas de volumen	Mesures spécifiques du volume	容积测量单位	Ukuran Volume Tertentu
081006	Specific Measures of Length	Medidas específicas de longitud	Mesures spécifiques de la longueur	长度测量单位	Ukuran Panjang Tertentu
082001	North, South, East, West	Norte, Sur, Este, Oeste	Nord, sud, est, ouest	东，南，西，北	Utara, Selatan, Timur, Barat
082002	Left, Right, Straight Ahead, Opposite	Izquierda, Derecha, Adelante, Opuesto	Gauche, droite, tout droit, opposé	左，右，正前面，对面	Kiri, Kanan, Lurus ke Depan, Berlawanan
083001	Here, There	Aquí, Ahí	Ici, Là	这里，那里	Di Sini, Di Sana
083002	Where, Somewhere, Everywhere	Dónde, en algún lugar, en todas partes	Où, Quelque part, Partout	……的地方，某处，到处	Di Mana, Di Suatu Tempat, Di Mana-Mana
083003	Among, Between, In, Inside	En medio, Entre, En, Dentro	Parmi, Entre, Dans, À l'intérieur	在……之中，介于……之间，在……里面，在……内部	Di Antara, Di Tengah, Di Dalam
083004	Around, About, Outside	Alrededor, Sobre, Fuera	Autour, Aux alentours, À l'extérieur	在周围，在附近，在外面	Di Sekitar, Di Luar
083005	At, Beside, Near, Far	En, Al lado, Cerca, Lejos	À, À côté de, Près de, Loin de	在，在旁边，接近，在远处	Di, Di Samping, Dekat, Jauh
083006	In Front Of, Face To Face, In Back Of, Behind	Delante de, Frente a frente, Detrás de, Detrás de	Devant, Face à face, Derrière, Derrière	在前面，面对面，在后面	Di Depan, Berhadapan, Di Belakang
083007	Opposite, Over Against, Across From, Offshore From	Opuesto a, Enfrente de, Al cruzar de, a cierta distancia de	Opposé, Contre, En face de, Au loin, à l'extérieur	在……面前，在对面，在对岸，离岸	Berseberangan, Berhadapan Dengan, Di Seberang, Lepas Pantai Dari
083008	On, Upon, On the Surface Of	En, Sobre, En la superficie de	Sur, Au-dessus de, À la surface de	在上面，在表面	Di, Di Atas, Pada Permukaan
083009	Above, Below	Encima, Debajo	Au-dessus, En dessous	在……之上，在……之下	Di Atas, Di Bawah
083010	Beyond, On the Other Side Of	Más allá, al otro lado de	Au-delà, De l'autre côté de	在……以外，在另一边	Melampaui, Di Sisi Lain Dari
084001	Extension From a Source	Extensión de una Fuente	Extension à partir d'une source	从源头延伸	Perluasan Dari Suatu Sumber
084002	Extension To a Goal	Extensión hacia una meta	Extension vers un but	向目标延伸	Perluasan Menuju Suatu Tujuan
084003	Extension Along a Path	Extensión a lo largo de un camino	Extension le long d'un chemin	沿路径延伸	Perluasan Sepanjang Suatu Jalur
085001	Be in a Place	Estar en un lugar	Être dans un lieu	在某个地方	Berada di Suatu Tempat
085002	Put, Place	Poner, colocar	Mettre, placer	放置，安置	Menaruh, Menempatkan
085003	Remain, Stay	Permanecer, Quedarse	Rester, demeurer	留下，停留	Tinggal, Tetap Berada
085004	Leave in a Place	Dejar en un lugar	Laisser dans un lieu	留在某处	Meninggalkan di Suatu Tempat
085005	Dwell, Reside	Habitar, Residir	Habiter, résider	居住，定居	Berdiam, Bermukim
086001	Heavy, Light	Pesado, Ligero	Lourd, léger	沉重，轻省	Berat, Ringan
086002	Pound, Talent [Specific Units of Weight]	Libra, Talento [Unidades específicas de peso]	Livre, talent [unités de poids spécifiques]	磅，他连得（重量单位）	Pon, Talenta [Satuan Berat Tertentu]
087	Status	Estatus	Statut	地位	Status
087001	Position, Rank	Posición, Rango	Position, rang	职分，等级	Posisi, Pangkat
087002	Honor or Respect in Relation to Status	Honor o respeto en relación con el estatus	Honneur ou respect en relation avec le statut	与地位有关的荣誉及尊重	Kehormatan atau Rasa Hormat Terkait Status
087003	High Status or Rank [including persons of high status]	De alto rango o estatus [incluye a las personas de alto estatus]	Statut ou rang élevé [y compris les personnes de haut rang]	地位崇高（包括地位崇高的人）	Status atau Pangkat Tinggi [termasuk orang berstatus tinggi]
087004	Low Status or Rank [including persons of low status]	De bajo rango o estatus [incluye a las personas de bajo estatus]	Statut ou rang faible [y compris les personnes de bas rang]	地位卑微（包括地位卑微的人）	Status atau Pangkat Rendah [termasuk orang berstatus rendah]
087005	Slave, Free	Esclavo, libre	Esclave, libre	奴役，自由	Budak, Merdeka
088001	Goodness	Bondad	Bonté	良善	Kebaikan
088002	Just, Righteous	Justo, Recto	Juste, vertueux	公平，正直，公义	Adil, Benar
088003	Holy, Pure	Santo, Puro	Saint, pur	神圣的，纯洁的	Kudus, Murni
088004	Perfect, Perfection	Perfecto, Perfección	Parfait, perfection	完美的，完美	Sempurna, Kesempurnaan
088005	Honesty, Sincerity	Honestidad, Sinceridad	Honnêteté, sincérité	诚实，真诚	Kejujuran, Ketulusan
088006	Modesty, Propriety	Modestia, Ser Correcto	Modestie, bienséance	端正，得体	Kesopanan, Kepatutan
088007	Humility	Humildad	Humilité	谦卑	Kerendahan Hati
088008	Gentleness, Mildness	Gentileza, Suavidad	Douceur, douceur d'esprit	柔和，温和	Kelemahlembutan, Keramahan
088009	Kindness, Harshness	Bondad, Dureza	Gentillesse, dureté	仁慈，苛刻	Kebaikan Hati, Kekasaran
088010	Mercy, Merciless	Misericordia, Despiadado	Miséricorde, impitoyable	怜悯，无情	Belas Kasihan, Tanpa Belas Kasihan
088011	Self-Control, Lack of Self-Control	Dominio Propio, Falta de Dominio Propio	Maîtrise de soi, manque de maîtrise de soi	自制，缺乏自制	Penguasaan Diri, Kurangnya Penguasaan Diri
088012	Sensible Behavior, Senseless Behavior	Comportamiento Sensible, Comportamiento Insensible	Comportement sensé, comportement insensé	理智的行为，愚蠢的行为	Perilaku Bijaksana, Perilaku Tak Berakal
088013	Mature Behavior	Comportamiento Maduro	Comportement mature	成熟的行为	Perilaku Dewasa
088014	Peaceful Behavior	Comportamiento pacífico	Comportement pacifique	平和的行为	Perilaku Cinta Damai
088015	Bad, Evil, Harmful, Damaging	Malo, Malvado, Dañino, Perjudicial	Mauvais, malfaisant, nuisible, préjudiciable	腐败的，邪恶的，有害的，有破坏性的	Buruk, Jahat, Merugikan, Merusak
088016	Treat Badly	Tratar mal	Maltraiter	虐待	Memperlakukan dengan Buruk
088017	Act Harshly	Actuar con dureza	Agir avec dureté	苛待	Bertindak Kejam
088018	Act Lawlessly	Actuar Ilegalmente	Agir en dehors de la loi	无法无天	Bertindak Melawan Hukum
088019	Exploit	Explotar	Exploiter	剥削，利用	Mengeksploitasi
088020	Act Shamefully	Actuar con vergüenza	Agir de manière honteuse	行为可耻	Bertindak Memalukan
088021	Mislead, Lead Astray, Deceive	Desviar, extraviar, engañar	Duper, égarer, tromper	误导，引入歧途，欺骗	Menyesatkan, Membawa ke Jalan Sesat, Menipu
088022	Envy, Jealousy	Envidia, celos	Envie, jalousie	嫉妒，忌恨	Iri, Cemburu
088023	Resentful, Hold a Grudge Against	Resentido, guardar rencor	Rancunier, garder rancune	充满怨恨，怀恨在心	Dendam, Menyimpan Amarah Terhadap
088024	Anger, Be Indignant With	Resentido, estar indignado con	Colère, être indigné	愤怒，愤慨	Amarah, Geram Terhadap
088025	Despise, Scorn, Contempt	Despreciar, Desdeñar, Menospreciar	Mépriser, dédaigner, mépriser	厌恶，鄙弃，藐视	Meremehkan, Mencemooh, Menghina
088026	Hate, Hateful	Odiar, Tener Odio	Haine, haineux	憎恨，可憎的	Membenci, Penuh Kebencian
088027	Arrogance, Haughtiness, Pride	Arrogancia, Altanería, Orgullo	Arrogance, hautaineté, fierté	自负，傲慢，骄傲	Kesombongan, Keangkuhan, Kecongkakan
088028	Stubbornness	Obstinación	Entêtement	顽固	Kekerasan Hati
088029	Hypocrisy, Pretense	Hipocresía, Pretensión	Hypocrisie, faux-semblant	伪善，假装	Kemunafikan, Kepura-puraan
088030	Show Favoritism, Prejudice	Mostrar favoritismo, prejuicio	Faire preuve de favoritisme, de préjugés	偏袒，偏见	Menunjukkan Pilih Kasih, Prasangka
088031	Being a Busybody	Ser un entrometido	Être un fouineur	好管闲事	Menjadi Orang yang Suka Mencampuri Urusan Orang
088032	Laziness, Idleness	Pereza, Ociosidad	Paresse, oisiveté	懒惰，闲散	Kemalasan, Kelambanan
088033	Extravagant Living, Intemperate Living	Vida extravagante, Vida destemplada	Mode de vie extravagant, mode de vie intempérant	奢侈的生活，放纵的生活	Hidup Berfoya-foya, Hidup Tak Terkendali
088034	Impurity	Impureza	Impureté	不洁，污秽	Kecemaran
088035	Licentiousness, Perversion	Libertinaje, Perversión	Licence, perversion	放荡，性变态	Hawa Nafsu, Kebejatan
088036	Sexual Misbehavior	Mala conducta sexual	Comportement sexuel répréhensible	不正当的性行为	Perilaku Seksual yang Salah
088037	Drunkenness	Embriaguez	L'ivresse	酗酒	Kemabukan
088038	Sin, Wrongdoing, Guilt	Pecado, maldad, culpa	Péché, actes répréhensibles, culpabilité	罪恶，坏事，罪行	Dosa, Kesalahan, Kebersalahan
089003	Derivation	Origen	Dérivation	衍生	Derivasi (Asal-Usul)
089004	Specification	Especificación	Spécification	具体说明	Spesifikasi
089005	Relations Involving Correspondences [Isomorphisms]	Relaciones que implican correspondencias [Isomorfismos]	Relations impliquant des correspondances [isomorphismes]	涉及对应的关系（同构关系）	Relasi yang Melibatkan Korespondensi [Isomorfisme]
089006	Basis	Base	Base	根据	Dasar
089007	Cause and/or Reason	Causa y/o Razón	Cause et/ou motif	原因及／或理由	Sebab dan/atau Alasan
089008	Result	Resultado	Résultat	结果	Hasil (Akibat)
089009	Purpose	Propósito	But	目的	Tujuan (Maksud)
089010	Condition	Condición	Condition	条件	Syarat (Kondisi)
089011	Concession	Concesión	Concession	让步	Konsesi (Kelonggaran)
089012	Means	Medios	Moyens	方法，途径	Sarana (Cara)
089013	Attendant Circumstances	Circunstancias concurrentes	Circonstances particulières	伴随的情况	Keadaan yang Menyertai
089014	Manner	Manera	Manière	方式	Cara
089015	Sequential Addition	Suma secuencial	Addition séquentielle	顺序添加	Penambahan Berurutan
089016	Distribution	Distribución	Distribution	分布	Distribusi
089017	Addition	Suma	Addition	添加	Penambahan
089018	Linkage	Vinculación	Lien	连系	Kaitan (Hubungan)
089019	Equivalence	Equivalencia	Équivalence	等同	Kesetaraan
089020	Association	Asociación	Association	关联	Asosiasi (Keterkaitan)
089021	Dissociation	Disociación	Dissociation	分离	Disosiasi (Pemisahan)
089022	Combinative Relation	Relación combinada	Relation combinative	结合关系	Relasi Kombinatif
089023	Contrast	Contraste	Contraste	对比	Kontras (Pertentangan)
089024	Alternative Relation	Relación alternativa	Relation alternative	替代关系	Relasi Alternatif
089025	Substance	Sustancia	Substance	实质	Substansi (Bahan)
090001	Agent, Personal or Nonpersonal, Causative or Immediate, Direct or Indirect	Agente, personal o no personal, causal o inmediato, directo o indirecto	Agent, personnel ou impersonnel, causatif ou immédiat, direct ou indirect	施事者──个人或非个人、诱因或直接、直接或间接	Pelaku, Personal atau Non-Personal, Kausatif atau Langsung, Langsung atau Tidak Langsung
090002	Instrument	Instrumento	Instrument	工具	Sarana (Instrumen)
090003	Source of Event or Activity	Origen de un evento o actividad	Source d'un événement ou d'une activité	事件或活动的来源	Sumber Peristiwa atau Aktivitas
090004	Responsibility	Responsabilidad	Responsabilité	责任	Tanggung Jawab
090005	Viewpoint Participant	Punto de vista Participante	Participant au point de vue	视点参与者	Partisipan Sudut Pandang
090006	Content	Contenido	Contenu	内容	Isi
090007	Guarantor Participant with Oaths	Garante como Participante con Juramento	Garant Participant avec serments	起誓保证的参与者	Partisipan Penjamin dengan Sumpah
090008	Opposition	Oposición	Opposition	反对	Perlawanan
090009	Benefaction	Beneficio	Bienfait	受益	Pemberi Manfaat (Benefaksi)
090010	Reason Participant	Participante de Razón	Raison de la participation	成因参与者	Partisipan Alasan
090011	Agent of a Numerable Event	Agente de un suceso numerable	Agent d'un événement numérique	可数事件的施事者	Pelaku Peristiwa yang Dapat Dihitung
090012	Agent in a Causative Role Marked by Verbs	Agente en un papel causativo marcado por verbos	Agent dans un rôle causal marqué par des verbes	以动词来标记的使役施事者	Pelaku dalam Peran Kausatif yang Ditandai oleh Kata Kerja
090013	Experiencer	El que experimenta	Expérimenter	经历者	Pengalami (Eksperienser)
090014	To Cause To Experience	Provocar la experiencia	Provoquer Vivre	使经历	Menyebabkan Mengalami
091001	Markers of Transition	Marcadores de transición	Marqueurs de transition	转折的标记	Penanda Transisi
091002	Markers of Emphasis	Marcadores de énfasis	Marqueurs d'emphase	强调的标记	Penanda Penekanan
091003	Prompters of Attention	Marcadores de atención	Marqueurs d'attention	提示关注的标记	Pemicu Perhatian
091004	Marker of Direct Address	Marcador de dirección directa	Marqueur d'adresse directe	直呼的标记	Penanda Sapaan Langsung
091005	Markers of Identificational and Explanatory Clauses [Epexegetical]	Marcadores de cláusulas identificativas y explicativas [epexegéticas].	Marqueurs de clauses identitaires et explicatives [Exégétique]	识别子句及说明子句的标记（补说的）	Penanda Klausa Identifikasi dan Penjelasan [Epeksegetis]
092001	Speaker	Hablante	Locuteur	说话者	Pembicara
092002	Speaker and Those Associated with the Speaker [exclusive and inclusive]	El hablante y los asociados al hablante [exclusivo e inclusivo]	Conférencier et personnes associées au conférencier [exclusif et inclusif]	说话者及与说话者相关联的人（排除或包括听众）	Pembicara dan Mereka yang Terkait dengan Pembicara [eksklusif dan inklusif]
092003	Receptor, Receptors	Receptor, receptores	Récepteur, Récepteurs	接收者	Penerima, Para Penerima
092004	Whom or What Spoken or Written About	De quién o qué se habla o escribe	Sujet de la parole ou de l'écriture	说及或写到的人或物	Siapa atau Apa yang Dibicarakan atau Ditulis
092005	Reciprocal Reference	Referencia recíproca	Référence réciproque	相互的参照	Rujukan Timbal Balik
092006	Relative Reference	Referencia relativa	Référence relative	相关的参照	Rujukan Relatif
092007	Demonstrative or Deictic Reference	Referencia demostrativa o deíctica	Référence démonstrative ou déictique	限定或指示的参照	Rujukan Demonstratif atau Deiktik
092008	Emphatic Adjunct	Adjunto enfático	Complément emphatique	强调附加语	Ajun Emfatik
093001	Persons	Personas	Personnes	人名	Orang (Nama Diri)
093002	Places	Lugares	Lieux		Tempat (Nama Diri)
