# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
strong	lemma_ref	en_ref	gloss
G8076		fringed	किनारेदार
G8077		small cup	प्याला
G8078		shearing	मुंडन
G8079		barber	नाई
G0808	ἀσχημοσύνη	indecency	अनैतिकता
G8080		light (in weight)	हल्का
G8081		nimbly	तेजी से
G8082		pebble	कंकड़
G8083		be dizzy from wine	मतवाला होना
G8084		mixed wine	मिश्रित दाखमधु
G8085		force	शक्ति
G8086		fortification	क़िला
G8087		forcefully	जोरदारी से
G8088		fortification	दुर्ग
G8089		basin	कटोरी
G0809	ἀσχήμων	indecent	अशोभन
G8090		meat hook	मांस हुक
G8091		dress meat	मांस काटना
G8092		hanging	लटकता हुआ
G8093		fountain	झरना
G8094		bank	किनारा
G8095		hook	कांटा
G8096		ram	मेमना
G8097		woof	बुनाई
G8098		crocodile	मगरमच्छ
G8099		saffron	केसर
G0081	ἀδελφότης	brotherhood	भाईचारा
G0810	ἀσωτία	debauchery	विलासिता
G8100		onion	प्याज
G8101		border	किनारा
G8102		bordered fringes	किनारेदार झालर
G8103		temple	कनपटी
G8104		clap	तालियाँ बजाना
G8105		secretly	गुप्त रूप से
G8106		secretly	गुप्त रूप से
G8107		private	निजी
G8108		slay	मारना
G8109		grazing cattle	पशुपालक
G0811	ἀσώτως	wildly	विलासितापूर्वक
G8110		brutish	पशुवत्
G8111		possession	संपत्ति
G8112		cup	कटोरी
G8113		bean	फली
G8114		devise	संचालन करना
G8115		cube	घन
G8116		uproar	कोलाहल
G8117		dignity	कीर्ति
G8118		conception	गर्भाधान
G8119		swirl	भँवर
G0812	ἀτακτέω	be idle	आलसी होना
G8120		swan	हंस
G8121		swell up	फूलना
G8122		waved border	लहरदार किनारा
G8123		play cymbals	झाल बजाना
G8124		hunt with hounds	शिकार करना
G8125		hunter with hounds	शिकारी
G8126		churlish	कुत्सित
G8127		dog-fly	कुत्ता-मक्खी
G8128		be with child	गर्भवती होना
G8129		of cypress	सरू का
G0813	ἄτακτος	disorderly	अव्यवस्थित
G8130		cypress	सरू
G8131		blossom	फूलना
G8132		blossom	पुष्पन
G8133		humpback	कुबड़ा
G8134		extent	विस्तार
G8135		have downcast eyes	नीचे देखना
G8136		granary	भंडार
G8137		sire	जन्म देना
G8138		bell	घंटी
G8139		toasting	पान
G0814	ἀτάκτως	idly	अनियमितता से
G8140		toast	भुनना
G8141		hind quarter	पिछला भाग
G8142		restraint	रोक
G8143		magistrate	ग्रामाधिकारी
G8144		oar	पतवार
G8145		oarsman	नाविक
G8146		be silent	चुप रहना
G8147		be mute	गूंगा होना
G8148		handle	हत्था
G8149		tong	चिमटा
G0815	ἄτεκνος	childless	संतानहीन
G8150		fierce	उग्र
G8151		pancake	पैनकेक
G8152		clandestinely	गुप्त रूप से
G8153		private	गोपनीय
G8154		pit	गड्ढा
G8155		discussion	बातचीत
G8156		power of speech	बोलने की शक्ति
G8157		oil lamp bowl	दीपदान
G8158		covered royal chariot	ढकी हुई रथ
G8159		like a covered chariot	रथ जैसा
G0816	ἀτενίζω	gaze	एकटक देखना
G8160		torch	मशाल
G8161		stone chisel	पत्थर छेनी
G8162		dress stone	पत्थर तराशना
G8163		lap	चाटना
G8164		gull	गल्ल
G8165		quarried	खोदा हुआ
G8166		quarrier	खदान खोदने वाला
G8167		servile	दास सुलभ
G8168		bounty	लूट
G8169		vegetables	सब्जियाँ
G0817	ἄτερ	without	बिना
G8170		lioness	शेरनी
G8171		grind	पीसना
G8172		kettle	बर्तन
G8173		ministration	सेवा
G8174		ministration	सेवा संबंधी
G8175		scabbed	पपड़ीदार
G8176		lick	चाटना
G8177		pan	कटोरी
G8178		form of speech	भाषण
G8179		peel	छिलना
G0818	ἀτιμάζω	dishonor	अपमानित करना
G8180		peel	छिलका
G8181		become leprous	कुष्ठ रोग होना
G8182		become leprous	कुष्ठ रोग होना
G8183		make fine	पतला करना
G8184		rind	बाहरी खोल
G8185		intrigue	षड्यंत्र
G8186		be white	सफेद होना
G8187		white poplar	सफेद वृक्ष
G8188		smooth rock	चिकना पत्थर
G8189		concern	अपमान
G0819	ἀτιμία	dishonour	अपमान
G8190		band of robbers	डाकुओं का गिरोह
G8191		amber	पीला रंग
G8192		cut stones	पत्थर काटना
G8193		stonecutting	पत्थर कटाई
G8194		winnower	अनाज फटकने वाला
G8195		winnowing shovel	फटकने का चलनी
G8196		lima	भूख
G8197		cause to hunger	भूखा करना
G8198		famish	भूखा मरना
G8199		be famished	भूख से पीड़ित होना
G0082	ἄδηλος	unclear	अस्पष्ट
G0820	ἄτιμος	dishonored	अम्मानित
G8200		of flaxen linen	सनी का
G8201		stalk of flax	सन की डंडी
G8202		anoint	तेल लगाना
G8203		fatness	चिकनाई
G8204		implore	विनती करना
G8205		implore	प्रार्थना करना
G8206		cheap	सस्ता
G8207		lobe	फुफ्फुस का भाग
G8208		reviling	गाली
G8209		injure	हानि पहुंचाना
G0821		disgrace	अपमानित करना
G8210		bathing tub	नहाने का टब
G8211		bathhouse	स्नानघर
G8212		ridge	कगार
G8213		give birth	जन्म देना
G8214		distressing	पीड़ादायक
G8215		hem	किनारा
G8216		by!	नहीं
G8217		number	संख्या
G8218		cooking place	रसोई
G8219		cut up meat	पकाना
G0822	ἀτμίς	vapor	भाप
G8220		female cook	रसोइन
G8221		male cook	रसोइया
G8222		loaf	रोटी
G8223		loose of hair	खुले बाल
G8224		pluck hair	बाल नोचना
G8225		harp	वीणा
G8226		mazuroth	नक्षत्र
G8227		lesson	पाठ
G8228		midwife	दाई
G8229		be irresistibly led	खींचना
G0823	ἄτομος	instant	क्षण
G8230		act as midwife	प्रसव कराना
G8231		most blessed	सबसे धन्य
G8232		long-lived	दीर्घजीवी
G8233		prolong one's days	दिन बढ़ाना
G8234		many days	बहुत दिन
G8235		lenient	धीरवान
G8236		duration	अवधि
G8237		live a long time	लंबा जीना
G8238		abomination	घृणा
G8239		prolong	लंबा करना
G0824	ἄτοπος	wrong	अनुचित
G8240		by all means	निश्चित रूप से
G8241		dressing	मरहम
G8242		be infirm	कमजोर होना
G8243		soften	नरम करना
G8244		softly	धीरे-धीरे
G8245		manna	मन्ना
G8246		gift	उपहार
G8247		haven	पशुशाला
G8248		mandrake	मण्डरेक
G8249		uniform	एकसमान
G0825	Ἀττάλια	Attalia	अत्तालिया
G8250		mane	मन्ना
G8251		golden necklace	सोने की माला
G8252		divination	भविष्यद्वाणी
G8253		oracle	मंदिर
G8254		clairvoyant	भविष्यद्वक्ता
G8255		of marble	संगमरमर का
G8256		money bag	थैली
G8257		bag	थैली
G8258		second section	दूसरा भाग
G8259		snuffer	दीपदंड
G0826	αὐγάζω	see	देखना
G8260		acting in folly	व्यर्थ
G8261		rag	चिथड़ा
G8262		food	भोजन
G8263		warrior	योद्धा
G8264		combat	युद्ध
G8265		fortress	किला
G8266		majesty	महिमा
G8267		having large wings	बड़े पंखों वाला
G8268		speak great words	बड़ी बातें कहना
G8269		lofty language	उच्च भाषा
G0827	αὐγή	daybreak	प्रभात
G8270		lofty speaking	दंभ
G8271		fleshy	मांसल
G8272		high-minded	गर्वित
G8273		magnificence	भव्यता
G8274		use craft	चाल चलना
G8275		strong drink	मदिरा
G8276		genealogical register	वंशावली
G8277		ridge	छत की कड़ी
G8278		arch over	मेहराब बनाना
G8279		pepperwort	मंजीरा
G0828	Αὔγουστος	Augustus	अगस्तस
G8280		blacken	काला करना
G8281		meditation	ध्यान
G8282		dismember	टुकड़े करना
G8283		bee	मधुमक्खी
G8284		apiary	छत्ता
G8285		complaint	शिकायत
G8286		however	किंतु
G8287		partition	विभाजन
G8288		middle	मध्य
G8289		weaver's beam	करघा
G0829	αὐθάδης	self-willed	हठी
G8290		midday	दोपहर
G8291		wardrobe	पोशाक
G8292		purple ornamentation	बैंगनी
G8293		garrison	गढ़
G8294		revolt	विद्रोह
G8295		trader	व्यापारी
G8296		removal	स्थानांतरण
G8297		mine	खदान
G8298		repentance	पश्चाताप
G8299		regret	खेद
G0083	ἀδηλότης	uncertainty	अनिश्चितता
G8300		migrate	प्रवास
G8301		change residence	स्थानांतरित
G8302		degenerate	विकृत
G8303		fashion differently	परिवर्तन
G8304		converted	रूपांतर
G8305		upper back	पीठ
G8306		pass between the ranks	गुजरना
G8307		crest	शिखर
G8308		meteorite	उल्का
G8309		displace	विस्थापित
G0831	αὐθεντέω	domineer	प्रभुत्व
G8310		displacement	निर्वासन
G8311		refugee	शरणार्थी
G8312		measuring	मापन
G8313		be content	संतुष्ट
G8314		base	आधार
G8315		neither one	न कोई
G8316		cheeks	गाल
G8317		of a month	मासिक
G8318		vehement anger	क्रोध
G8319		crescent	अर्धचंद्र
G0832	αὐλέω	play the flute	बांसुरी बजाना
G8320		be infuriated	क्रोधित
G8321		thigh	जांघ
G8322		chew the cud	जुगाली करना
G8323		chewing the cud	जुगाली
G8324		furl	लपेटना
G8325		construct	निर्माण करना
G8326		machine	यंत्र
G8327		defilement	अपवित्रता
G8328		thinness	पतलापन
G8329		vermilion	सिंदूर
G0833	αὐλή	palace	आंगन
G8330		mingle	मिलाना
G8331		detested	घृणित
G8332		hatred	घृणा
G8333		mitre	मुकुट
G8334		memorandum	स्मृति
G8335		resent	कड़वाहट रखना
G8336		resentful	कड़वा
G8337		lead	सीसा
G8338		mallow (plant)	भाजी
G8339		contamination	प्रदूषण
G0834	αὐλητής	flute player	बांसुरी वादक
G8340		live alone	अकेले रहना
G8341		stable	स्थिर
G8342		wild boar	जंगली सूअर
G8343		lightly armed	हल्का सशस्त्र
G8344		unicorn	एकशृंग
G8345		fight one on one	एकल युद्ध करना
G8346		having one testicle	अधवृषण
G8347		simple	सरल
G8348		sheepfolds	भेड़शाला
G8349		young calf	बछड़ा
G0835	αὐλίζομαι	spend the night	रात बिताना
G8350		dress a wound	घाव पर मरहम लगाना
G8351		make an effort	प्रयास करना
G8352		bar	सांकल
G8353		field-mouse	चूहा
G8354		fill with marrow	मज्जा से भरना
G8355		fly	मक्खी
G8356		nostril	नथुना
G8357		sneering	ठट्ठा
G8358		molar tooth	दाढ़
G8359		tube	नली
G0836	αὐλός	flute	बांसुरी
G8360		scented	सुगंधित
G8361		perfumer	इत्रवाला
G8362		ten thousand-fold	दस हज़ार गुना
G8363		be troubled with warts	मस्सों से पीड़ित
G8364		small lion	छोटा शेर
G8365		ant	चींटी
G8366		myrtle tree	मर्टल वृक्ष
G8367		mouse	चूहा
G8368		detestable	घृणास्पद
G8369		mustache	मूंछ
G0837	αὐξάνω	grow	बढ़ना
G8370		scorn	उपहास
G8371		scoffing	व्यंग्य
G8372		stringed instrument	वीणा
G8373		inhabit	निवास करना
G8374		juice	रस
G8375		grove	कानन
G8376		be paralyzed	लकवा ग्रस्त होना
G8377		fare	किराया
G8378		mariner	नाविक
G8379		young woman	युवती
G0838	αὔξησις	growth	वृद्धि
G8380		hide flask	चमड़े की थैली
G8381		fawn	हिरण का बच्चा
G8382		ostriches	शुतुरमुर्ग
G8383		diadem	मुकुट
G8384		altercation	झगड़ा
G8385		feed	चराना
G8386		plow fallow land	परती जोतना
G8387		feathers	पंख
G8388		beckon	संकेत
G8389		bow string	धनुष की डोरी
G0839	αὔριον	tomorrow	कल
G8390		hamstring	पैर काटना
G8391		nerve	नस
G8392		spices	मसाले
G8393		field prepared for plowing	हल-जोता खेत
G8394		infancy	बचपन
G8395		spun	कता हुआ
G8396		bring success	सफलता देना
G8397		Nisan	निसान
G8398		bleach	क्षार
G8399		snowflakes	बर्फ के कण
G0084	ἀδήλως	uncertainly	अनिश्चित रूप से
G0840	αὐστηρός	severe	कठोर
G8400		intelligent	बुद्धिमान
G8401		intelligible	बोधगम्य
G8402		feeding	चराई
G8403		lawful	विधिमत
G8404		lawfully	विधि के अनुसार
G8405		abode	निवास
G8406		diseased	रोगी
G8407		nest	घोंसला
G8408		build a nest	घोंसला बनाना
G8409		load carrier	भार वाहक
G0841	αὐτάρκεια	self-sufficiency	आत्मनिर्भरता
G8410		admonition	चेतावनी
G8411		admonition	प्रशिक्षण
G8412		nightly	रात्रिकालीन
G8413		bat	चमगादड़
G8414		owl	उल्लू
G8415		groomsman	वर का साथी
G8416		betrothing	सगुन
G8417		slumbering	ऊंघना
G8418		slumber	झपकी
G8419		dull of heart	मंद बुद्धि
G0842	αὐτάρκης	self-sufficient	आत्मनिर्भर
G8420		shepherd	चरवाहा
G8421		60	साठ
G8422		be yellowish	पीला होना
G8423		gifts	अतिथि भेंट
G8424		hospitality	अतिथि सेवा
G8425		dryness	रूखापन
G8426		knife-blade	तलवार
G8427		stick	लकड़ी की छड़ी
G8428		woodcutter	लकड़हारा
G8429		bearing wood	लकड़ी
G0843	αὐτοκατάκριτος	self-condemned	आत्मनिंदित
G8430		wood bearer	लकड़ी
G8431		board	पट्टी
G8432		double-horse chariot	रथ
G8433		shaving	मुंडन
G8434		razor	उस्तरा
G8435		planed	मसृण
G8436		scrape	खुरचना
G8437		point	सूई
G8438		obolus	सिक्का
G8439		eighty-six	छियासी
G0844	αὐτόματος	by itself	अपने आप
G8440		eighty-five	पचासी
G8441		eighty-four	चौरासी
G8442		eighty-three	तिरासी
G8443		eightieth	अस्सीवाँ
G8444		traveler	यात्री
G8445		open a way	मार्ग खोलना
G8446		grievous	दर्दनाक
G8447		grieve	विलाप करना
G8448		steer	संचालित करना
G8449		intimacy	घनिष्ठता
G0845	αὐτόπτης	eyewitness	साक्षी
G8450		female domestic servant	दासी
G8451		place of abode	निवास
G8452		inhabited	बसा हुआ
G8453		inhabitant	निवासी
G8454		resettle	बसाना
G8455		niche	कक्ष
G8456		native-born servant	घरेलू दास
G8457		area	क्षेत्र
G8458		pitying	दया
G8459		lament	विलाप
G0846	αὐτός	it	वह
G8460		pitiable	दयनीय
G8461		alas!	अरे
G8462		drink wine	दाखमधु पीना
G8463		be drunk with wine	मदिरा में डूबना
G8464		female wine server	दासी
G8465		male wine server	दासकर्मी
G8466		be drunk with wine	मदोन्मत्त होना
G8467		ephah	एफा
G8468		be undone	नष्ट होना
G8469		foretell	भविष्यवाणी करना
G0847	αὐτοῦ	there	वहाँ
G8470		omen	शकुन
G8471		omen	शकुन
G8472		omen	शकुन
G8473		kneel	घुटने टेकना
G8474		slothful	आलसी
G8475		eight thousand	आठ हजार
G8476		eight hundred	आठ सौ
G8477		eight cubits	आठ हाथ
G8478		eighteen	अठारह
G8479		eighteenth	अठारहवाँ
G8480		pernicious	विनाशकारी
G8481		destroy	नष्ट करना
G8482		short-lived	अल्पजीवी
G8483		very few	बहुत कम
G8484		fewness	कमी
G8485		be faint-hearted	साहस हारना
G8486		faint-heartedness	कायरता
G8487		lessen	कम करना
G8488		slip	फिसलना
G8489		slip	फिसलन
G0849	αὐτόχειρ	with one’s own hand	अपने हाथों से
G8490		scale-weight	तराजू
G8491		destroy	नष्ट करना
G8492		whole offering	होमबलि
G8493		whole offering	होमबलि
G8494		wholly burnt	होमबलि
G8495		bringing of a whole burnt-offering	होमबलि की पूजा
G8496		shrieking of women	विलाप
G8497		entirely of purple	बैंगनी
G8498		entirely from a root	मूल से पूर्ण
G8499		soundly	पूर्णतः
G0085	ἀδημονέω	be distressed	व्यथित होना
G0850	αὐχμηρός	dingy	मलिन
G8500		wild oat	जंगली जई
G8501		of oaten bread	जौ की रोटी
G8502		level	समतल करना
G8503		leveling	समतलीकरण
G8504		shower	वर्षा
G8505		security treaty	संधि
G8506		confessedly	स्वीकारतः
G8507		born of the same mother	सहोदर
G8508		consent	सहमति
G8509		concord	सहमति
G0851	ἀφαιρέω	remove	हटाना
G8510		of the same father	सपिंड
G8511		adjoin	सटना
G8512		adjoining	सटा हुआ
G8513		be sour	खट्टा होना
G8514		anavel	नाभि
G8515		unripe grape	कच्चा अंगूर
G8516		wild donkey	जंगली गधा
G8517		scorning	निंदा
G8518		profitable	लाभकारी
G8519		satyr	सत्यर
G0852	ἀφανής	hidden	छिपा हुआ
G8520		famous	प्रसिद्ध
G8521		claw	पंजा
G8522		claw	पंजा
G8523		onyx	गोमेद
G8524		cloven-footed	विपाटांगुष्ठ
G8525		swiftly	तेजी से
G8526		writing fast	तेजी से लिखना
G8527		quick to rage	क्रोधी
G8528		sharpen	तीक्ष्ण करना
G8529		swift	तीक्ष्णता
G0853	ἀφανίζω	destroy	मिटाना
G8530		shoemaker's awl	सूई
G8531		posterior	पिछला
G8532		backwardly	पीछे की ओर
G8533		convulsion	ऐंठन
G8534		backwards	पीछे की ओर
G8535		hoof	खुर
G8536		armed with a large shield	हथियारबंद योद्धा
G8537		armory	शस्त्रागार
G8538		armed warrior	सशस्त्र योद्धा
G8539		armor-bearer	शस्त्रवाहक
G0854		disappearance	लोप
G8540		behold	देखना
G8541		bake	पकाना
G8542		storehouse of fruits	फलभंडार
G8543		observer	दर्शक
G8544		observant	निरीक्षक
G8545		instrument	उपकरण
G8546		be straight up	सीधा करना
G8547		enactment	आदेश
G8548		conjuring	जादू
G8549		pendant	लटकन
G0855	ἄφαντος	disappearing	अदृश्य
G8550		mooring	लंगरगाह
G8551		small bird	पक्षी
G8552		use augury	शकुन देखना
G8553		scion	कलम
G8554		confirmation	सीमा
G8555		roofing	छत
G8556		mother-quail	बटेर
G8557		gazelle	हिरन
G8558		bereavement	अनाथता
G8559		purify	पवित्र करना
G0856	ἀφεδρών	latrine	शौचालय
G8560		whatsoever	जो कुछ
G8561		potsherd	मिट्टी का टुकड़ा
G8562		savor	सूंघना
G8563		smell	गंध
G8564		not at all	कहीं नहीं
G8565		neither	न ही
G8566		discoloration	दाग
G8567		rear guard	पिछला दल
G8568		urinate	पेशाब करना
G8569		rotten egg	सड़ा हुआ
G0857	ἀφειδία	unsparing	निर्दयता
G8570		urine	पेशाब
G8571		clear to the eyes	दृश्यमान
G8572		crawling locust	टिड्डी
G8573		riverbank	किनारा
G8574		rioting	उपद्रव
G8575		fortified	दुर्गम
G8576		fortify	सुदृढ़ करना
G8577		arrive late	देर से आना
G8578		fish	मछली
G8579		icy coldness	हिमशीतलता
G0858	ἀφελότης	sincerity	सरलता
G8580		ice	बर्फ
G8581		mourner	शोकग्रस्त
G8582		play	खेल
G8583		plaything	खिलौना
G8584		dried cluster	सूखा गुच्छा
G8585		palm (plant)	खजूर
G8586		wrestle	कुश्ती करना
G8587		that which has grown old	जीर्ण वस्तु
G8588		that which has grown old	जीर्णता
G8589		concubine	रखैल
G0859	ἄφεσις	forgiveness	क्षमा
G8590		concubine	रखैल
G8591		agitate	हिलाना
G8592		abundant herbage	घनी वनस्पति
G8593		in full assembly	पूर्ण सभा में
G8594		assemble for a festival	पर्व में इकट्ठा होना
G8595		panther	तेंदुआ
G8596		whole family	पूरा परिवार
G8597		trick	धोखा देना
G8598		of all kinds	सब प्रकार का
G8599		papyrus (plant)	पेपिरस
G0086	ᾍδης	hell	नरक
G0860	ἁφή	joint	संधि
G8600		deeply dyed	गहरे रंग का
G8601		cast aside	किनारे धकेलना
G8602		look over	नजरअंदाज करना
G8603		mobilization order	आदेश
G8604		scraper	खुरचनी
G8605		carpenter's square	समकोण
G8606		model	मॉडल
G8607		hold forth as an example	उदाहरण प्रस्तुत करना
G8608		do an incredible thing	अद्भुत कार्य करना
G8609		passing by	पास से गुजरना
G0861	ἀφθαρσία	incorruptibility	अविनाशिता
G0862	ἄφθαρτος	incorruptible	अविनाशी
G0863	ἀφίημι	release	छोड़ना
G0864	ἀφικνέομαι	reach	पहुँचना
G8646		ignore	अनदेखा करना
G8647		reach forth	आगे बढ़ाना
G8648		deferment	स्थगन
G8649		besides	अलावा
G0865	ἀφιλάγαθος	hating good	बुराई से द्वेष रखनेवाला
G8650		move out of place	विचलित करना
G8651		marks of virginity	कौमार्य के चिह्न
G8652		virgin	कौमारी
G8653		present	प्रस्तुत करना
G8654		travel by	पास से यात्रा करना
G8655		sojourning	परदेसी रहना
G8656		sojourning	परदेसी रहना
G8657		insult drunkenly	नशे में अपमान करना
G8658		be in heat	तापमान बढ़ना
G8659		overlook	नजरअंदाज करना
G0866	ἀφιλάργυρος	not greedy	लोभरहित
G8660		provocation	उत्तेजना
G8661		shoulder strap	कंधे की पट्टी
G8662		peg	खूँटी
G8663		strew	बिखेरना
G8664		nuptial chamber	विवाह कक्ष
G8665		chamber	कक्ष
G8666		trampled	रौंदा हुआ
G8667		trampled	रौंदा हुआ
G8668		uncle	चाचा
G8669		patriarchal idol	पितृसत्तात्मक मूर्ति
G0867	ἄφιξις	departure	प्रस्थान
G8670		of a father	पितृक
G8671		cessation	विराम
G8672		frost	ठंढ
G8673		thickness	मोटाई
G8674		robust	मजबूत
G8675		shackle	बेड़ी डालना
G8676		plain	मैदान
G8677		on foot	पैदल
G8678		maraud	लूटमार करना
G8679		band of marauders	लुटेरों का दल
G0868	ἀφίστημι	leave	अलग होना
G8680		marauder	लुटेरा
G8681		one near	निकट का
G8682		pelican	पेलिकन
G8683		hew	काटना
G8684		hewn	काता हुआ
G8685		hewing axe	कुल्हाड़ी
G8686		dark colored	काला
G8687		be darkened	अंधेरा होना
G8688		armed with a small shield	ढाल धारी
G8689		small shield	ढाल
G0869	ἄφνω	suddenly	अचानक
G8690		hewing axe	कुल्हाड़ी
G8691		cake	केक
G8692		mournful	शोकपूर्ण
G8693		poverty	गरीबी
G8694		be in need	कंगाल होना
G8695		of five years	पाँच साल का
G8696		of five cubits	पाँच हाथ का
G8697		five-fold	पाँचगुना
G8698		five-fold way	पाँचगुना
G8699		fifteen	पंद्रह
G0087	ἀδιάκριτος	impartial	निष्पक्ष
G0870	ἀφόβως	fearlessly	निडरता से
G8700		fifty-two	बावन
G8701		fifty-six	छप्पन
G8702		fifty-seven	सतावन
G8703		fifty-five	पचपन
G8704		fifty years	पचास साल
G8705		commander of fifty	पचास का सेनापति
G8706		fifty-three	तिरपन
G8707		fifty-four	चौपन
G8708		fiftieth	पचासवाँ
G8709		mature	परिपक्व
G0871	ἀφωμοιόω	make like	समान बनाना
G8710		securely	सुरक्षित रूप से
G8711		melon	तरबूज
G8712		achieve	पूरा करना
G8713		limit	सीमा
G8714		traveler	यात्री
G8715		partridge	तीतर
G8716		silver plate	चाँदी मढ़ना
G8717		admired	प्रसिद्ध
G8718		wrap-around	लपेटना
G8719		wrap-around	वस्त्र
G0872	ἀφοράω	consider	ध्यान करना
G8720		enclosure	घेरा
G8721		be an advantage	लाभ होना
G8722		eat at a wake	भोजन करना
G8723		right armband	बाजूबंद
G8724		grasp in the hands	पकड़ना
G8725		remain over	बचना
G8726		loincloth	कमरबंद
G8727		adornment	गहना
G8728		purge	शुद्ध करना
G8729		purge	शुद्ध करना
G0873	ἀφορίζω	separate	अलग करना
G8730		besiege	घेराव करना
G8731		besiege	घेराव करना
G8732		shave around	मुंडन करना
G8733		legging	पैर की पट्टी
G8734		adorn sumptuously	सजाना
G8735		surrounding	चारों ओर
G8736		embrace	गले लगाना
G8737		embrace	आलिंगन
G8738		residue	बचा हुआ
G8739		perimeter	परिधि
G0874	ἀφορμή	opportunity	बहाना
G8740		travel about	घूमना
G8741		circuit	परिक्रमा
G8742		enclose	घेरना
G8743		trim nails	नाखून काटना
G8744		prized possession	विशेष संपत्ति
G8745		promenade	सैर
G8746		twist	मोड़ना
G8747		township	प्रांत
G8748		objects edged with purple	बैंगनी किनारा
G8749		sparks	चिंगारियां
G0875	ἀφρίζω	foam	झाग आना
G8750		by chance	संयोग से
G8751		sprinkle about	छिड़कना
G8752		inlay	जड़ना
G8753		pants	पतलून
G8754		cover	ढकना
G8755		distraction	व्यग्रता
G8756		outskirts	बाहरी इलाका
G8757		surrounding space	परिस्थिति
G8758		screen	पर्दा
G8759		breast-plate	छाती का कवच
G0876	ἀφρός	foam	झाग
G8760		attire	वस्त्र
G8761		cleft	दरार
G8762		move around	चारों ओर घूमना
G8763		peristyle	स्तंभों वाली हॉल
G8764		tear away	खींचकर ले जाना
G8765		split	फाड़ना
G8766		wall around	दीवार से घेरना
G8767		rampart	परकोटा
G8768		madness	पागलपन
G8769		circumference	परिधि
G0877	ἀφροσύνη	foolishness	मूर्खता
G8770		deviation	विचलन
G8771		enclose	बाड़ लगाना
G8772		brass plate	पीतल की पट्टी
G8773		surround with a rampart	खाई से घेरना
G8774		overjoyed	अत्यंत आनंदित
G8775		pour about	चारों ओर डालना
G8776		gild	सोना चढ़ाना
G8777		grow dark	अंधकार होना
G8778		bake	पकाना
G8779		leaf	पत्ती
G0878	ἄφρων	foolish	मूर्ख
G8780		spread out	फैलाना
G8781		perch	बैठने की जगह
G8782		of rock	पत्थर का
G8783		slinger	पत्थर फेंकने वाला
G8784		pine tree	देवदार का पेड़
G8785		of pine	देवदार का
G8786		baking	पकाना
G8787		bank of water	जल का किनारा
G8788		spring up	उछलना
G8789		of clay	मिट्टी का
G0879	ἀφυπνόω	fall sleep	सो जाना
G8790		fatten	मोटा करना
G8791		ape	बंदर
G8792		cask	बर्तन
G8793		bitterness	कड़वाहट
G8794		bitter herb	कड़वी जड़ी
G8795		of mother of pearl	मोती जैसा
G8796		pitch	राल
G8797		pine tree	देवदार
G8798		plenty	प्रचुर
G8799		bend	चोरी करना
G0088	ἀδιάλειπτος	continuous	निरंतर
G0880	ἄφωνος	mute	गूंगा
G8800		sideways	तिरछा
G8801		delusion	भ्रम
G8802		plane tree	चिनार
G8803		enlargement	विस्तार
G8804		very often	बहुत बार
G8805		many times	कई बार
G8806		surplus	अतिरिक्त
G8807		usury	सूद
G8808		superabundant	अतिरिक्त
G8809		advantage	लाभ
G0881	Ἀχάζ	Ahaz	आहाज़
G8810		side	पक्ष
G8811		trespass	अपराध
G8812		offend	अपराध करना
G8813		trespass	अपराध
G8814		trespass	अपराध
G8815		filling	पूर्णता
G8816		dear one	प्रिय
G8817		making of bricks	ईंट बनाना
G8818		make bricks	ईंट बनाना
G8819		brick-kiln	ईंट भट्टा
G0882	Ἀχαΐα	Achaia	अखया
G8820		brick	ईंट
G8821		brickmaking	ईंट निर्माण
G8822		wreathen	चोटी
G8823		braid	बेणी
G8824		afloat	तैरता हुआ
G8825		be carried by wind	हवा से चलना
G8826		carried by wind	वायु-वाहित
G8827		lungs	फेफड़े
G8828		herbage	घास
G8829		feel absence	तरसना
G0883	Ἀχαϊκός	Achaicus	अकाइकुस
G8830		embroidery	बहुरंगी
G8831		embroidered	बहुरंगी
G8832		color	रंग
G8833		embroiderer	कढ़ाई करनेवाला
G8834		embroidery	कढ़ाई
G8835		embroidered	कढ़ा हुआ
G8836		variously	विविध रूप से
G8837		of a shepherd	牧羊
G8838		fleece	ऊन
G8839		warfare	युद्ध
G0884	ἀχάριστος	ungrateful	अकृतज्ञ
G8840		warlike	शत्रुतापूर्ण
G8841		warrior	योद्धा
G8842		grayness of hair	सफेद बाल
G8843		assault	घेराबंदी
G8844		assault	घेराबंदी
G8845		gray hair	सफेद बाल
G8846		in many ways	बहु-विध
G8847		great deal	बहुत
G8848		cemetery	श्मशान
G8849		full of mercy	दयालु
G0885	Ἀχείμ	Achim	अखीम
G8850		of many days	बहु-दिवसीय
G8851		many ways	बहु-विध
G8852		great multitude	बड़ी भीड़
G8853		manifoldly multiply	बहुगुणित
G8854		be numerous	बहुसंख्यक
G8855		greatly multiply	बहुत बढ़ना
G8856		crafty	चतुर
G8857		talkative	बातूनी
G8858		prolific	बहु-प्रजनन
G8859		delay long	लंबे समय तक विलंब
G0886	ἀχειροποίητος	not man-made	हाथ से न बना
G8860		long-lived	दीर्घायु
G8861		take great care	बहुत ध्यान रखना
G8862		suffer pain	पीड़ा
G8863		act wickedly	दुष्टता
G8864		pass through a sea	समुद्र-पार
G8865		trek	यात्रा
G8866		place of harlotry	वेश्यालय
G8867		of a harlot	वैश्यिक
G8868		whoremonger	वेश्यापालक
G8869		of purple	बैंगनी
