# source=tw (human-translated Translation-Words article titles) + llm (remainder); anchored on the original lemma
strong	lemma_ref	en_ref	gloss
G2855	κολλυβιστής	moneychanger	penukar uang
G2856	κολοβόω	shorten	memendekkan
G2858		Colossae	Kolose
G2859	κόλπος	bosom	pangkuan
G2860	κολυμβάω	swim	berenang
G2861	κολυμβήθρα	pool	kolam
G2862	κολωνία	Roman colony	koloni
G2863	κομάω	be long-haired	berambut panjang
G2864	κόμη	hair	rambut
G2866	κομψότερον	better	lebih baik
G2867	κονιάω	whitewash	kapur putih
G2868	κονιορτός	dust	debu
G2869	κοπάζω	abate	reda
G0287	ἀμοιβή	repayment	balas jasa
G2874	κοπρία	manure	pupuk
G2876	κόραξ	raven	gagak
G2877	κοράσιον	girl	gadis
G2878	κορβανᾶς	Corban	korban
G2880	κορέννυμι	satisfy	puas
G2884	κόρος	cor	kor
G2885	κοσμέω	arrange	hiasi
G2887	κόσμιος	respectable	terhormat
G2888	κοσμοκράτωρ	world power	penguasa dunia
G0289	ἀμπελουργός	vine-worker	tukang anggur
G2890	Κούαρτος	Quartus	Kuartus
G2891	κοῦμ	stand up!	bangkit
G2892	κουστωδία	guard	penjaga
G2893	κουφίζω	lighten	ringankan
G2894	κόφινος	basket	keranjang
G2895	κράβαττος	bed	tempat tidur
G2897	κρεπάλη	dissipation	kemabukan
G2898	κρανίον	Skull	tengkorak
G2899	κράσπεδον	edge	pinggir
G0029	ἀγγαρεύω	force	paksa
G2901	κραταιόω	strengthen	kuat
G2903	κράτιστος	excellent	mulia
G2907	κρέας	meat	daging
G2908		greater	lebih besar
G2909	κρείττων	stronger	lebih kuat
G0291	Ἀμπλιᾶτος	Ampliatus	Ampliatus
G2910	κρεμάννυμι	hang	gantung
G2911	κρημνός	cliff	tebing
G2913	Κρήσκης	Crescens	Kreskus
G2918	κρίνον	lily	bunga lili
G0292	ἀμφιβάλλω	defend	bela
G2921	Κρίσπος	Crispus	Krispus
G2925	κρούω	knock	ketuk
G2926	κρύπτη	cellar	ruang bawah tanah
G2927	κρυπτός	hidden	tersembunyi
G2928	κρύπτω	hide	menyembunyikan
G2929	κρυσταλλίζω	be clear	berkilau
G0293	ἀμφίβληστρον	net	jala
G2930	κρυφαῖος	crystal	kristal
G2931	κρυφῇ	in secret	diam-diam
G2935	κτήτωρ	owner	pemilik
G0294	ἀμφιέννυμι	clothe	mengenakan
G2940	κυβία	cunning	tipu muslihat
G2941	κυβέρνησις	administration	pemerintahan
G2942	κυβερνήτης	captain	nakhoda
G2943	κυκλόθεν	around	sekeliling
G2944	κυκλόω	surround	mengepung
G2945	κύκλῳ	surrounding	sekelilingnya
G2946	κυλισμός	wallowing	berguling-guling
G2947	κυλίω	wallow	berguling
G2948	κυλλός	crippled	pincang
G2949	κῦμα	wave	gelombang
G0295	Ἀμφίπολις	Amphipolis	Amfipolis
G2950	κύμβαλον	cymbal	simbal
G2951	κύμινον	cumin	jintan
G2952	κυνάριον	little dog	anjing kecil
G2955	κύπτω	stoop	membungkuk
G2958	Κυρήνιος	Quirinius	Kirinus
G2959	κυρία	lady	nyonya
G0296	ἄμφοδον	street	jalan
G2965	κύων	dog	anjing
G2966	κῶλον	corpse	mayat
G2967	κωλύω	prevent	mencegah
G2968	κώμη	village	desa
G2969	κωμόπολις	village	kota kecil
G0297	ἀμφοτερός	both	kedua-duanya
G2970	κῶμος	orgy	pesta
G2971	κώνωψ	gnat	nyamuk
G2972	Κῶ	Cos	Kos
G2973	Κωσάμ	Cosam	Kosam
G2974	κωφός	deaf	tuli
G2977	λάθρᾳ	quietly	sembunyi-sembunyi
G2978	λαῖλαψ	storm	badai
G2979	λακτίζω	kick	menendang
G0298	ἀμώμητος	blameless	sempurna
G2980	λαλέω	speak	berbicara
G2981	λαλιά	speech	perkataan
G2982	λεμά	why?	mengapa
G2986	λαμπρός	shining	cemerlang
G2987	λαμπρότης	brightness	kecerahan
G2988	λαμπρῶς	magnificently	megah
G2989	λάμπω	shine	bersinar
G2990	λανθάνω	be hidden	tersembunyi
G2991	λαξευτός	engraved	dipahat
G2993	Λαοδίκια	Laodicea	Laodikia
G2994	Λαοδικαιύς	Laodicean	Laodikia
G2995	λάρυγξ	throat	tenggorokan
G2996	Λασαία	Lasea	Lasea
G2998	λατομέω	hew	mengukir
G0003	Ἀβαδδών	Abaddon	Abadon
G0030	ἀγγεῖον	jar	bejana
G0300		Amos	Amos
G3001	λάχανον	plant	sayur
G3002		Lebbaeus	Lebaeus
G3003	λεγεών	Legion	legiun
G3004	λέγω	say	berkata
G3006	λεῖος	smooth	mulus
G3007	λείπω	lack	kurang
G0301	Ἀμώς	Amos	Amos
G3012	λέντιον	towel	serbet
G3013	λεπίς	scale	sisik
G3016	λεπτόν	coin	uang
G3018		Levi	Lewi
G0302	ἄν	if	jika
G3021	λευκαίνω	bleach	memutihkan
G3022	λευκός	white	putih
G3024	λήθη	forgetfulness	kelupaan
G3026	λῆρος	nonsense	omong kosong
G3028	λῆμψις	receiving	penerimaan
G3029	λείαν	greatly	sangat
G0303	ἀνά	each	tiap-tiap
G3031	λιβανωτός	censer	pemukar
G3032	λιβερτῖνος	Freedmen	Libertinos
G3033	Λιβύη	Libya	Libia
G3035	λίθινος	stone	batu
G3038	λιθόστρωτος	Stone Pavement	batu lapis
G3039	λικμάω	crush	menghancurkan
G0304	ἀναβαθμός	stairs	tangga
G3040	λιμήν	Havens	pelabuhan
G3043	λίνον	linen	lenan
G3044	Λίνος	Linus	Linus
G3045	λιπαρός	rich	mewah
G3046	λίτρα	pound	pon
G3047	λίψ	southwest	barat daya
G3048	λογεία	collection	pengumpulan
G3049	λογίζομαι	count	menghitung
G3050	λογικός	spiritual	rohani
G3051	λόγιον	oracles	firman
G3052	λόγιος	learned	terpelajar
G3053	λογισμός	thought	pikiran
G3054	λογομαχέω	quarrel	bertengkar
G3055	λογομαχία	quarrel	pertengkaran
G3058	λοιδορέω	revile	menghina
G3059	λοιδορία	reviling	penghinaan
G0306	ἀναβάλλω	defer	menunda
G3060	λοίδορος	reviler	penghinaan
G3061	λοιπὸν	pestilence	wabah
G3062	λοιπός	remaining	sisa
G3063	λοιπὸν	henceforth	seterusnya
G3064		henceforth	seterusnya
G3066	Λούκιος	Lucius	Lusio
G3067	λουτρόν	washing	pembasuhan
G3068	λούω	wash	membasuh
G3069		Lydda	Lidda
G0307	ἀναβιβάζω	pull up	menarik
G3070	Λυδία	Lydia	Lidia
G3071	Λυκαονία	Lycaonia	Likonia
G3072	Λυκαονιστί	Lycaonian	Likonik
G3073	Λυκία	Lycia	Likia
G3075	λυμαίνω	ravage	merusak
G3076	λυπέω	grieve	meratapi
G3077	λύπη	grief	dukacita
G3078	Λυσανίας	Lysanias	Lusanias
G3079	Λυσίας	Lysias	Lusias
G0308	ἀναβλέπω	look up	memandang ke atas
G3080	λύσις	divorce	perceraian
G3081	λυσιτελέω	profit	menguntungkan
G0309	ἀνάβλεψις	recovery of sight	pemulihan penglihatan
G3090	Λωΐς	Lois	Lois
G3092	Μάαθ	Maath	Maath
G3093	Μαγαδάν	Magadan	Magadan
G3098	Μαγώγ	Magog	Magog
G3103	Μαθουσαλά	Methuselah	Metusalah
G3104	Μεννά	Menna	Menna
G3105	μαίνομαι	rave	gila
G0311	ἀναβολή	delay	penundaan
G3111	μακρᾷ	meat market	pasar daging
G3112	μακράν	far	jauh
G3113	μακρόθεν	from afar	dari jauh
G3116	μακροθύμως	patiently	dengan sabar
G3117	μακρός	long	jauh
G3118	μακροχρόνιος	long-lived	berumur panjang
G3119	μαλακία	sickness	penyakit
G3120	μαλακός	soft	lembut
G3121	Μαλελεήλ	Mahalaleel	Mahalaleel
G3122	μάλιστα	especially	terutama
G3123	μᾶλλον	more	lebih
G3124	Μάλχος	Malchus	Malkhus
G3125	μάμμη	grandmother	nenek
G3126	μαμωνᾶς	wealth	harta
G3127	Μαναήν	Manaen	Manaen
G3129	μανθάνω	learn	belajar
G3130	μανία	insanity	kegilaan
G3132	μαντεύομαι	divine	bernubuat
G3133	μαραίνω	fade	layu
G3134	μαράνα	Come, Lord!	Marana tha
G3135	μαργαρίτης	pearl	mutiara
G3139	μάρμαρος	marble	marmer
G0314	ἀναγινώσκω	read	membaca
G3145	μασάομαι	gnaw	menggigit
G3146	μαστιγόω	whip	mencambuk
G3147	μαστίζω	whip	mencambuk
G3149	μαστός	breast	payudara
G0315	ἀναγκάζω	compel	memaksa
G3150	ματαιολογία	babble	ocehan kosong
G3157	Μαθθάν	Matthan	Matan
G3158	Μαθθάτ	Matthat	Mathat
G3159	Μαθθίας	Matthias	Matias
G0316	ἀναγκαῖος	necessary	perlu
G3160	Ματταθά	Mattatha	Matata
G3161	Ματταθίας	Mattathias	Matatius
G3164	μάχομαι	quarrel	bertengkar
G3165		me	(tidak ada lemma)
G3166		boast	(tidak ada lemma)
G3167	μεγαλεῖος	mighty	ajaib
G0317	ἀναγκαστῶς	necessarily	terpaksa
G3170	μεγαλύνω	magnify	memuliakan
G3171	μεγάλως	greatly	sangat
G3174	μέγεθος	greatness	kebesaran
G3175	μεγιστάν	great man	bangsawan
G3176	μέγιστος	greatest	terbesar
G3179	μεθίστημι	move	memindahkan
G3180	μεθοδία	scheme	tipu muslihat
G3181		boundary	(tidak ada lemma)
G3185		greater	(tidak ada lemma)
G3186		greatest	(tidak ada lemma)
G3187	μείζων	greater	lebih besar
G3188		ink	(tidak ada lemma)
G3189	μέλας	black	hitam
G3190	Μελεά	Melea	Melea
G3191	μελετάω	meditate	merenungkan
G3193		honeycomb	(tidak ada lemma)
G3194	Μελίτη	Malta	Malta
G3195	μέλλω	ensue	akan
G3197	Μελχεί	Melchi	Melki
G3199	μέλω	concern	peduli
G0320	ἀνάγνωσις	reading	pembacaan
G3200	μεμβράνα	parchment	peramen
G3201	μέμφομαι	blame	menyalahkan
G3202	μεμψίμοιρος	malcontent	pengomel
G0321	ἀνάγω	lead	berlayar
G0323	ἀνάδειξις	public appearance	pengungkapan
G0325	ἀναδίδωμι	deliver	menyerahkan
G0326	ἀναζάω	revive	hidup kembali
G0328	ἀναζώννυμι	gird	mengikat
G0329	ἀναζωπυρέω	rekindle	menyalakan kembali
G0330	ἀναθάλλω	renew	berkembang
G3304	μενοῦνγε	rather	malahan
G3305	μέντοι	yet	namun
G3306	μένω	stay	tinggal
G3308	μέριμνα	concern	kekhawatiran
G3309	μεριμνάω	worry	mengkhawatirkan
G3310	μερίς	part	bagian
G3311	μερισμός	division	pembagian
G3313	μέρος	part	bagian
G3314	μεσημβρία	noon	siang hari
G3315	μεσιτεύω	guarantee	menjamin
G3317	μεσονύκτιον	midnight	tengah malam
G3319	μέσος	midst	tengah
G3320	μεσότοιχον	wall	dinding pemisah
G3322	μεσόω	be in the middle	sedang berlangsung
G3324	μεστός	full	penuh
G3325	μεστόω	fill	memenuhi
G3326	μετά	with	dengan
G3327	μεταβαίνω	depart	pergi
G3328	μεταβάλλω	change mind	berubah pikiran
G3329	μετάγω	turn	mengubah arah
G0333	ἀναθεωρέω	contemplate	merenungkan
G3330	μεταδίδωμι	share	berbagi
G3331	μετάθεσις	removal	perpindahan
G3332	μεταίρω	leave	berangkat
G3333	μετακαλέω	summon	memanggil
G3334	μετακινέω	shift	bergeser
G3336	μετάλημψις	partaking of	konsumsi
G3337	μεταλλάσσω	exchange	menukar
G3339	μεταμορφόω	transform	berubah rupa
G0334	ἀνάθεμα	vow offering	kurban
G3342	μεταξύ	between	antara
G3343	μεταπέμπω	summon	memanggil
G3345	μετασχηματίζω	transform	mengubah bentuk
G3346	μετατίθημι	transport	mengalihkan
G3347	μετέπειτα	afterward	kemudian
G3348	μετέχω	share	berbagi
G3349	μετεωρίζω	worry	khawatir
G0335	ἀναίδεια	shamelessnes	ketidaksopanan
G3350	μετοικεσία	deportation	pembuangan
G3351	μετοικίζω	deport	membuang
G3352	μετοχή	participation	bagian
G3354	μετρέω	measure	mengukur
G3355	μετρητής	measure	ukuran
G3356	μετριοπαθέω	be gentle	bersikap lembut
G3357	μετρίως	moderately	cukup
G3358	μέτρον	measure	ukuran
G3359	μέτωπον	forehead	dahi
G0336	ἀναίρεσις	murder	pembunuhan
G3360	μέχρι	until	sampai
G3361	μή	not	tidak
G3362		unless	kecuali
G3363		lest	agar jangan
G3364		never	sekali-kali tidak
G3365	μηδαμῶς	surely not	sama sekali tidak
G3366	μηδέ	nor	juga tidak
G3367	μηδείς	nothing	tidak satu pun
G3368	μηδέποτε	never	tidak pernah
G3369	μηδέπω	not yet	belum
G0337	ἀναιρέω	kill	membunuh
G3371	μηκέτι	never again	lagi tidak
G3372	μῆκος	length	panjang
G3373	μηκύνω	grow	bertambah panjang
G3374	μηλωτή	sheepskin	bulu domba
G3375	μήν	certainly	sungguh
G3378		isn't it?	bukankah
G3379	μήποτε	lest	jangan sampai
G3380	μήπω	not yet	belum
G3381		so that	supaya tidak
G3382	μηρός	thigh	paha
G3383	μήτε	neither	baik tidak
G3384	μήτηρ	mother	ibu
G3385	μήτι	surely not	apakah
G3386		how much more	apalagi
G3387		unless	kecuali
G3389	μητρολῴας	matricide	pembunuh ibu
G0339	ἀνακαθίζω	sit up	duduk
G3390		capital	ibu kota
G3391		first	pertama
G3393	μίασμα	defilement	kenajisan
G3395	μίγμα	mixture	campuran
G3396	μίγνυμι	mix	mencampur
G3397		little	sedikit
G3398	μικρός	small	kecil
G3399	Μίλητος	Miletus	Miletus
G0034	ἀγέλη	herd	kawanan
G0340	ἀνακαινίζω	restore	memperbaharui
G3400	μίλιον	mile	mil
G3401	μιμέομαι	imitate	meniru
G3402	μιμητής	imitator	peniru
G3403	μιμνῄσκω	remember	mengingat
G3406	μισθαποδότης	rewarder	pemberi upah
G3409	μισθόω	hire	menyewa
G0341	ἀνακαινόω	renew	diperbaharui
G3410	μίσθωμα	rented home	rumah sewa
G3412	Μιτυλήνη	Mitylene	Mitilene
G3414	μνᾶ	mina	mina
G3415		remember	mengingat
G3416	Μνάσων	Mnason	Mnason
G3417	μνεία	remembrance	kenangan
G0342	ἀνακαίνωσις	renewal	pembaruan
G3420	μνήμη	remembrance	kenangan
G3421	μνημονεύω	remember	mengingat
G3423	μνηστεύω	betroth	bertunangan
G3424	μογιλάλος	hardly talking	susah bicara
G3425	μόγις	hardly	hampir
G3426	μόδιος	bucket	gantang
G3427		me	aku
G0343	ἀνακαλύπτω	unveil	membuka
G3433	μόλις	hardly	susah
G3436	μολυσμός	defilement	pencemaran
G3437	μομφή	complaint	keluhan
G3438	μονή	abode	tempat tinggal
G3439	μονογενής	unique	tunggal
G0344	ἀνακάμπτω	return	kembali
G3440	μόνον	only	hanya
G3441	μόνος	alone	sendiri
G3442	μονόφθαλμος	one-eyed	buta sebelah
G3443	μονόω	leave alone	ditinggalkan
G3444	μορφή	form	bentuk
G3445	μορφόω	form	dibentuk
G3446	μόρφωσις	form	penampilan
G3449	μόχθος	toil	kerja keras
G0345	ἀνάκειμαι	recline	berbaring
G3450		of me	aku
G3451	μουσικός	musician	pemusik
G3452	μυελός	marrow	sumsum
G3453	μυέω	initiate	diajarkan
G3454	μῦθος	myth	mitos
G3455	μυκάομαι	roar	mengaum
G3457	μυλικός	millstone	batu gilingan
G3458	μύλος	millstone	batu gilingan
G3459		millhouse	rumah gilingan
G0346	ἀνακεφαλαιόω	summarise	merangkum
G3460	Μύρρα	Myra	Myra
G3461	μυριάς	myriad	puluhan ribu
G3463	μύριοι	myriad	puluhan ribu
G3465	Μυσία	Mysia	Mysia
G3467	μυωπάζω	be nearsighted	rabun jauh
G3468	μώλωψ	wound	luka
G3469	μωμάομαι	criticize	dikritik
G0347	ἀνακλίνω	recline	berbaring
G3470	μῶμος	blemish	cacat
G3476	Ναασσών	Nahshon	Nahsyom
G3477	Ναγγαί	Naggai	Naggai
G0348		restrain	mencegah
G3482	Ναθαναήλ	Nathanael	Natanael
G3483	ναί	yes	ya
G3484	Ναΐν	Nain	Nain
G3486	Ναούμ	Nahum	Nahum
G3487	νάρδος	nard	nard
G3488	Νάρκισσος	Narcissus	Narkisus
G3489	ναυαγέω	be shipwrecked	karam
G3490	ναύκληρος	captain	nakhoda
G3491	ναῦς	ship	kapal
G3492	ναύτης	sailor	pelaut
G3494	νεανίας	young man	pemuda
G3495	νεανίσκος	young man	pemuda
G3498	νεκρός	dead	mati
G3499	νεκρόω	put to death	matikan
G0035	ἀγενεαλόγητος	without genealogy	tanpa silsilah
G3500	νέκρωσις	death	kematian
G3501	νέος	new	baru
G3502	νοσσός	nestling	anak burung
G3503	νεότης	youth	pemuda
G3504	νεόφυτος	new convert	murid baru
G3506	νεύω	motion	mengangguk
G3507	νεφέλη	cloud	awan
G3509	νέφος	cloud	awan
G0351	ἀνάκρισις	investigation	penyidikan
G3510	νεφρός	mind	ginjal
G3511	νεωκόρος	temple guard	penjaga kuil
G3512	νεώτερος	youthful	muda
G3513	νή	as surely as	demi
G3514	νήθω	spin	memintal
G3515	νηπιάζω	be childlike	berlaku kekanak-kanakan
G3516	νήπιος	child	bayi
G3519	νησίον	small island	pulau kecil
G0352	ἀνακύπτω	straighten up	berdiri tegak
G3520	νῆσος	island	pulau
G3523	νῆστις	fasting	puasa
G3524	νηφάλιος	sober	sadar
G3528	νικάω	conquer	menang
G3529	νίκη	victory	kemenangan
G0353	ἀναλαμβάνω	take up	mengangkat
G3531	Νικολαΐτης	Nicolaitan	Nikolait
G3533	Νικόπολις	Nicopolis	Nikopolis
G3534	νῖκος	victory	kemenangan
G3535		Nineveh	Niniwe
G3537	νιπτήρ	wash basin	tempat cuci
G3538	νίπτω	wash	mencuci
G0354	ἀνάλημψις	ascension	kenaikan
G3541	νόθος	illegitimate	haram
G3542	νομή	pasture	padang rumput
G3543	νομίζω	think	menganggap
G3546	νόμισμα	coin	uang
G3550	νομοθέτης	lawgiver	pembuat hukum
G3552	νοσέω	be sick	sakit
G3553	νοσέω	disease	penyakit
G3554	νόσος	illness	penyakit
G3555	νοσσιά	chick	anak ayam
G3556	νοσσίον	chick	anak ayam
G3557	νοσφίζω	embezzle	menggelapkan
G3558	νότος	south	selatan
G0356	ἀναλογία	proportion	proporsi
G3562	νουνεχῶς	wisely	bijaksana
G3564	Νύμφας	Nympha	Nimfa
G3567	νυμφών	bridegroom	mempelai pria
G3568	νῦν	now	sekarang
G3569		now	sekarang
G0357	ἀναλογίζομαι	consider	mempertimbangkan
G3570		now	sekarang
G3571	νύξ	night	malam
G3572	νύσσω	pierce	menusuk
G3573	νυστάζω	doze	mengantuk
G3574	νυχθήμερον	night and a day	siang malam
G3576	νωθρός	dull	lamban
G3577	νῶτος	back	punggung
G3578	ξενία	lodging	penginapan
G3579	ξενίζω	host	menampung
G0358	ἄναλος	unsalty	tanpa garam
G3580	ξενοδοχέω	show hospitality	memberi tumpangan
G3581	ξένος	foreign	asing
G3582	ξέστης	pitcher	kendi
G3583	ξηραίνω	dry	mengering
G3584	ξηρός	dried up	kering
G3585	ξύλινος	wooden	kayu
G3586	ξύλον	wood	salib
G3587	ξυράω	shave	cukur
G3589	ὀγδοήκοντα	eighty	delapan puluh
G0359	ἀνάλυσις	departure	kematian
G3590	ὄγδοος	eighth	kedelapan
G3591	ὄγκος	impediment	beban
G3592	ὅδε	this	ini
G3593	ὁδεύω	journey	berjalan
G3594	ὁδηγέω	guide	memandu
G3595	ὁδηγός	guide	pemandu
G3596	ὁδοιπορέω	journey	bepergian
G3597	ὁδοιπορία	journey	perjalanan
G3598	ὁδός	road	jalan
G3599	ὀδούς	tooth	gigi
G0036	ἀγενής	lowly	rendah
G0360	ἀναλύω	depart	berangkat
G3601	ὀδύνη	anguish	kesakitan
G3603		which is	yaitu
G3605	ὄζω	stink	bau
G3606	ὅθεν	whence	oleh karena itu
G3607	ὀθόνη	sheet	kain
G3608	ὀθόνιον	bandages	kain kafan
G0361	ἀναλύω	sinless	tanpa dosa
G3611	οἰκέω	dwell	diam
G3612	οἴκημα	cell	penjara
G3613	οἰκητήριον	dwelling	rumah
G3618	οἰκοδομέω	build	membangun
G3619	οἰκοδομή	building	pembangunan
G0362	ἀναμένω	await	menanti
G3620	οἰκοδόμος	edification	tukang bangunan
G3626	οἰκουργός	busy at home	rumah tangga
G0363	ἀναμιμνῄσκω	remind	mengingatkan
G3633	οἶμαι	suppose	mengira
G3634	οἷος	such as	seperti
G3635	ὀκνέω	delay	menunda
G3637	ὀκταήμερος	eighth day	hari kedelapan
G3638	ὀκτώ	eight	delapan
G0364	ἀνάμνησις	remembrance	peringatan
G3641	ὀλίγος	little	sedikit
G3642	ὀλιγόψυχος	fainthearted	pengecut
G3643	ὀλίγως	despise	menganggap remeh
G3644	ὀλοθρευτής	destroyer	pembinasa
G3647	ὁλοκληρία	wholeness	kesempurnaan
G3648	ὁλόκληρος	whole	utuh
G3649	ὀλολύζω	wail	meratap
G0365	ἀνανεόω	renew	memperbaharui
G3650	ὅλος	all	seluruh
G3651	ὁλοτελής	wholly	sepenuhnya
G3652	Ὀλυμπᾶς	Olympas	Olimpas
G3654	ὅλως	at all	sama sekali
G3655	ὄμβρος	rainstorm	hujan
G3656	ὁμιλέω	talk	berbicara
G3658	ὁμίχλη	crowd	kabut
G3659	ὄμμα	eye	mata
G0366	ἀνανήφω	regain senses	sadar kembali
G3661	ὁμοθυμαδόν	united	sehati
G3662		resemble	menyerupai
G3663	ὁμοιοπαθής	like	sejenis
G3664	ὅμοιος	like	sama
G3665	ὁμοιότης	likeness	kesamaan
G3666	ὁμοιόω	liken	menyamakan
G3667	ὁμοίωμα	likeness	wujud
G3668	ὁμοίως	similarly	demikian juga
G3669	ὁμοίωσις	likeness	keserupaan
G0367	Ἁνανίας	Ananias	Ananias
G3672	ὁμολογουμένως	undeniably	diakui
G3673	ὁμότεχνος	of the same trade	sejenis pekerjaan
G3674	ὁμοῦ	together	bersama-sama
G3675	ὁμόφρων	like-minded	sepaham
G3676	ὅμως	just as	meskipun demikian
G0368	ἀναντίρρητος	indisputable	tak tertahankan
G3681	ὄνειδος	disgrace	aib
G3682	Ὀνήσιμος	Onesimus	Onesimus
G3683	Ὀνησίφορος	Onesiphorus	Onesiphorus
G3684	ὀνικός	huge millstone	batu gerinda besar
G3686	ὄνομα	name	nama
G3687	ὀνομάζω	name	menamakan
G3689	ὄντως	really	sungguh-sungguh
G0369	ἀναντιρρήτως	without objection	tanpa keberatan
G3690	ὄξος	vinegar	cuka
G3691	ὀξύς	sharp	tajam
G3692	ὀπή	hole	lubang
G3693	ὄπισθεν	after	dari belakang
G3694	ὀπίσω	after	mengikuti
G3695	ὁπλίζω	arm	mempersiapkan
G3697	ὁποῖος	what sort?	macam apa
G3698		when(-ever)	kapan saja
G3699	ὅπου	where(-ever)	di mana
G0370	ἀνάξιος	unworthy	tak layak
G3700	ὀπτάνομαι	appear	menampakkan diri
G3702	ὀπτός	broiled	panggang
G3704	ὅπως	that	supaya
G3707	ὁρατός	visible	kelihatan
G0371	ἀναξίως	unworthily	dengan tak hormat
G3710	ὀργίζω	anger	marah
G3711	ὀργίλος	quick-tempered	pemarah
G3712	ὀργυιά	fathom	depa
G3713	ὀρέγω	aspire	menginginkan
G3714	ὀρεινός	hilly	berbukit
G3716	ὀρθοποδέω	be upright	berjalan lurus
G3717	ὀρθός	upright	tegak
G3718	ὀρθοτομέω	cut straight	membagi dengan benar
G3719	ὀρθρίζω	rise at dawn	bangun pagi
G0372	ἀνάπαυσις	rest	istirahat
G3720	ὀρθρινός	dawn	fajar
G3721		morning	pagi
G3722	ὄρθρος	dawn	fajar
G3723	ὀρθῶς	correctly	benar
G3725	ὅριον	region	daerah
G3726	ὁρκίζω	adjure	sumpah
G3729	ὁρμάω	stampede	terjang
G0373	ἀναπαύω	give rest	mengistirahatkan
G3730	ὁρμή	impulse	dorongan
G3731	ὅρμημα	sudden violence	keganasan
G3732	ὄρνεον	bird	burung
G3733	ὄρνις	hen	ayam
G3734	ὁροθεσία	fixed boundary	batas
G3736	ὀρύσσω	dig	menggali
G3737	ὀρφανός	orphan	yatim
G3738	ὀρχέομαι	dance	menari
G3739	ὅς	which	yang
G0374	ἀναπείθω	persuade	membujuk
G3740	ὁσάκις	whenever	setiap kali
G3744	ὀσμή	aroma	wewangian
G3745	ὅσος	just as	semua
G3746		who	barangsiapa
G3747	ὀστέον	bone	tulang
G3748	ὅστις	who	siapa
G0375	ἀναπέμπω	send back	mengirim kembali
G3750	ὄσφρησις	sense of smell	penciuman
G3752	ὅταν	when(-ever)	ketika
G3753	ὅτε	when	saat
G3754	ὅτι	that	bahwa
G3755		until	sampai
G3756	οὐ	no	tidak
G3757	οὗ	whither	ke mana
G3758	οὐά	aha!	aduh
G0376	ἀνάπειρος	crippled	cacat
G3760	οὐδαμῶς	by no means	sekali-kali tidak
G3761	οὐδέ	nor	juga tidak
G3762	οὐδείς	none	tidak seorang pun
G3763	οὐδέποτε	never	tidak pernah
G3764	οὐδέπω	not yet	belum
G3765	οὐκέτι	not any more	tidak lagi
G3766	οὐκοῦν	so	maka
G3768	οὔπω	not yet	belum
G3769	οὐρά	tail	ekor
G0377	ἀναπίπτω	recline	berbaring
G3773	Οὐρβανός	Urbanus	Urbanus
G3775	οὖς	ear	telinga
G3776	οὐσία	estate	harta
G3777	οὔτε	neither	juga tidak
G3778	οὗτος	this	ini
G3779	οὕτως	thus(-ly)	demikian
G3780	οὐχί	not!	bukan
G3781	ὀφειλέτης	debtor	penghutang
G3782	ὀφειλή	debt	hutang
G3783	ὀφείλημα	debt	hutang
G3784	ὀφείλω	owe	harus
G3785	ὄφελον	I wish!	seandainya
G3787	ὀφθαλμοδουλεία	eye-service	pelayanan mata
G3788	ὀφθαλμός	eye	mata
G3790	ὀφρῦς	brow	kening
G3791	ὀχλέω	disturb	mengganggu
G3792	ὀχλοποιέω	riot	mengacau
G3793	ὄχλος	crowd	kerumunan
G3794	ὀχύρωμα	stronghold	benteng
G3795	ὀψάριον	fish	ikan
G3796	ὀψέ	late	sore
G3797	ὄψιμος	late (rain)	hujan akhir
G3798	ὄψιος	evening	malam
G3799	ὄψις	face	wajah
G0380	ἀναπτύσσω	unroll	membuka
G3800	ὀψώνιον	compensation	upah
G3808	παιδάριον	boy	anak laki-laki
G0381	ἀνάπτω	set fire	menyalakan
G3812	παιδιόθεν	from childhood	sejak kecil
G3813	παιδίον	child	anak
G3815	παίζω	play	bermain
G3817	παίω	strike	memukul
G3819	πάλαι	of old	dahulu
G0382	ἀναρίθμητος	countless	tak terhitung
G3820	παλαιός	old	tua
G3821	παλαιότης	oldness	ketuaan
G3822	παλαιόω	make old	menua
G3823	πάλη	struggle	pergulatan
G3825	πάλιν	again	lagi
G3826	πανπληθεί	together	serempak
G3828	Παμφυλία	Pamphylia	Pamfilia
G3829	πανδοχεῖον	inn	penginapan
G0383	ἀνασείω	incite	menghasut
G3830	πανδοχεύς	innkeeper	penginapan
G3832	πανοικεί	with all the house	seisi rumah
G3834	πανουργία	craftiness	kelicikan
G3835	πανοῦργος	crafty	licik
G3836		from all sides	dari segala sisi
G3837	πανταχοῦ	everywhere	di mana-mana
G3838	παντελής	completely	sepenuhnya
G3839	πάντῃ	always	dalam segala hal
G0384	ἀνασκευάζω	upset	mengacaukan
G3840	πάντοθεν	from all sides	dari segala penjuru
G3842	πάντοτε	always	selalu
G3843	πάντως	surely	tentu
G3844	παρά	from	dari
G3845	παραβαίνω	transgress	melanggar
G3846	παραβάλλω	arrive	tiba
G3849	παραβιάζομαι	urge	memaksa
G0385	ἀνασπάω	pull up	mencabut
G3851	παραβολεύομαι	risk	mempertaruhkan
G3852	παραγγελία	order	perintah
G3854	παραγίνομαι	come	datang
G3855	παράγω	pass	berlalu
G3856	παραδειγματίζω	disgrace	mempermalukan
G3857	παράδεισος	paradise	surga
