# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
# down-payment: high-confidence marquee + key-term gaps (curated via Claude); the
# resumable build_llm_glosses.py run fills the remaining ~10k codes (skips these).
strong	lemma_ref	en_ref	gloss
G0748	ἀρχιερατικός	high-priestly	sumo sacerdotal
G7480		reviled	ultrajado
G7481		hoopoe	abubilla
G7482		of seven years	de siete años
G7483		seventeen	diecisiete
G7484		seventeenth	decimoséptimo
G7485		seven hundred	setecientos
G7486		of seven months	de siete meses
G7487		seven-fold	séptuple
G7488		seven-fold	séptuple
G7489		seven-fold	séptuple
G0749	ἀρχιερεύς	high-priest	sumo sacerdote
G7490		shoulder-piece	hombreras
G7491		roar against	rugir
G7492		lover	amante
G7493		love passionately	amar apasionadamente
G7494		chest	arca
G7495		work tool	herramienta
G7496		deed	obra
G7497		direct works	dirigir obras
G7498		foreman	capataz
G7499		aggravation	irritación
G0750	ἀρχιποίμην	chief shepherd	príncipe de los pastores
G7500		irritant	provocador
G7501		support	apoyo
G7502		woolen	lanudo
G7503		solitary	solitario
G7504		recluse	ermitaño
G7505		wool worker	cardador
G7506		ground up	molido
G7507		translator	intérprete
G7508		crawl	arrastrarse
G7509		red dye	tinte rojo
G7510		dye red	teñir de rojo
G7511		blight	quemazón
G7512		heron	garza
G7513		passion	pasión
G7514		during evening	vespertino
G7515		feasting	banquete
G7516		grate	parrilla
G7517		broiled	asado
G7518		be late	llegar tarde
G7519		innermost	más interior
G0752	ἀρχισυνάγωγος	synagogue leader	presidente de sinagoga
G7520		inside	interior
G7521		chastise	castigar
G7522		mistress	cortesana
G7523		friendship	compañía
G7524		chastisement	castigo
G7525		chastisement	castigo
G7526		unequally yoked	desigualmente unido
G7527		good news	buenas noticias
G7528		easily caught	fácilmente capturado
G7529		well-tuned	bien armonizado
G7530		well done	bien
G7531		magnanimity	magnanimidad
G7532		well-known	conocido
G7533		be approved	aprobado
G7534		enjoy good health	saludable
G7535		confident	confiado
G7536		well-equipped	equipado
G7537		heedful	atento
G7538		distinct	claro
G7539		thrive	prosperar
G0754	ἀρχιτελώνης	chief tax collector	publicano
G7540		flourishing	floreciente
G7541		prosper	prosperar
G7542		prosperity	prosperidad
G7543		right	recto
G7544		propitiate	propiciar
G7545		propitious	propicio
G7546		despicable	despreciable
G7547		renowned	célebre
G7548		have good vine branches	fructificar
G7549		well-tempered	dócil
G7550		well-spoken	elocuente
G7551		huge	enorme
G7552		changeable	versátil
G7553		tall	alto
G7554		prosperous	próspero
G7555		prosperously	próspero
G7556		enjoy pleasure	gozar
G7557		elegantly	elegante
G7558		beautiful	hermoso
G7559		good-looking	bello
G7560		inventor	inventor
G7561		unexpected gain	hallazgo
G7562		well-rooted	bien-arraigado
G7563		breadth	anchura
G7564		broad	ancho
G7565		be moldy	enmohecerse
G7566		well-shaded	sombreado
G7567		be stable	estable
G7568		skillfully	hábil
G7569		versatility	versatilidad
G0757	ἄρχω	be first	comenzar
G7570		conciliatory	reconciliador
G7571		orderly	ordenadamente
G7572		easily managed	manejable
G7573		easily	fácilmente
G7574		confidently	confiadamente
G7575		sweet smelling	fragante
G7576		be fragrant	perfumar
G7577		royal pavilion	pabellón
G7578		tempt	tentar
G7579		attach to	adherir
G7580		drag upon	arrastrar
G7581		peeling skin	descamación
G7582		cooked	cocido
G7583		explore	explorar
G7584		provide	abastecer
G7585		supplies	provisiones
G7586		inspect	inspeccionar
G7587		ephod	efod
G7588		hate	odiar
G7589		be an enemy	enemistarse
G7590		hatred	enemistad
G7591		hedgehog	erizo
G7592		potentate	potentado
G7593		stew	guiso
G7594		bake	cocer
G7595		early  morning	matutino
G7596		morning star	lucero
G7597		spelt	escanda
G7598		boiling	ebullición
G7599		harness	uncir
G0760	Ἀσάφ	Asaph	Asaf
G7600		jealousy	celos
G7601		jealousy	celos
G7602		zealous	celoso
G7603		pike	lucio
G7604		Zif	Zif
G7605		join together	uncir
G7606		beer	cerveza
G7607		leavened	fermentado
G7608		leavened	fermentado
G7609		portray	retratar
G7610		taking alive	captura
G7611		broth	caldo
G7612		restoring to life	vivificación
G7613		enliven	vivificar
G7614		enliven	avivar
G7615		girdedness	ceñimiento
G7616		governing	rector
G7617		leading	dirección
G7618		be esteemed	estimarse
G7619		be delicious	deleitar
G7620		agreeable	dulce
G7621		luscious	delicia
G7622		luscious	manjar
G7623		sweet sounding	melodioso
G7624		light; (in weight)	leve
G7625		continuance	Etam
G7626		molten bronze	ámbar
G7627		expose to sun	asolearse
G7628		half-boiled	semicocido
G7629		mule	mula
G0763	ἀσέβεια	ungodlinessness	impiedad
G7630		half	mitad
G7631		halve	dividir
G7632		reins	riendas
G7633		charioteer	auriga
G7634		liver	hígado
G7635		be calm	calmarse
G7636		hero	héroe
G7637		tranquilly	quietud
G7638		echo	sonido
G7639		flourish	florecer
G0764	ἀσεβέω	be ungodly	obrar impíamente
G7640		armory	arsenal
G7641		furnace	horno
G7642		tharsis	Tarsis
G7643		cause wonder	asombrar
G7644		wonderfully	maravilloso
G7645		vestibule	vestíbulo
G7646		rule	dominio
G7647		porch	pórtico
G7648		thekel	pesa
G7649		soothsayer	adivino
G7650		wanted	deseado
G7651		in place	lugar
G7652		groundwork	cimentación
G7653		furnace	horno
G7654		female attendant	sierva
G7655		teraphim	ídolo
G7656		hunter	cazador
G7657		harvest	estival
G7658		reaping hook	hoz
G7659		heat	calor
G0766	ἀσέλγεια	debauchery	desenfreno
G7660		tong	tenazas
G7661		hot	caliente
G7662		designation	institución
G7663		rule	estatuto
G7664		something visible	visible
G7665		female	hembra
G7666		sex-crazed	lujurioso
G7667		heap	montón
G7668		wild beast	bestia
G7669		hunt	caza
G7670		taken by wild beasts	devorado
G7671		eaten by wild beasts	devorado
G7672		treasury	tesorería
G7673		treasurer	tesorero
G7674		revelry	juerga
G7675		wicker basket	canasta
G7676		hill	colina
G7677		crushed testicles	magulladura
G7678		fracture	fractura
G7679		crush	aplastar
G7680		affliction	aflicción
G7681		decaying flesh	putrefacción
G7682		clouded	turbio
G7683		boldness	audacia
G7684		bold-hearted	atrevido
G7685		embolden	atreverse
G7686		bold	atrevido
G7687		devastation	devastación
G7688		outbreak	ruptura
G7689		breaking	rotura
G7690		brought up	criado
G7691		wailing	lamento
G7692		chatter	charlatanear
G7693		common topic	rumor
G7694		hand-mill	molino
G7695		incense pan	incensario
G7696		purse	bolsa
G7697		offering	ofrenda
G7698		inclined to rage	colérico
G7699		doorway	entrada
G0770	ἀσθενέω	be weak	enfermar
G7700		sacrifice	sacrificar
G7701		sacrifice	sacrificio
G7702		thanksgiving	acción de gracias
G7703		mules	mulas
G7704		healer	médico
G7705		healing	curación
G7706		physician's fee	medicina
G7707		treat; medically	curar
G7708		ibis	ibis
G7709		ham	jamón
G7710		adopt	adoptar
G7711		secure	asegurar
G7712		hawk	halcón
G7713		fittingly	suficientemente
G7714		entreat	suplicar
G7715		supplicant	suplicante
G7716		jaundice	ictericia
G7717		kite	milano
G7718		make happy	alegrar
G7719		happily	alegremente
G7720		slime	lodo
G7721		keeper of cloaks	guardador de ropas
G7722		effigy	efigie
G7723		fowler	cazador
G7724		in Hebrew	hebraicamente
G7725		ride a horse	cabalgar
G7726		cavalry commander	comandante de caballería
G7727		riding	equitación
G7728		ride horseback	cabalgar
G7729		course of horses	hipódromo
G7730		make equal	igualar
G7731		establish	establecer
G7732		shroud	vela
G7733		mast	mástil
G7734		hip	cadera
G7735		weak voiced	débil de voz
G7736		strengthen	fortalecer
G7737		strongly	fuertemente
G7738		audacity	osadía
G7739		audacious	osado
G0774	Ἀσιανός	Asian	asiático
G7740		willow	sauce
G7741		of fish	de peces
G7742		fishing	de pesca
G7743		prowl	acechar
G7744		pus	pus
G7745		ram	carnero
G7746		cab measure	cab
G7747		stream of antiquity	antigüedad
G7748		male prostitutes	prostitutos
G7749		canteen	cantimplora
G0775	Ἀσιάρχης	Asiarch	asiarca
G7750		pail	cubo
G7751		consecrate	consagrar
G7752		be clean	estar limpio
G7753		cleanliness	limpieza
G7754		cleansing	purificación
G7755		necklace	collar
G7756		nail up	clavar
G7757		sweating	sudoroso
G7758		sit down	sentarse
G7759		sitting	asiento
G0776	ἀσιτία	fasting	ayuno
G7760		direct	dirigir
G7761		return	descenso
G7762		promise	prometer
G7763		hanging necklace	collar
G7764		insult	insultar
G7765		sing praise	cantar
G7766		sleep	dormir
G7767		be late	retrasarse
G7768		interweave	entretejer
G7769		revive	renovar
G0777	ἄσιτος	fasting	ayuno
G7770		timely	oportuno
G7771		evil deed	maldad
G7772		evil actions	maldad
G7773		evil thinking	malicia
G7774		evil-minded	malvado
G7775		newt	tritón
G7776		reed basket	canasta
G7777		glean	espigar
G7778		of reed	de caña
G7779		branch	rama
G0778	ἀσκέω	strive	ejercitar
G7780		beautify	embellecer
G7781		beauty	belleza
G7782		beauty	belleza
G7783		palm branch	rama
G7784		bedeck	adornar
G7785		rope	cuerda
G7786		lid	tapa
G7787		rope	cuerda
G7788		vault	bóveda
G7789		giraffe	jirafa
G7790		of a furnace	de horno
G7791		curve	curva
G7792		curved	curvo
G7793		beetle	escarabajo
G7794		bin	canasta
G7795		peddler	vendedor
G7796		smoke	ahumar
G7797		caper	alcaparra
G7798		take heart	cobrar ánimo
G7799		stupefy	aturdir
G7800		of cotton	de algodón
G7801		gather fruit	recoger fruto
G7802		fruitful	fructífero
G7803		fruit-bearing	que da fruto
G7804		wrist	fruto
G7805		yield	dar fruto
G7806		yield	fruto
G7807		yield	fructificación
G7808		with long sleeves	de mangas largas
G7809		narrow basket	cesta
G7810		strengthen	fortalecer
G7811		walnut	nuez
G7812		of walnut	de nogal
G7813		nut-like	en forma de nuez
G7814		walnut	nuez
G7815		knob	botón
G7816		cassia	casia
G7817		of tin	de estaño
G7818		tin	estaño
G7819		by tracks	por huellas
G7820		constrain	forzar
G7821		spend one's life	vivir
G7822		look down	mirar hacia abajo
G7823		yell out against	gritar contra
G7824		graze upon	pacer
G7825		thing devoured	presa
G7826		thing devoured	presa
G7827		devour	devorar
G7828		on the ground	terrestre
G7829		laughter	burla
G7830		age	envejecer
G7831		occupy	ocupar
G7832		introduce	mostrar
G7833		beseech	suplicar
G7834		bandage	vendaje
G7835		appreciate	recibir favorablemente
G7836		divide	dividir
G7837		converse with	conversar
G7838		tyranny	tiranía
G7839		retreat	retirada
G7840		descend into	descender
G7841		rely upon	confiar
G7842		break in pieces	quebrantar
G7843		wishes	deseo
G7844		blast	ráfaga
G7845		overcovering	velo
G7846		bend down	doblar
G7847		fruitful	fructífero
G7848		fruitfully	fructíferamente
G7849		incinerated remains	ceniza
G7850		burning	quemadura
G7851		empty	vaciar
G7852		pierce through	traspasar
G7853		allot	asignar
G7854		choose by lot	sortear
G7855		divan	diván
G7856		strike with a fist	golpear
G7857		run through	atravesar
G7858		exhausted	agotado
G7859		adorn	adornar
G7860		hold firmly	sujetar
G7861		hide	ocultar
G7862		acquire	adquirir
G7863		encircle	rodear
G7864		roll downward	rodar
G7865		remnant	remanente
G7866		grind down	moler
G7867		taking	captura
G7868		cast a stone at	apedrear
G7869		inlaid with precious stone	lapidado
G7870		leave behind	abandonar
G7871		reckon	contar
G7872		classification	clasificación
G7873		distribution	distribución
G7874		resting-place	posada
G7875		divide among	repartir
G7876		measure out	medir
G7877		mix with	mezclar
G7878		deride	burlarse
G7879		feed on	devorar
G0788	ἆσσον	nearer	más cerca
G7880		stand against	resistir
G7881		arrival	llegada
G7882		rend in shreds	desgarrar
G7883		totally dry up	secar
G7884		dried up	seco
G7885		mock	burlarse
G7886		deal treacherously	engañar
G7887		strew	esparcir
G7888		trampling	pisoteo
G7889		trampling	pisoteo
G7890		mend	remendar
G7891		mourn	llorar
G7892		fly down	volar
G7893		fasten down	clavar
G7894		leap down	saltar
G7895		very bitter	amargo
G7896		confide in	confiar
G7897		plaster	emplasto
G7898		terror	terror
G7899		strike with terror	aterrar
G7900		make war against	guerrear
G7901		drowning	ahogamiento
G7902		soothe	apaciguar
G7903		carry away captive	capturar
G7904		awe	asombrar
G7905		ruin	ruina
G7906		curse	maldición
G7907		break down	romper
G7908		silver plate	plateado
G7909		dungeon	calabozo
G7910		stagger	tambalearse
G7911		flow down	fluir
G7912		break down	romper
G7913		hurl down	despeñar
G7914		rule	dominar
G7915		extinguish	extinguir
G7916		observe silence	callar
G7917		observe silence	callar
G7918		scatter upon	dispersar
G7919		survey	examinar
G7920		apparatus	aparejo
G7921		shady	umbroso
G7922		reduce	empequeñecer
G7923		live wastefully	derrochar
G7924		tear down	derribar
G7925		scatter abroad	esparcir
G7926		hasten	apresurarse
G7927		take seriously	empeñarse
G7928		revolt	rebelarse
G7929		groan	gemir
G7930		firmly fix	fijar
G7931		make drop	gotear
G7932		bivouac	acampar
G7933		delegate	asignar
G7934		violently strain	tensar
G7935		mutilate	mutilar
G7936		delight	deleitar
G7937		dissolve	disolver
G7938		pull about	desgarrar
G7939		wear away	desgastar
G0794	ἄστοργος	unfeeling	desamorado
G7940		revel	entregarse
G7941		devour	devorar
G7942		attain	conseguir
G7943		appear	aparecer
G7944		inclined	inclinado
G7945		fall upon unawares	sorprender
G7946		corruption	corrupción
G7947		burn up	quemar
G7948		ignite	incendiar
G7949		fear	temeroso
G0795	ἀστοχέω	deviate	desviarse
G7950		refuge	refugio
G7951		planting	plantación
G7952		plant	plantar
G7953		rejoice against	regocijarse
G7954		let down	descender
G7955		braze	broncear
G7956		besmear	ungir
G7957		abounding in gold	dorado
G7958		gild	dorar
G7959		throwing down	derrumbe
G7960		heap upon	amontonar
G7961		set down in writing	registrar
G7962		look down	mirar
G7963		accuser	acusador
G7964		coerce	constreñir
G7965		denounce	denunciar
G7966		working out	elaboración
G7967		upkeep	trabajo
G7968		straightway	enseguida
G7969		greatly prosper	prosperar
G7970		habitation	habitación
G7971		build	edificar
G7972		inhabitant	habitante
G7973		be arrogant	ensoberbecerse
G7974		after	atrás
G7975		mirror	espejo
G7976		keep straight	enderezar
G7977		success	éxito
G7978		bury	enterrar
G7979		treat despitefully	ultrajar
G7980		mate	aparear
G7981		possession	posesión
G7982		hold	sostén
G7983		afflict grievously	afligir
G7984		in severe pain	adolorido
G7985		from below	abajo
G7986		stem	tallo
G7987		jar	ánfora
G7988		millet	mijo
G7989		of cedar	cedreño
G7990		secretly	secretamente
G7991		use empty words	hablar vanamente
G7992		statue	cenotafio
G7993		sting	punzar
G7994		being easily led on	seducido
G7995		mixture	mezcla
G7996		horned serpent	serpiente cornuda
G7997		butt	cornada
G7998		horn	cuerno
G7999		goring	cornada
G0800	ἀσύμφωνος	discordant	discordante
G8000		thunderbolt	rayo
G8001		strike with a thunderbolt	fulgurar
G8002		tail	cola
G8003		mischievous	burlón
G8004		basin	fuente
G8005		basin	fuente
G8006		spot	manchar
G8007		muzzle	bozal
G8008		beeswax	cera
G8009		commingled	mixto
G0801	ἀσύνετος	senseless	insensato
G8010		turban	tiara
G8011		lute	lira
G8012		dilute	mezclar
G8013		crave for strange food	antojar
G8014		lend	prestar
G8015		monumental pillar	columna
G8016		place of weeping	llanto
G8017		bolt	cerrojo
G8018		prognosticate	vaticinar
G8019		prognosticating	vaticinio
G0802	ἀσύνθετος	untrustworthy	pérfido
G8020		small vine branch	sarmiento
G8021		allotment	herencia
G8022		allot	repartir por suerte
G8023		by casting lots	por suerte
G8024		step	escalón
G8025		stairway	escalera
G8026		corner	rincón
G8027		neck yoke	yugo
G8028		ransack	desvalijas
G8029		twine	torcer
G8030		branch	rama
G8031		yarn	hilo
G8032		spun	hilado
G8033		shank	espinilla
G8034		leg covering	grebas
G8035		itching	picazón
G8036		nettle	ortiga
G8037		pick	rascar
G8038		cavity	cavidad
G8039		ship's hold	bodega
G8040		hollow	hueco
G8041		vault	abovedado
G8042		vaulted	abovedado
G8043		hollow	cavidad
G8044		rest	dormir
G8045		lay in bed	acostarse
G8046		laying with	unión
G8047		crush	aplastar
G8048		flatter	adular
G8049		gourd	calabaza
G8050		chisel	cincelar
G8051		sheath	vaina
G8052		glue	cola
G8053		bake biscuits	cocer
G8054		biscuit	galleta
G8055		tailless	rabicorto
G8056		splitmouth	bocapartida
G8057		gourd	calabaza
G8058		recess	nicho
G8059		drinking cup	copa
G8060		smite	golpear
G8061		ill-treatment	maltrato
G8062		lime	cal
G8063		whitewash	encaladura
G8064		shaft	vara
G8065		briar	zarza
G8066		pound out	machacar
G8067		trouble	cansar
G8068		dung	estiércol
G8069		weariness	cansancio
G0807	ἀσχημονέω	act improperly	conducirse indebidamente
G8070		pupil	pupila
G8071		coriander	cilantro
G8072		truncheon	garrote
G8073		head	cumbre
G8074		crowbar	palanca
G8075		fringe	franja
G8076		fringed	franjeado
G8077		small cup	copa
G8078		shearing	esquileo
G8079		barber	barbero
G0808	ἀσχημοσύνη	indecency	desnudez
G8080		light (in weight)	ligero
G8081		nimbly	levemente
G8082		pebble	guijarro
G8083		be dizzy from wine	embriagarse
G8084		mixed wine	vino mezclado
G8085		force	fortaleza
G8086		fortification	fortaleza
G8087		forcefully	poderosamente
G8088		fortification	fortaleza
G8089		basin	crátera
G0809	ἀσχήμων	indecent	indecoroso
G8090		meat hook	gancho
G8091		dress meat	despedazar
G8092		hanging	colgante
G8093		fountain	fuente
G8094		bank	ribera
G8095		hook	gancho
G8096		ram	carnero
G8097		woof	trama
G8098		crocodile	cocodrilo
G8099		saffron	azafrán
G0810	ἀσωτία	debauchery	libertinaje
G8100		onion	cebolla
G8101		border	borde
G8102		bordered fringes	flecos
G8103		temple	sien
G8104		clap	aplaudir
G8105		secretly	secretamente
G8106		secretly	secretamente
G8107		private	secreto
G8108		slay	matar
G8109		grazing cattle	ganadero
G0811	ἀσώτως	wildly	disolutamente
G8110		brutish	bestial
G8111		possession	posesión
G8112		cup	copa
G8113		bean	haba
G8114		devise	gobernar
G8115		cube	cubo
G8116		uproar	tumulto
G8117		dignity	gloria
G8118		conception	concepción
G8119		swirl	remolino
G0812	ἀτακτέω	be idle	desobediencia
G8120		swan	cisne
G8121		swell up	hincharse
G8122		waved border	ondulación
G8123		play cymbals	tocar cítara
G8124		hunt with hounds	cazar
G8125		hunter with hounds	cazador
G8126		churlish	grosero
G8127		dog-fly	tábano
G8128		be with child	embarazo
G8129		of cypress	de ciprés
G8130		cypress	ciprés
G8131		blossom	brotar
G8132		blossom	brote
G8133		humpback	jorobado
G8134		extent	extensión
G8135		have downcast eyes	mirada baja
G8136		granary	granero
G8137		sire	engendrar
G8138		bell	campana
G8139		toasting	brindis
G8140		toast	brindar
G8141		hind quarter	cadera
G8142		restraint	impedimento
G8143		magistrate	magistrado
G8144		oar	remo
G8145		oarsman	remero
G8146		be silent	callar
G8147		be mute	enmudecer
G8148		handle	mango
G8149		tong	tenaza
G0815	ἄτεκνος	childless	sin hijos
G8150		fierce	feroz
G8151		pancake	panque
G8152		clandestinely	secretamente
G8153		private	secreto
G8154		pit	pozo
G8155		discussion	palabra
G8156		power of speech	habla
G8157		oil lamp bowl	lámpara
G8158		covered royal chariot	carro
G8159		like a covered chariot	cubierto
G0816	ἀτενίζω	gaze	mirar fijamente
G8160		torch	antorcha
G8161		stone chisel	cincel
G8162		dress stone	labrar
G8163		lap	lamer
G8164		gull	gaviota
G8165		quarried	cantera
G8166		quarrier	cantero
G8167		servile	servil
G8168		bounty	botín
G8169		vegetables	hortaliza
G8170		lioness	leona
G8171		grind	moler
G8172		kettle	caldero
G8173		ministration	ministerio
G8174		ministration	ministerial
G8175		scabbed	escamoso
G8176		lick	lamer
G8177		pan	bandeja
G8178		form of speech	lenguaje
G8179		peel	pelar
G0818	ἀτιμάζω	dishonor	deshonrar
G8180		peel	descamación
G8181		become leprous	leproso
G8182		become leprous	leproso
G8183		make fine	afinar
G8184		rind	corteza
G8185		intrigue	intriga
G8186		be white	blanquear
G8187		white poplar	álamo
G8188		smooth rock	roca lisa
G8189		concern	preocupación
G8190		band of robbers	banda de salteadores
G8191		amber	ámbar
G8192		cut stones	tallar piedra
G8193		stonecutting	de cantería
G8194		winnower	aventador
G8195		winnowing shovel	criba
G8196		lima	lima
G8197		cause to hunger	hambrear
G8198		famish	desfallecer
G8199		be famished	padecer hambre
G0082	ἄδηλος	unclear	oscuro
G0820	ἄτιμος	dishonored	deshonrado
G8200		of flaxen linen	de lino
G8201		stalk of flax	tallo de lino
G8202		anoint	ungir
G8203		fatness	grasa
G8204		implore	suplicar
G8205		implore	rogar
G8206		cheap	sencillo
G8207		lobe	lóbulo
G8208		reviling	injuria
G8209		injure	dañar
G0821		disgrace	deshonrar
G8210		bathing tub	bañera
G8211		bathhouse	baño
G8212		ridge	cresta
G8213		give birth	parir
G8214		distressing	penoso
G8215		hem	borde
G8216		by!	por
G8217		number	número
G8218		cooking place	cocina
G8219		cut up meat	despieces
G8220		female cook	cocinera
G8221		male cook	cocinero
G8222		loaf	pan
G8223		loose of hair	despeinado
G8224		pluck hair	arrancar
G8225		harp	arpa
G8226		mazuroth	zodíaco
G8227		lesson	lección
G8228		midwife	partera
G8229		be irresistibly led	arrastrar
G8230		act as midwife	asistir
G8231		most blessed	bienaventurado
G8232		long-lived	longevo
G8233		prolong one's days	prolongar
G8234		many days	de muchos días
G8235		lenient	paciente
G8236		duration	paciencia
G8237		live a long time	vivir largo
G8238		abomination	abominación
G8239		prolong	alargar
G0824	ἄτοπος	wrong	impropio
G8240		by all means	ciertamente
G8241		dressing	ungüento
G8242		be infirm	debilitarse
G8243		soften	ablandar
G8244		softly	suavemente
G8245		manna	maná
G8246		gift	don
G8247		haven	puerto
G8248		mandrake	mandrágora
G8249		uniform	uniforme
G8250		mane	maná
G8251		golden necklace	cadena
G8252		divination	adivinación
G8253		oracle	oráculo
G8254		clairvoyant	adivino
G8255		of marble	de mármol
G8256		money bag	bolsa
G8257		bag	bolsa
G8258		second section	sección
G8259		snuffer	despabiladera
G0826	αὐγάζω	see	brillar
G8260		acting in folly	vanamente
G8261		rag	trapo
G8262		food	alimento
G8263		warrior	guerrero
G8264		combat	combate
G8265		fortress	fortaleza
G8266		majesty	magnificencia
G8267		having large wings	alado
G8268		speak great words	jactancia
G8269		lofty language	altanería
G8270		lofty speaking	fanfarronería
G8271		fleshy	carnoso
G8272		high-minded	soberbio
G8273		magnificence	grandiosidad
G8274		use craft	maquinar
G8275		strong drink	bebida
G8276		genealogical register	genealogía
G8277		ridge	viga
G8278		arch over	arquear
G8279		pepperwort	neguilla
G8280		blacken	ennegrecer
G8281		meditation	meditación
G8282		dismember	despedazar
G8283		bee	abeja
G8284		apiary	colmenar
G8285		complaint	queja
G8286		however	sino
G8287		partition	dividir
G8288		middle	medio
G8289		weaver's beam	lanzadera
G8290		midday	mediodía
G8291		wardrobe	vestuario
G8292		purple ornamentation	púrpura
G8293		garrison	guarnición
G8294		revolt	rebelión
G8295		trader	comerciante
G8296		removal	traslación
G8297		mine	extraer
G8298		repentance	arrepentimiento
G8299		regret	pesar
G8300		migrate	emigrar
G8301		change residence	trasladarse
G8302		degenerate	degenerarse
G8303		fashion differently	transformar
G8304		converted	conversión
G8305		upper back	espalda
G8306		pass between the ranks	pasar
G8307		crest	cresta
G8308		meteorite	suspendido
G8309		displace	desplazar
G8310		displacement	deportación
G8311		refugee	extranjero
G8312		measuring	medida
G8313		be content	contentarse
G8314		base	base
G8315		neither one	ninguno
G8316		cheeks	mejilla
G8317		of a month	mensual
G8318		vehement anger	ira
G8319		crescent	media luna
G0832	αὐλέω	play the flute	tocar la flauta
G8320		be infuriated	enfurecerse
G8321		thigh	muslo
G8322		chew the cud	rumiar
G8323		chewing the cud	rumiadura
G8324		furl	enrollar
G8325		construct	construir
G8326		machine	máquina
G8327		defilement	contaminación
G8328		thinness	delgadez
G8329		vermilion	bermellón
G8330		mingle	mezclar
G8331		detested	odiado
G8332		hatred	odio
G8333		mitre	tiara
G8334		memorandum	memorial
G8335		resent	guardar rencor
G8336		resentful	rencoroso
G8337		lead	plomo
G8338		mallow (plant)	malva
G8339		contamination	contaminación
G8340		live alone	solitario
G8341		stable	estable
G8342		wild boar	jabalí
G8343		lightly armed	ligero
G8344		unicorn	unicornio
G8345		fight one on one	combate
G8346		having one testicle	monorquidio
G8347		simple	simple
G8348		sheepfolds	redil
G8349		young calf	ternero
G0835	αὐλίζομαι	spend the night	pernoctar
G8350		dress a wound	vendar
G8351		make an effort	esforzarse
G8352		bar	barra
G8353		field-mouse	ratón
G8354		fill with marrow	médula
G8355		fly	mosca
G8356		nostril	nariz
G8357		sneering	burla
G8358		molar tooth	muela
G8359		tube	tubo
G8360		scented	perfumado
G8361		perfumer	perfumista
G8362		ten thousand-fold	diez mil veces
G8363		be troubled with warts	verruga
G8364		small lion	leoncillo
G8365		ant	hormiga
G8366		myrtle tree	mirto
G8367		mouse	ratón
G8368		detestable	abominable
G8369		mustache	bigote
G8370		scorn	mofar
G8371		scoffing	burla
G8372		stringed instrument	arpa
G8373		inhabit	habitar
G8374		juice	jugo
G8375		grove	bosque
G8376		be paralyzed	paralizar
G8377		fare	pasaje
G8378		mariner	marinero
G8379		young woman	joven
G8380		hide flask	odre
G8381		fawn	cervatillo
G8382		ostriches	avestruz
G8383		diadem	diadema
G8384		altercation	contienda
G8385		feed	apacentar
G8386		plow fallow land	arar
G8387		feathers	pluma
G8388		beckon	seña
G8389		bow string	cuerda
G8390		hamstring	desjarretar
G8391		nerve	nervio
G8392		spices	especias
G8393		field prepared for plowing	barbecho
G8394		infancy	infancia
G8395		spun	tejido
G8396		bring success	vencer
G8397		Nisan	Nisán
G8398		bleach	lejía
G8399		snowflakes	copo
G0084	ἀδήλως	uncertainly	inciertamente
G8400		intelligent	inteligente
G8401		intelligible	inteligible
G8402		feeding	pastura
G8403		lawful	legítimo
G8404		lawfully	legalmente
G8405		abode	morada
G8406		diseased	enfermizo
G8407		nest	anidar
G8408		build a nest	construir nido
G8409		load carrier	portador
G0841	αὐτάρκεια	self-sufficiency	suficiencia
G8410		admonition	amonestación
G8411		admonition	amonestación
G8412		nightly	nocturno
G8413		bat	murciélago
G8414		owl	búho
G8415		groomsman	padrino
G8416		betrothing	desposorio
G8417		slumbering	adormecimiento
G8418		slumber	sueño
G8419		dull of heart	insensato
G0842	αὐτάρκης	self-sufficient	autosuficiente
G8420		shepherd	pastor
G8421		60	sesenta
G8422		be yellowish	amarillear
G8423		gifts	hospitalario
G8424		hospitality	hospitalidad
G8425		dryness	sequedad
G8426		knife-blade	espada
G8427		stick	vara
G8428		woodcutter	leñador
G8429		bearing wood	leña
G0843	αὐτοκατάκριτος	self-condemned	autocensurado
G8430		wood bearer	portaleña
G8431		board	entablar
G8432		double-horse chariot	biga
G8433		shaving	rasura
G8434		razor	navaja
G8435		planed	cepillado
G8436		scrape	rascar
G8437		point	punta
G8438		obolus	óbolo
G8439		eighty-six	ochentayséis
G0844	αὐτόματος	by itself	espontáneo
G8440		eighty-five	ochentaycinco
G8441		eighty-four	ochentaycuatro
G8442		eighty-three	ochentaytrés
G8443		eightieth	octogesimal
G8444		traveler	viajero
G8445		open a way	abrir camino
G8446		grievous	penoso
G8447		grieve	lamentar
G8448		steer	gobernar
G8449		intimacy	familiaridad
G0845	αὐτόπτης	eyewitness	testigo ocular
G8450		female domestic servant	sierva
G8451		place of abode	morada
G8452		inhabited	habitado
G8453		inhabitant	habitante
G8454		resettle	repoblar
G8455		niche	nicho
G8456		native-born servant	siervo
G8457		area	terreno
G8458		pitying	compasión
G8459		lament	lamento
G8460		pitiable	lamentable
G8461		alas!	¡ay!
G8462		drink wine	beber vino
G8463		be drunk with wine	emborracharse
G8464		female wine server	escanciadora
G8465		male wine server	escanciador
G8466		be drunk with wine	emborracharse
G8467		ephah	efa
G8468		be undone	desaparecer
G8469		foretell	presagiar
G8470		omen	augurio
G8471		omen	augurio
