# semantic field per MACULA lexeme (high+prior tiers, homograph-precise); CC0
strong	lexeme	lexeme_gloss	neighbor_strong	neighbor_lexeme	neighbor_gloss	relation	confidence	score
H3423	hbo:3423#_nosense		H5159	hbo:5159#1	inheritance	similar	prior	0.5
H3423	hbo:3423#_nosense		H3920	hbo:3920#1	he.captured	similar	prior	0.5
H3423	hbo:3423#_nosense		H3920	hbo:3920#2	they.catch	similar	prior	0.5
H3423	hbo:3423#_nosense		H4181	hbo:4181#1	a.possession	similar	prior	0.5
H3423	hbo:3423#_nosense		H3424	hbo:3424	a.possession	similar	prior	0.5
H3424	hbo:3424	a.possession	H4181	hbo:4181#1	a.possession	similar	prior	0.5
H3425	hbo:3425#1	a.possession	H3423	hbo:3423#1	take.possession.of	similar	high	1.0
H3425	hbo:3425#1	a.possession	H4181	hbo:4181#1	a.possession	similar	high	0.977
H3425	hbo:3425#1	a.possession	H5159	hbo:5159#1	inheritance	similar	high	0.922
H3425	hbo:3425#1	a.possession	H0272	hbo:0272#1	a.possession	similar	high	0.817
H3425	hbo:3425#1	a.possession	H3423	hbo:3423#_nosense		similar	prior	0.5
H3425	hbo:3425#1	a.possession	H3423	hbo:3423#2	take	similar	prior	0.5
H3425	hbo:3425#1	a.possession	H3423	hbo:3423#3	[are].about.to.dispossess	similar	prior	0.5
H3425	hbo:3425#1	a.possession	H3424	hbo:3424	a.possession	similar	prior	0.5
H3425	hbo:3425#1	a.possession	H4180	hbo:4180	possession	similar	prior	0.5
H3427	hbo:3427#1	the.inhabitants	H1481	hbo:1481#1	sojourn	similar	high	0.724
H3427	hbo:3427#1	the.inhabitants	H7931	hbo:7931#1	dwell	similar	high	0.68
H3427	hbo:3427#_nosense		H4349	hbo:4349#1	the.place	similar	high	0.905
H3427	hbo:3427#_nosense		H7931	hbo:7931#1	dwell	similar	high	0.699
H3444	hbo:3444#1	salvation	H8668	hbo:8668#1	salvation	similar	high	1.0
H3444	hbo:3444#1	salvation	H3467	hbo:3467#1	save	similar	high	0.967
H3444	hbo:3444#1	salvation	H3467	hbo:3467#2	[am].about	similar	prior	0.5
H3444	hbo:3444#1	salvation	H3468	hbo:3468	our.salvation	similar	prior	0.5
H3444	hbo:3444#1	salvation	H4190	hbo:4190	saving.acts	similar	prior	0.5
H3444	hbo:3444#1	salvation	H7771	hbo:7771a	crying.out	similar	prior	0.5
H3452	hbo:3452#1	Jeshimon	H4057	hbo:4057#1	wilderness	similar	high	0.924
H3452	hbo:3452#1	Jeshimon	H6160	hbo:6160#1	the.plains	similar	high	0.697
H3452	hbo:3452#1	Jeshimon	H6723	hbo:6723#1	of.dryness	similar	high	0.583
H3452	hbo:3452#1	Jeshimon	H4057	hbo:4057#_nosense		similar	prior	0.5
H3453	hbo:3453#1	aged.[people]	H2205	hbo:2205#1	the.elders	similar	prior	0.5
H3453	hbo:3453#1	aged.[people]	H2205	hbo:2205#_nosense		similar	prior	0.5
H3453	hbo:3453#1	aged.[people]	H6267	hbo:6267	[are].ancient	similar	prior	0.5
H3459	hbo:3459#1	Ishmaelites	H1905	hbo:1905#1	Hagrites	similar	high	0.582
H3459	hbo:3459#1	Ishmaelites	H7017	hbo:7017#1	Kenite	similar	high	0.562
H3459	hbo:3459#1	Ishmaelites	H3158	hbo:3158#_nosense		similar	prior	0.5
H3459	hbo:3459#1	Ishmaelites	H3158	hbo:3158#1	Jezreelite	similar	prior	0.5
H3459	hbo:3459#1	Ishmaelites	H3761	hbo:3761#1	Carmelite	similar	prior	0.5
H3459	hbo:3459#1	Ishmaelites	H3505	hbo:3505#1	Ithrite	similar	prior	0.5
H3459	hbo:3459#1	Ishmaelites	H5200	hbo:5200#_nosense		similar	prior	0.5
H3462	hbo:3462#1	they.will.sleep	H3465	hbo:3465#1	old.harvest	similar	prior	0.5
H3463	hbo:3463	[was].sleeping	H8142	hbo:8142#1	sleep	similar	prior	0.5
H3463	hbo:3463	[was].sleeping	H3462	hbo:3462#1	they.will.sleep	similar	prior	0.5
H3463	hbo:3463	[was].sleeping	H3465	hbo:3465#1	old.harvest	similar	prior	0.5
H3465	hbo:3465#1	old.harvest	H2319	hbo:2319#1	new	antonym	recall	0.342
H3467	hbo:3467#1	save	H5826	hbo:5826#_nosense		similar	high	1.0
H3467	hbo:3467#1	save	H5826	hbo:5826#1	help	similar	high	1.0
H3467	hbo:3467#1	save	H3444	hbo:3444#1	salvation	similar	high	0.967
H3467	hbo:3467#1	save	H5337	hbo:5337#2	a.deliverer	similar	prior	0.5
H3467	hbo:3467#1	save	H6403	hbo:6403	deliverer	similar	prior	0.5
H3467	hbo:3467#1	save	H1350	hbo:1350#_nosense		similar	prior	0.5
H3467	hbo:3467#1	save	H4042	hbo:4042	he.has.delivered	similar	prior	0.5
H3467	hbo:3467#1	save	H1353	hbo:1353#1	of.redemption	similar	prior	0.5
H3467	hbo:3467#1	save	H7771	hbo:7771a	crying.out	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H6299	hbo:6299#_nosense		similar	high	0.518
H3467	hbo:3467#2	[am].about	H5337	hbo:5337#1	deliver	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H5337	hbo:5337#_nosense		similar	prior	0.5
H3467	hbo:3467#2	[am].about	H5337	hbo:5337#2	a.deliverer	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H6403	hbo:6403	deliverer	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H1350	hbo:1350#1	redeemer	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H1350	hbo:1350#_nosense		similar	prior	0.5
H3467	hbo:3467#2	[am].about	H5826	hbo:5826#_nosense		similar	prior	0.5
H3467	hbo:3467#2	[am].about	H5826	hbo:5826#1	help	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H4042	hbo:4042	he.has.delivered	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H1353	hbo:1353#1	of.redemption	similar	prior	0.5
H3467	hbo:3467#2	[am].about	H7771	hbo:7771a	crying.out	similar	prior	0.5
H3467	hbo:3467#_nosense		H5826	hbo:5826#_nosense		similar	high	1.0
H3467	hbo:3467#_nosense		H5337	hbo:5337#_nosense		similar	high	1.0
H3467	hbo:3467#_nosense		H5826	hbo:5826#1	help	similar	high	0.967
H3467	hbo:3467#_nosense		H3444	hbo:3444#1	salvation	similar	high	0.861
H3467	hbo:3467#_nosense		H5337	hbo:5337#2	a.deliverer	similar	prior	0.5
H3467	hbo:3467#_nosense		H6403	hbo:6403	deliverer	similar	prior	0.5
H3467	hbo:3467#_nosense		H1350	hbo:1350#1	redeemer	similar	prior	0.5
H3467	hbo:3467#_nosense		H4042	hbo:4042	he.has.delivered	similar	prior	0.5
H3467	hbo:3467#_nosense		H1353	hbo:1353#1	of.redemption	similar	prior	0.5
H3467	hbo:3467#_nosense		H7771	hbo:7771a	crying.out	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H5826	hbo:5826#_nosense		similar	high	0.863
H3467	hbo:3467a#1	a.deliverer	H8668	hbo:8668#1	salvation	similar	high	0.85
H3467	hbo:3467a#1	a.deliverer	H3444	hbo:3444#1	salvation	similar	high	0.806
H3467	hbo:3467a#1	a.deliverer	H5828	hbo:5828#1	help	similar	high	0.653
H3467	hbo:3467a#1	a.deliverer	H5337	hbo:5337#_nosense		similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H5337	hbo:5337#2	a.deliverer	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H6403	hbo:6403	deliverer	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H1350	hbo:1350#1	redeemer	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H5826	hbo:5826#1	help	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H4042	hbo:4042	he.has.delivered	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H1353	hbo:1353#1	of.redemption	similar	prior	0.5
H3467	hbo:3467a#1	a.deliverer	H7771	hbo:7771a	crying.out	similar	prior	0.5
H3468	hbo:3468	our.salvation	H7771	hbo:7771a	crying.out	similar	prior	0.5
H3468	hbo:3468	our.salvation	H3467	hbo:3467#_nosense		similar	prior	0.5
H3468	hbo:3468	our.salvation	H3467	hbo:3467#1	save	similar	prior	0.5
H3468	hbo:3468	our.salvation	H3467	hbo:3467a#1	a.deliverer	similar	prior	0.5
H3468	hbo:3468	our.salvation	H3467	hbo:3467#2	[am].about	similar	prior	0.5
H3471	hbo:3471#1	a.jasper	H3095	hbo:3095#1	an.emerald	similar	high	0.944
H3471	hbo:3471#1	a.jasper	H0124	hbo:0124#1	of.a.ruby	similar	high	0.942
H3471	hbo:3471#1	a.jasper	H6357	hbo:6357#1	a.topaz	similar	high	0.904
H3471	hbo:3471#1	a.jasper	H7718	hbo:7718#1	of.onyx	similar	high	0.883
H3471	hbo:3471#1	a.jasper	H5306	hbo:5306#1	turquoise	similar	high	0.877
H3471	hbo:3471#1	a.jasper	H5601	hbo:5601#1	sapphire	similar	high	0.752
H3474	hbo:3474#1	it.was.pleasing	H3477	hbo:3477#2	right	similar	high	0.936
H3474	hbo:3474#1	it.was.pleasing	H3477	hbo:3477#1	upright	similar	high	0.713
H3474	hbo:3474#1	it.was.pleasing	H3190	hbo:3190#1	it.was.good	similar	high	0.556
H3474	hbo:3474#1	it.was.pleasing	H2896	hbo:2896#1	good	similar	high	0.548
H3474	hbo:3474#1	it.was.pleasing	H3190	hbo:3190#_nosense		similar	prior	0.5
H3474	hbo:3474#1	it.was.pleasing	H3787	hbo:3787	to.give.success	similar	prior	0.5
H3474	hbo:3474#1	it.was.pleasing	H7521	hbo:7521#_nosense		similar	prior	0.5
H3474	hbo:3474#1	it.was.pleasing	H7521	hbo:7521#1	it.will.be.accepted	similar	prior	0.5
H3474	hbo:3474#1	it.was.pleasing	H7521	hbo:7521a#1	it.will.accept	similar	prior	0.5
H3474	hbo:3474#1	it.was.pleasing	H4339	hbo:4339#_nosense		similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H3477	hbo:3477#1	upright	similar	high	0.637
H3474	hbo:3474#2	I.will.make.smooth	H3190	hbo:3190#_nosense		similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H3190	hbo:3190#1	it.was.good	similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H3787	hbo:3787	to.give.success	similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H7521	hbo:7521#_nosense		similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H7521	hbo:7521#1	it.will.be.accepted	similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H7521	hbo:7521a#1	it.will.accept	similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H4339	hbo:4339#_nosense		similar	prior	0.5
H3474	hbo:3474#2	I.will.make.smooth	H8582	hbo:8582#1	went.astray	antonym	recall	0.356
H3476	hbo:3476#1	uprightness	H3477	hbo:3477#1	upright	similar	high	0.965
H3476	hbo:3476#1	uprightness	H8537	hbo:8537#1	integrity	similar	high	0.818
H3476	hbo:3476#1	uprightness	H4339	hbo:4339#_nosense		similar	high	0.807
H3476	hbo:3476#1	uprightness	H3477	hbo:3477#_nosense		similar	high	0.804
H3476	hbo:3476#1	uprightness	H6664	hbo:6664#1	righteousness	similar	high	0.723
H3476	hbo:3476#1	uprightness	H3477	hbo:3477#2	right	similar	prior	0.5
H3476	hbo:3476#1	uprightness	H6664	hbo:6664#_nosense		similar	prior	0.5
H3476	hbo:3476#1	uprightness	H8537	hbo:8537#2	innocence	similar	prior	0.5
H3476	hbo:3476#1	uprightness	H3483	hbo:3483	uprightness	similar	prior	0.5
H3476	hbo:3476#1	uprightness	H4334	hbo:4334#1	plain	similar	prior	0.5
H3477	hbo:3477#1	upright	H6662	hbo:6662#1	righteous	similar	high	1.0
H3477	hbo:3477#1	upright	H3476	hbo:3476#1	uprightness	similar	high	0.965
H3477	hbo:3477#1	upright	H4339	hbo:4339#_nosense		similar	high	0.879
H3477	hbo:3477#1	upright	H2623	hbo:2623#1	your.faithful	similar	high	0.779
H3477	hbo:3477#1	upright	H8535	hbo:8535#1	[the].blameless	similar	high	0.77
H3477	hbo:3477#1	upright	H7563	hbo:7563#1	of.wicked.[people]	antonym	recall	0.622
H3477	hbo:3477#1	upright	H6141	hbo:6141#1	perverse	antonym	recall	0.602
H3477	hbo:3477#1	upright	H8549	hbo:8549#1	unblemished	similar	prior	0.5
H3477	hbo:3477#1	upright	H8549	hbo:8549#2	integrity	similar	prior	0.5
H3477	hbo:3477#1	upright	H6664	hbo:6664#_nosense		similar	prior	0.5
H3477	hbo:3477#1	upright	H3483	hbo:3483	uprightness	similar	prior	0.5
H3477	hbo:3477#1	upright	H4334	hbo:4334#1	plain	similar	prior	0.5
H3477	hbo:3477#2	right	H3474	hbo:3474#1	it.was.pleasing	similar	high	0.936
H3477	hbo:3477#2	right	H8549	hbo:8549#1	unblemished	similar	prior	0.5
H3477	hbo:3477#2	right	H8549	hbo:8549#2	integrity	similar	prior	0.5
H3477	hbo:3477#2	right	H6664	hbo:6664#1	righteousness	similar	prior	0.5
H3477	hbo:3477#2	right	H6664	hbo:6664#_nosense		similar	prior	0.5
H3477	hbo:3477#2	right	H3474	hbo:3474#2	I.will.make.smooth	similar	prior	0.5
H3477	hbo:3477#2	right	H4339	hbo:4339#_nosense		similar	prior	0.5
H3477	hbo:3477#2	right	H3483	hbo:3483	uprightness	similar	prior	0.5
H3477	hbo:3477#2	right	H4334	hbo:4334#1	plain	similar	prior	0.5
H3477	hbo:3477#_nosense		H6662	hbo:6662#1	righteous	similar	high	0.839
H3477	hbo:3477#_nosense		H3476	hbo:3476#1	uprightness	similar	high	0.804
H3477	hbo:3477#_nosense		H4339	hbo:4339#_nosense		similar	high	0.747
H3477	hbo:3477#_nosense		H6141	hbo:6141#1	perverse	antonym	recall	0.546
H3477	hbo:3477#_nosense		H8549	hbo:8549#1	unblemished	similar	prior	0.5
H3477	hbo:3477#_nosense		H8549	hbo:8549#2	integrity	similar	prior	0.5
H3477	hbo:3477#_nosense		H6664	hbo:6664#1	righteousness	similar	prior	0.5
H3477	hbo:3477#_nosense		H6664	hbo:6664#_nosense		similar	prior	0.5
H3477	hbo:3477#_nosense		H3474	hbo:3474#1	it.was.pleasing	similar	prior	0.5
H3477	hbo:3477#_nosense		H3474	hbo:3474#2	I.will.make.smooth	similar	prior	0.5
H3477	hbo:3477#_nosense		H3483	hbo:3483	uprightness	similar	prior	0.5
H3477	hbo:3477#_nosense		H4334	hbo:4334#1	plain	similar	prior	0.5
H3479	hbo:3479	of.Israel	H6724	hbo:6724	a.dry.land	similar	prior	0.5
H3479	hbo:3479	of.Israel	H6725	hbo:6725	gravestone	similar	prior	0.5
H3483	hbo:3483	uprightness	H4339	hbo:4339#_nosense		similar	prior	0.5
H3483	hbo:3483	uprightness	H3474	hbo:3474#1	it.was.pleasing	similar	prior	0.5
H3483	hbo:3483	uprightness	H3474	hbo:3474#2	I.will.make.smooth	similar	prior	0.5
H3486	hbo:3486	decrepit	H3453	hbo:3453#1	aged.[people]	similar	prior	0.5
H3488	hbo:3488#1	he.sat	H3427	hbo:3427#1	the.inhabitants	similar	prior	0.5
H3488	hbo:3488#1	he.sat	H3427	hbo:3427#_nosense		similar	prior	0.5
H3488	hbo:3488#1	he.sat	H3427	hbo:3427#2	O.[you.who].dwell	similar	prior	0.5
H3489	hbo:3489#1	the.tent.pegs	H4340	hbo:4340#1	tent-cords	similar	high	1.0
H3489	hbo:3489#1	the.tent.pegs	H2053	hbo:2053#1	hooks	similar	prior	0.5
H3489	hbo:3489#1	the.tent.pegs	H4548	hbo:4548#1	nails	similar	prior	0.5
H3490	hbo:3490#1	a.fatherless.one	H0490	hbo:0490#1	a.widow	similar	high	1.0
H3490	hbo:3490#1	a.fatherless.one	H6041	hbo:6041#1	poor	similar	high	0.79
H3490	hbo:3490#1	a.fatherless.one	H6041	hbo:6041#_nosense		similar	high	0.771
H3490	hbo:3490#1	a.fatherless.one	H6041	hbo:6041#2	O.afflicted.[one]	similar	prior	0.5
H3498	hbo:3498#1	remained	H7604	hbo:7604#1	he.left	similar	high	0.925
H3498	hbo:3498#1	remained	H7604	hbo:7604#2	anyone.was.left	similar	high	0.728
H3498	hbo:3498#1	remained	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3499	hbo:3499#1	the.rest	H7605	hbo:7605#1	the.remnant	similar	high	0.806
H3499	hbo:3499#1	the.rest	H3498	hbo:3498#1	remained	similar	prior	0.5
H3499	hbo:3499#1	the.rest	H3508	hbo:3508#1	lobe	similar	prior	0.5
H3499	hbo:3499#1	the.rest	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3499	hbo:3499#1	the.rest	H3502	hbo:3502	[the].wealth	similar	prior	0.5
H3499	hbo:3499#2	the.remnant	H3498	hbo:3498#1	remained	similar	prior	0.5
H3499	hbo:3499#2	the.remnant	H7605	hbo:7605#1	the.remnant	similar	prior	0.5
H3499	hbo:3499#2	the.remnant	H3508	hbo:3508#1	lobe	similar	prior	0.5
H3499	hbo:3499#2	the.remnant	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3499	hbo:3499#2	the.remnant	H3502	hbo:3502	[the].wealth	similar	prior	0.5
H3499	hbo:3499#3	excellence	H3148	hbo:3148#1	excess	similar	high	0.621
H3499	hbo:3499#3	excellence	H3498	hbo:3498#1	remained	similar	prior	0.5
H3499	hbo:3499#3	excellence	H7605	hbo:7605#1	the.remnant	similar	prior	0.5
H3499	hbo:3499#3	excellence	H3508	hbo:3508#1	lobe	similar	prior	0.5
H3499	hbo:3499#3	excellence	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3499	hbo:3499#3	excellence	H3502	hbo:3502	[the].wealth	similar	prior	0.5
H3499	hbo:3499a#1	cords	H3498	hbo:3498#1	remained	similar	prior	0.5
H3499	hbo:3499a#1	cords	H7605	hbo:7605#1	the.remnant	similar	prior	0.5
H3499	hbo:3499a#1	cords	H3508	hbo:3508#1	lobe	similar	prior	0.5
H3499	hbo:3499a#1	cords	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3499	hbo:3499a#1	cords	H3502	hbo:3502	[the].wealth	similar	prior	0.5
H3502	hbo:3502	[the].wealth	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3502	hbo:3502	[the].wealth	H3498	hbo:3498#1	remained	similar	prior	0.5
H3504	hbo:3504#1	advantage	H3502	hbo:3502	[the].wealth	similar	prior	0.5
H3504	hbo:3504#1	advantage	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3504	hbo:3504#1	advantage	H3498	hbo:3498#1	remained	similar	prior	0.5
H3504	hbo:3504#1	advantage	H3508	hbo:3508#1	lobe	similar	prior	0.5
H3504	hbo:3504#1	advantage	H3499	hbo:3499#1	the.rest	similar	prior	0.5
H3504	hbo:3504#1	advantage	H3499	hbo:3499#2	the.remnant	similar	prior	0.5
H3504	hbo:3504#1	advantage	H3499	hbo:3499a#1	cords	similar	prior	0.5
H3505	hbo:3505#1	Ithrite	H5200	hbo:5200#_nosense		similar	high	0.802
H3505	hbo:3505#1	Ithrite	H3761	hbo:3761#1	Carmelite	similar	high	0.666
H3508	hbo:3508#1	lobe	H3629	hbo:3629#1	kidneys	similar	high	0.968
H3508	hbo:3508#1	lobe	H3516	hbo:3516	liver	similar	prior	0.5
H3508	hbo:3508#1	lobe	H3502	hbo:3502	[the].wealth	similar	prior	0.5
H3508	hbo:3508#1	lobe	H4340	hbo:4340#1	tent-cords	similar	prior	0.5
H3508	hbo:3508#1	lobe	H3498	hbo:3498#1	remained	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H3511	hbo:3511#1	pain	similar	high	0.938
H3510	hbo:3510#1	in.pain	H6087	hbo:6087a#1	be.grieved	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H6087	hbo:6087a#2	they.were.indignant	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H6087	hbo:6087a#_nosense		similar	prior	0.5
H3510	hbo:3510#1	in.pain	H2342	hbo:2342a#1	I.was.brought.forth	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H2342	hbo:2342a#2	he.was.in.severe.pain	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H2342	hbo:2342#1	dancers	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H2342	hbo:2342a#_nosense		similar	prior	0.5
H3510	hbo:3510#1	in.pain	H2342	hbo:2342#2	it.will.whirl.about	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H2342	hbo:2342a#4	it.writhed	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H3013	hbo:3013	of	similar	prior	0.5
H3510	hbo:3510#1	in.pain	H4341	hbo:4341	his.own	similar	prior	0.5
H3511	hbo:3511#1	pain	H3510	hbo:3510#1	in.pain	similar	high	0.938
H3511	hbo:3511#1	pain	H2427	hbo:2427#1	anguish	similar	prior	0.5
H3511	hbo:3511#1	pain	H6090	hbo:6090a	pain	similar	prior	0.5
H3511	hbo:3511#1	pain	H4341	hbo:4341	his.own	similar	prior	0.5
H3511	hbo:3511#1	pain	H6094	hbo:6094	pains	similar	prior	0.5
H3512	hbo:3512#1	made.disheartened	H6862	hbo:6862a#1	foes	similar	prior	0.5
H3512	hbo:3512#1	made.disheartened	H6862	hbo:6862#1	distress	similar	prior	0.5
H3513	hbo:3513#1	it.was.heavy	H3372	hbo:3372#1	be.afraid	similar	high	0.741
H3513	hbo:3513#1	it.was.heavy	H1431	hbo:1431#1	he.grew.up	similar	high	0.62
H3513	hbo:3513#1	it.was.heavy	H0959	hbo:0959#1	he.despised	antonym	recall	0.574
H3513	hbo:3513#1	it.was.heavy	H7043	hbo:7043#1	lighten	antonym	recall	0.515
H3513	hbo:3513#1	it.was.heavy	H7034	hbo:7034#1	[one.who].dishonors	antonym	recall	0.447
H3513	hbo:3513#3	glorious	H3519	hbo:3519#1	glory	similar	high	0.671
H3514	hbo:3514#1	[the].weight	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H3514	hbo:3514#1	[the].weight	H3513	hbo:3513#2	he.made.unresponsive	similar	prior	0.5
H3514	hbo:3514#1	[the].weight	H3513	hbo:3513#_nosense		similar	prior	0.5
H3514	hbo:3514#1	[the].weight	H3513	hbo:3513#3	glorious	similar	prior	0.5
H3514	hbo:3514#1	[the].weight	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H3514	hbo:3514#1	[the].weight	H3517	hbo:3517	difficulty	similar	prior	0.5
H3515	hbo:3515#1	heavy	H7186	hbo:7186#1	hard	similar	high	0.71
H3515	hbo:3515#1	heavy	H7186	hbo:7186#2	stiff	similar	high	0.598
H3515	hbo:3515#1	heavy	H3514	hbo:3514#1	[the].weight	similar	prior	0.5
H3515	hbo:3515#1	heavy	H3516	hbo:3516	liver	similar	prior	0.5
H3515	hbo:3515#1	heavy	H3520	hbo:3520	glorious	similar	prior	0.5
H3515	hbo:3515#1	heavy	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H3515	hbo:3515#1	heavy	H3513	hbo:3513#_nosense		similar	prior	0.5
H3515	hbo:3515#1	heavy	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H3515	hbo:3515#1	heavy	H3517	hbo:3517	difficulty	similar	prior	0.5
H3516	hbo:3516	liver	H3517	hbo:3517	difficulty	similar	prior	0.5
H3516	hbo:3516	liver	H3520	hbo:3520	glorious	similar	prior	0.5
H3516	hbo:3516	liver	H3514	hbo:3514#1	[the].weight	similar	prior	0.5
H3516	hbo:3516	liver	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H3516	hbo:3516	liver	H3513	hbo:3513#2	he.made.unresponsive	similar	prior	0.5
H3516	hbo:3516	liver	H3513	hbo:3513#_nosense		similar	prior	0.5
H3516	hbo:3516	liver	H3513	hbo:3513#3	glorious	similar	prior	0.5
H3516	hbo:3516	liver	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H3517	hbo:3517	difficulty	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H3517	hbo:3517	difficulty	H3513	hbo:3513#2	he.made.unresponsive	similar	prior	0.5
H3517	hbo:3517	difficulty	H3513	hbo:3513#_nosense		similar	prior	0.5
H3517	hbo:3517	difficulty	H3513	hbo:3513#3	glorious	similar	prior	0.5
H3517	hbo:3517	difficulty	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H3518	hbo:3518#1	it.will.be.extinguished	H1846	hbo:1846#1	it.is.extinguished	similar	high	0.661
H3518	hbo:3518#1	it.will.be.extinguished	H1197	hbo:1197#1	it.burned	antonym	recall	0.466
H3518	hbo:3518#1	it.will.be.extinguished	H3344	hbo:3344#1	it.will.burn	antonym	recall	0.456
H3518	hbo:3518#1	it.will.be.extinguished	H1197	hbo:1197#2	who].kindled	antonym	recall	0.41
H3519	hbo:3519#1	glory	H8597	hbo:8597#1	splendor	similar	high	0.811
H3519	hbo:3519#1	glory	H1926	hbo:1926#1	majesty	similar	high	0.791
H3519	hbo:3519#1	glory	H0142	hbo:0142#1	[was].glorious	similar	prior	0.5
H3519	hbo:3519#1	glory	H3520	hbo:3520	glorious	similar	prior	0.5
H3519	hbo:3519#1	glory	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H3519	hbo:3519#1	glory	H3513	hbo:3513#2	he.made.unresponsive	similar	prior	0.5
H3519	hbo:3519#1	glory	H3513	hbo:3513#_nosense		similar	prior	0.5
H3519	hbo:3519#1	glory	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H3519	hbo:3519#1	glory	H3515	hbo:3515#1	heavy	similar	prior	0.5
H3519	hbo:3519#1	glory	H3514	hbo:3514#1	[the].weight	similar	prior	0.5
H3519	hbo:3519#1	glory	H3516	hbo:3516	liver	similar	prior	0.5
H3519	hbo:3519#1	glory	H3517	hbo:3517	difficulty	similar	prior	0.5
H3520	hbo:3520	glorious	H3513	hbo:3513#1	it.was.heavy	similar	prior	0.5
H3520	hbo:3520	glorious	H3513	hbo:3513#2	he.made.unresponsive	similar	prior	0.5
H3520	hbo:3520	glorious	H3513	hbo:3513#_nosense		similar	prior	0.5
H3520	hbo:3520	glorious	H3513	hbo:3513#3	glorious	similar	prior	0.5
H3520	hbo:3520	glorious	H3513	hbo:3513#4	people.honor	similar	prior	0.5
H3520	hbo:3520	glorious	H3514	hbo:3514#1	[the].weight	similar	prior	0.5
H3520	hbo:3520	glorious	H3517	hbo:3517	difficulty	similar	prior	0.5
H3523	hbo:3523	(the).quilt	H4345	hbo:4345#1	the.grating	similar	prior	0.5
H3526	hbo:3526#1	he.will.wash	H7364	hbo:7364#1	he.will.wash	similar	high	0.937
H3526	hbo:3526#1	he.will.wash	H2891	hbo:2891#1	he.will.be.pure	similar	high	0.727
H3526	hbo:3526#1	he.will.wash	H3835	hbo:3835a#1	let.us.make.bricks	similar	prior	0.5
H3527	hbo:3527	he.multiplies	H3524	hbo:3524#1	mighty	similar	prior	0.5
H3527	hbo:3527	he.multiplies	H3530	hbo:3530	a.distance	similar	prior	0.5
H3530	hbo:3530	a.distance	H3524	hbo:3524#1	mighty	similar	prior	0.5
H3531	hbo:3531	sieve	H3523	hbo:3523	(the).quilt	similar	prior	0.5
H3531	hbo:3531	sieve	H4345	hbo:4345#1	the.grating	similar	prior	0.5
H3532	hbo:3532#1	lambs	H0352	hbo:0352#1	rams	similar	high	1.0
H3532	hbo:3532#1	lambs	H0352	hbo:0352b#1	pillars	similar	prior	0.5
H3532	hbo:3532#1	lambs	H0352	hbo:0352a#1	oaks	similar	prior	0.5
H3532	hbo:3532#1	lambs	H1423	hbo:1423#1	a.kid	similar	prior	0.5
H3532	hbo:3532#1	lambs	H7716	hbo:7716#1	a.sheep	similar	prior	0.5
