# semantic field per Strong's (high+prior tiers, rolled from lexeme neighbors); CC0
strong	neighbor	neighbor_gloss	relation	confidence	score
H4547	H5551	ladder	similar	prior	0.5
H4547	H5550	mound	similar	prior	0.5
H4547	H5410	path	similar	prior	0.5
H4548	H4930	nail	similar	prior	0.5
H4548	H5568	bristle up	similar	prior	0.5
H4549	H4127	melt	similar	high	0.68
H4549	H8557	melting	similar	prior	0.5
H4550	H4551	quarry	similar	prior	0.5
H4552	H5582	support	similar	prior	0.5
H4553	H0060	mourning	similar	high	0.739
H4553	H1065	weeping	similar	high	0.724
H4553	H1058	weep	similar	prior	0.5
H4553	H5091	wail	similar	prior	0.5
H4553	H3215	wailing	similar	prior	0.5
H4553	H5092	wailing	similar	prior	0.5
H4553	H1832	tears	similar	prior	0.5
H4553	H5594	mourn	similar	prior	0.5
H4553	H8057	joy	antonym	recall	0.443
H4554	H8401	straw	similar	high	0.892
H4554	H1098	fodder	similar	prior	0.5
H4555	H5597	scab	similar	prior	0.5
H4555	H5596	attach	similar	prior	0.5
H4555	H4556	scab	similar	prior	0.5
H4556	H5061	plague	similar	prior	0.5
H4556	H6879	be leprous	similar	prior	0.5
H4556	H5597	scab	similar	prior	0.5
H4556	H5596	attach	similar	prior	0.5
H4557	H4487	count	similar	prior	0.5
H4557	H6486	punishment	similar	prior	0.5
H4557	H4662	Muster (Gate)	similar	prior	0.5
H4557	H5608	recount	similar	prior	0.5
H4557	H5612	scroll	similar	prior	0.5
H4557	H5610	numbering	similar	prior	0.5
H4557	H5615	number	similar	prior	0.5
H4557	H3642	pine	similar	prior	0.5
H4561	H4148	discipline	similar	prior	0.5
H4561	H3250	faultfinder	similar	prior	0.5
H4562	H0612	bond	similar	prior	0.5
H4563	H5641	hide	similar	prior	0.5
H4563	H4565	hiding	similar	prior	0.5
H4563	H5643	secrecy	similar	prior	0.5
H4563	H4564	hiding	similar	prior	0.5
H4564	H5641	hide	similar	prior	0.5
H4565	H5643	secrecy	similar	high	0.912
H4565	H4224	hiding-place	similar	prior	0.5
H4565	H4564	hiding	similar	prior	0.5
H4565	H5641	hide	similar	prior	0.5
H4566	H5647	serve	similar	prior	0.5
H4566	H5657	service	similar	prior	0.5
H4566	H5650	servant	similar	prior	0.5
H4566	H5656	service	similar	prior	0.5
H4566	H5652	work	similar	prior	0.5
H4566	H5659	slavery	similar	prior	0.5
H4567	H5648	make	similar	prior	0.5
H4567	H5649	servant	similar	prior	0.5
H4567	H5673	service	similar	prior	0.5
H4568	H5672	thickness	similar	prior	0.5
H4568	H5666	thicken	similar	prior	0.5
H4569	H4570	track	similar	prior	0.5
H4569	H5674	pass	similar	prior	0.5
H4569	H5669	produce	similar	prior	0.5
H4569	H5668	for the sake of	similar	prior	0.5
H4569	H5680	Hebrew	similar	prior	0.5
H4569	H5678	fury	similar	prior	0.5
H4570	H0734	way	similar	high	0.825
H4570	H5410	path	similar	high	0.808
H4570	H1870	way	similar	prior	0.5
H4570	H1979	walk	similar	prior	0.5
H4570	H7635	path	similar	prior	0.5
H4574	H4303	delicacy	similar	prior	0.5
H4575	H6029	bind	similar	prior	0.5
H4576	H5737	help	similar	prior	0.5
H4578	H0990	belly	similar	prior	0.5
H4578	H7130	entrails	similar	prior	0.5
H4578	H4579	grain	similar	prior	0.5
H4580	H5746	bake	similar	prior	0.5
H4580	H5692	bun	similar	prior	0.5
H4581	H5797	strength	similar	high	0.829
H4581	H4869	high refuge	similar	high	0.791
H4581	H4268	refuge	similar	high	0.762
H4581	H4009	confidence	similar	high	0.734
H4581	H6697	Rocks (of Goats)	similar	high	0.723
H4581	H4679	stronghold	similar	prior	0.5
H4581	H5756	seek refuge	similar	prior	0.5
H4583	H5116	pasture	similar	high	0.795
H4583	H4585	habitation	similar	high	0.68
H4583	H7258	rest	similar	prior	0.5
H4585	H4583	habitation	similar	high	0.68
H4585	H6030	dwell	similar	prior	0.5
H4585	H4618	furrow	similar	prior	0.5
H4588	H4155	gloom	similar	prior	0.5
H4588	H5774	fly	similar	prior	0.5
H4589	H6174	naked	similar	prior	0.5
H4589	H4636	naked	similar	prior	0.5
H4589	H5903	naked	similar	prior	0.5
H4589	H5783	be exposed	similar	prior	0.5
H4591	H7235	multiply	antonym	recall	0.667
H4591	H1639	dimish	similar	high	0.542
H4591	H2637	lack	similar	prior	0.5
H4591	H7117	end	similar	prior	0.5
H4591	H7118	end	similar	prior	0.5
H4592	H6996	small	similar	prior	0.5
H4592	H2191	little	similar	prior	0.5
H4592	H7118	end	similar	prior	0.5
H4592	H7227	many	antonym	recall	0.427
H4594	H4593	sharp	similar	prior	0.5
H4596	H5754	ruin	similar	prior	0.5
H4596	H5773	distortion	similar	prior	0.5
H4598	H3801	tunic	similar	high	0.823
H4598	H0899	treachery	similar	high	0.801
H4598	H8071	mantle	similar	prior	0.5
H4599	H4726	fountain	similar	high	0.855
H4599	H0098	pool	similar	high	0.605
H4599	H5158	torrent	similar	prior	0.5
H4599	H5042	bubble	similar	prior	0.5
H4599	H4002	spring	similar	prior	0.5
H4599	H1295	Pool	similar	prior	0.5
H4602	H1651	Geshurite	similar	high	1.0
H4603	H0898	act treacherously	similar	prior	0.5
H4603	H2181	fornicate	similar	prior	0.5
H4603	H6586	transgress	similar	prior	0.5
H4603	H4604	unfaithfulness	similar	prior	0.5
H4603	H4598	robe	similar	prior	0.5
H4604	H4598	robe	similar	prior	0.5
H4607	H4791	height	similar	prior	0.5
H4607	H5929	leaf	similar	prior	0.5
H4607	H5942	upper	similar	prior	0.5
H4607	H4609	thought	similar	prior	0.5
H4607	H5940	pestle	similar	prior	0.5
H4607	H5920	Most High	similar	prior	0.5
H4607	H8585	conduit	similar	prior	0.5
H4607	H5930	burnt offering	similar	prior	0.5
H4607	H5927	ascend	similar	prior	0.5
H4607	H5944	upper room	similar	prior	0.5
H4607	H5945	high	similar	prior	0.5
H4608	H4609	thought	similar	high	1.0
H4608	H5927	ascend	similar	prior	0.5
H4608	H5929	leaf	similar	prior	0.5
H4608	H5942	upper	similar	prior	0.5
H4608	H5930	burnt offering	similar	prior	0.5
H4608	H5940	pestle	similar	prior	0.5
H4608	H4607	lifting	similar	prior	0.5
H4608	H5945	high	similar	prior	0.5
H4608	H5920	Most High	similar	prior	0.5
H4608	H8585	conduit	similar	prior	0.5
H4608	H8064	heaven	similar	prior	0.5
H4609	H4608	ascent	similar	high	1.0
H4609	H5945	high	similar	prior	0.5
H4611	H5949	wantonness	similar	high	0.903
H4611	H1870	way	similar	high	0.811
H4611	H6467	work	similar	high	0.724
H4612	H4613	foothold	similar	prior	0.5
H4612	H5979	support	similar	prior	0.5
H4612	H4673	station	similar	prior	0.5
H4614	H6006	lift	similar	prior	0.5
H4614	H5923	yoke	similar	prior	0.5
H4614	H5920	Most High	similar	prior	0.5
H4614	H5190	lift	similar	prior	0.5
H4614	H5191	lift	similar	prior	0.5
H4614	H5192	weight	similar	prior	0.5
H4615	H6013	deep	similar	prior	0.5
H4617	H1697	word	similar	prior	0.5
H4617	H6261	timely	similar	prior	0.5
H4617	H6030	dwell	similar	prior	0.5
H4617	H5772	cohabitation	similar	prior	0.5
H4617	H4618	furrow	similar	prior	0.5
H4617	H4585	habitation	similar	prior	0.5
H4620	H6087	hurt	similar	prior	0.5
H4622	H6113	restrain	similar	prior	0.5
H4622	H6116	assembly	similar	prior	0.5
H4622	H6114	magistrate	similar	prior	0.5
H4623	H6114	magistrate	similar	prior	0.5
H4623	H6113	restrain	similar	prior	0.5
H4623	H4622	restraint	similar	prior	0.5
H4623	H6116	assembly	similar	prior	0.5
H4623	H6115	coercion	similar	prior	0.5
H4625	H6141	twisted	similar	prior	0.5
H4625	H6143	crookedness	similar	prior	0.5
H4625	H6140	twist	similar	prior	0.5
H4627	H7404	merchandise	similar	prior	0.5
H4627	H6162	pledge	similar	prior	0.5
H4627	H6148	pledge	similar	prior	0.5
H4628	H4217	East (Gate)	antonym	recall	0.779
H4628	H3220	sea	similar	prior	0.5
H4628	H6153	evening	similar	prior	0.5
H4628	H6150	grow dark	similar	prior	0.5
H4628	H4627	merchandise	similar	prior	0.5
H4629	H6169	bulrush	similar	prior	0.5
H4629	H4626	nakedness	similar	prior	0.5
H4629	H6172	nakedness	similar	prior	0.5
H4629	H8593	razor	similar	prior	0.5
H4629	H6168	uncover	similar	prior	0.5
H4633	H4634	rank	similar	prior	0.5
H4633	H4635	row	similar	prior	0.5
H4633	H6187	valuation	similar	prior	0.5
H4634	H4421	battle	similar	high	0.592
H4635	H7979	table	similar	high	0.939
H4635	H4634	rank	similar	prior	0.5
H4636	H5903	naked	similar	prior	0.5
H4636	H6174	naked	similar	prior	0.5
H4636	H5783	be exposed	similar	prior	0.5
H4636	H4626	nakedness	similar	prior	0.5
H4637	H6184	ruthless	similar	prior	0.5
H4639	H4399	work	similar	high	0.805
H4639	H3018	toil	similar	high	0.538
H4639	H4916	sending	similar	high	0.529
H4639	H2790	plow	similar	prior	0.5
H4639	H6468	wages	similar	prior	0.5
H4639	H4611	deed	similar	prior	0.5
H4639	H7806	twist	similar	prior	0.5
H4639	H5949	wantonness	similar	prior	0.5
H4639	H7553	embroidery	similar	prior	0.5
H4639	H6467	work	similar	prior	0.5
H4639	H5656	service	similar	prior	0.5
H4639	H6466	work	similar	prior	0.5
H4639	H4749	beating	similar	prior	0.5
H4639	H6213	make	similar	prior	0.5
H4642	H6217	oppression	similar	prior	0.5
H4642	H6234	oppression	similar	prior	0.5
H4642	H6216	oppressor	similar	prior	0.5
H4642	H6233	oppression	similar	prior	0.5
H4643	H6237	tithe	similar	high	1.0
H4643	H8641	contribution	similar	high	0.987
H4643	H5071	voluntariness	similar	high	0.892
H4643	H1061	firstfruit	similar	high	0.852
H4643	H7133	offering	similar	prior	0.5
H4643	H6241	tenth	similar	prior	0.5
H4643	H6453	Passover	similar	prior	0.5
H4643	H6218	ten	similar	prior	0.5
H4645	H6294	chance	similar	prior	0.5
H4646	H8598	apple	similar	prior	0.5
H4647	H8598	apple	similar	prior	0.5
H4647	H4646	exhalation	similar	prior	0.5
H4647	H5301	breathe	similar	prior	0.5
H4652	H6381	wonder	similar	prior	0.5
H4653	H6390	stream	similar	prior	0.5
H4654	H4651	refuse	similar	prior	0.5
H4656	H6459	idol	similar	prior	0.5
H4656	H0457	idol	similar	prior	0.5
H4656	H8251	abomination	similar	prior	0.5
H4656	H1544	idol	similar	prior	0.5
H4656	H6426	shudder	similar	prior	0.5
H4656	H6427	shuddering	similar	prior	0.5
H4656	H8606	terror	similar	prior	0.5
H4658	H7667	breaking	similar	prior	0.5
H4658	H6365	disaster	similar	prior	0.5
H4658	H0611	harm	similar	prior	0.5
H4658	H8074	be desolate	similar	prior	0.5
H4658	H4654	ruin	similar	prior	0.5
H4658	H5309	miscarriage	similar	prior	0.5
H4658	H4651	refuse	similar	prior	0.5
H4658	H5307	fall	similar	prior	0.5
H4659	H6466	work	similar	prior	0.5
H4660	H5311	storm	similar	prior	0.5
H4660	H4661	war-club	similar	prior	0.5
H4660	H5310	shatter	similar	prior	0.5
H4662	H6485	reckon	similar	prior	0.5
H4662	H6490	precept	similar	prior	0.5
H4662	H6488	oversight	similar	prior	0.5
H4663	H6490	precept	similar	prior	0.5
H4663	H6486	punishment	similar	prior	0.5
H4663	H6488	oversight	similar	prior	0.5
H4663	H6487	deposit	similar	prior	0.5
H4663	H4662	Muster (Gate)	similar	prior	0.5
H4663	H6496	overseer	similar	prior	0.5
H4663	H6485	reckon	similar	prior	0.5
H4665	H6677	neck	similar	prior	0.5
H4665	H6563	plunder	similar	prior	0.5
H4665	H6561	tear	similar	prior	0.5
H4666	H6566	spread	similar	prior	0.5
H4667	H6585	step	similar	prior	0.5
H4667	H6587	step	similar	prior	0.5
H4668	H6609	drawn sword	similar	prior	0.5
H4668	H6607	entrance	similar	prior	0.5
H4669	H6605	open	similar	prior	0.5
H4669	H6610	opening	similar	prior	0.5
H4669	H6607	entrance	similar	prior	0.5
H4669	H6609	drawn sword	similar	prior	0.5
H4669	H4668	key	similar	prior	0.5
H4670	H0624	storehouse	similar	prior	0.5
H4670	H5592	basin	similar	prior	0.5
H4670	H6620	cobra	similar	prior	0.5
H4671	H7179	stubble	similar	high	0.673
H4671	H8401	straw	similar	prior	0.5
H4672	H5381	overtake	similar	high	0.841
H4672	H1245	seek	similar	high	0.814
H4672	H0009	something lost	antonym	recall	0.404
H4673	H5333	garrison	similar	high	0.79
H4673	H5325	hilt	similar	prior	0.5
H4673	H4676	pillar	similar	prior	0.5
H4673	H4613	foothold	similar	prior	0.5
H4674	H4673	station	similar	prior	0.5
H4674	H1785	siegework	similar	prior	0.5
H4674	H5550	mound	similar	prior	0.5
H4674	H4676	pillar	similar	prior	0.5
H4674	H4675	guard	similar	prior	0.5
H4674	H5325	hilt	similar	prior	0.5
H4674	H4678	pillar	similar	prior	0.5
H4674	H4612	office	similar	prior	0.5
H4674	H4613	foothold	similar	prior	0.5
H4675	H4673	station	similar	prior	0.5
H4675	H5325	hilt	similar	prior	0.5
H4675	H4676	pillar	similar	prior	0.5
H4676	H1116	high place	similar	high	0.593
H4678	H4676	pillar	similar	prior	0.5
H4678	H5325	hilt	similar	prior	0.5
H4678	H4675	guard	similar	prior	0.5
H4678	H4673	station	similar	prior	0.5
H4680	H8354	drink	similar	prior	0.5
H4680	H7941	strong drink	similar	prior	0.5
H4682	H7550	flatbread	similar	high	0.952
H4682	H2471	bun	similar	high	0.94
H4682	H2557	leaven	antonym	recall	0.608
H4682	H3899	food	similar	prior	0.5
H4683	H4066	strife	similar	prior	0.5
H4683	H1624	stir up	similar	prior	0.5
H4683	H7379	strife	similar	prior	0.5
H4683	H5327	struggle	similar	prior	0.5
H4683	H4695	strife	similar	prior	0.5
H4684	H6670	cry out	similar	prior	0.5
H4685	H4345	grate	similar	prior	0.5
H4685	H6341	snare	similar	prior	0.5
H4685	H4692	siege	similar	prior	0.5
H4685	H4679	stronghold	similar	prior	0.5
H4685	H6719	hunter	similar	prior	0.5
H4686	H4581	security	similar	prior	0.5
H4686	H4679	stronghold	similar	prior	0.5
H4686	H6719	hunter	similar	prior	0.5
H4686	H4685	siegework	similar	prior	0.5
H4687	H2706	statute	similar	high	1.0
H4687	H8451	instruction	similar	high	0.948
H4687	H2708	statute	similar	high	0.866
H4687	H6680	command	similar	high	0.848
H4687	H1697	word	similar	high	0.707
H4687	H5715	testimony	similar	high	0.697
H4687	H5713	witness	similar	prior	0.5
H4687	H6673	command	similar	prior	0.5
H4687	H6725	signpost	similar	prior	0.5
H4688	H8415	abyss	similar	high	0.665
H4688	H4615	deep	similar	prior	0.5
H4690	H6693	press	similar	prior	0.5
H4690	H4689	distress	similar	prior	0.5
H4691	H6869	dearth	similar	high	0.656
H4691	H4689	distress	similar	prior	0.5
H4691	H6887	confine	similar	prior	0.5
H4691	H6365	disaster	similar	prior	0.5
H4691	H1942	desire	similar	prior	0.5
H4691	H6862	narrow	similar	prior	0.5
H4691	H4164	constraint	similar	prior	0.5
H4691	H6695	distress	similar	prior	0.5
H4691	H6693	press	similar	prior	0.5
H4692	H6696	confine	similar	high	0.811
H4692	H4694	fortress	similar	high	0.804
H4692	H4026	Tower	similar	high	0.736
H4694	H4692	siege	similar	high	0.804
H4694	H6887	confine	similar	prior	0.5
H4696	H6440	face	similar	prior	0.5
H4696	H1538	head	similar	prior	0.5
H4696	H4697	greave	similar	prior	0.5
H4698	H6750	tingle	similar	prior	0.5
H4698	H6767	buzzing	similar	prior	0.5
H4698	H4700	cymbal	similar	prior	0.5
H4700	H5035	bag	similar	high	1.0
H4700	H2689	trumpet	similar	high	0.931
H4700	H3658	lyre	similar	high	0.815
H4701	H6801	wrap	similar	prior	0.5
H4702	H3326	bed	similar	prior	0.5
H4702	H3331	lay	similar	prior	0.5
H4703	H6806	step	similar	prior	0.5
H4703	H1978	step	similar	prior	0.5
H4703	H7272	foot	similar	prior	0.5
H4703	H1869	tread	similar	prior	0.5
H4703	H6807	marching	similar	prior	0.5
H4705	H6996	small	similar	prior	0.5
H4705	H4592	little	similar	prior	0.5
H4705	H6812	youth	similar	prior	0.5
H4705	H6810	little	similar	prior	0.5
H4710	H8587	secret	similar	prior	0.5
H4710	H6828	north	similar	prior	0.5
H4710	H6830	northern	similar	prior	0.5
H4710	H6845	treasure	similar	prior	0.5
H4712	H6869	dearth	similar	prior	0.5
H4712	H4164	constraint	similar	prior	0.5
H4712	H4689	distress	similar	prior	0.5
H4712	H6862	narrow	similar	prior	0.5
H4712	H6872	bundle	similar	prior	0.5
H4712	H6887	confine	similar	prior	0.5
H4715	H3564	furnace	similar	prior	0.5
H4715	H6885	goldsmith	similar	prior	0.5
H4718	H6360	hammer	similar	prior	0.5
H4718	H4717	hammer	similar	prior	0.5
H4718	H5344	pierce	similar	prior	0.5
H4720	H6944	holiness	similar	high	0.954
H4720	H1964	temple	similar	high	0.655
H4720	H1004	place	similar	high	0.633
H4720	H4196	altar	similar	high	0.59
H4721	H6951	assembly	similar	prior	0.5
H4724	H4723	Kue	similar	prior	0.5
H4724	H6960	await	similar	prior	0.5
H4725	H0776	land	similar	prior	0.5
H4725	H4349	foundation	similar	prior	0.5
H4725	H4583	habitation	similar	prior	0.5
H4725	H8617	standing	similar	prior	0.5
H4725	H7012	rising	similar	prior	0.5
H4725	H7009	adversary	similar	prior	0.5
H4725	H6967	height	similar	prior	0.5
H4726	H4599	spring	similar	high	0.855
H4726	H0875	well	similar	prior	0.5
H4726	H1295	Pool	similar	prior	0.5
H4726	H4002	spring	similar	prior	0.5
H4726	H5869	eye	similar	prior	0.5
H4726	H7225	first	similar	prior	0.5
H4726	H4325	water	similar	high	0.494
H4727	H3948	teaching	similar	prior	0.5
H4728	H3948	teaching	similar	prior	0.5
H4728	H4457	tong	similar	prior	0.5
H4728	H4455	prey	similar	prior	0.5
H4728	H4727	taking	similar	prior	0.5
H4728	H3947	take	similar	prior	0.5
H4730	H7004	incense	similar	prior	0.5
H4730	H6988	incense	similar	prior	0.5
H4730	H4729	fumigation	similar	prior	0.5
H4731	H4938	support	similar	high	0.814
H4731	H4294	tribe	similar	prior	0.5
H4731	H6086	tree	similar	prior	0.5
H4733	H5892	excitement	similar	high	0.802
H4734	H6603	engraving	similar	high	0.765
H4734	H6458	hew	similar	prior	0.5
H4734	H7049	sling	similar	prior	0.5
H4734	H7050	sling	similar	prior	0.5
H4734	H7051	slinger	similar	prior	0.5
H4735	H6629	flock	similar	high	0.974
H4735	H0929	animal	similar	high	0.928
H4735	H7399	property	similar	high	0.924
H4735	H4736	purchase	similar	high	0.834
H4735	H1241	cattle	similar	high	0.759
H4735	H5739	flock	similar	prior	0.5
H4735	H7069	buy	similar	prior	0.5
H4736	H7075	acquisition	similar	high	0.969
H4736	H7069	buy	similar	prior	0.5
H4736	H4242	price	similar	prior	0.5
H4740	H6438	Corner (Gate)	similar	high	0.969
H4740	H2106	corner	similar	prior	0.5
H4740	H7106	scrape	similar	prior	0.5
H4741	H7102	cassia	similar	prior	0.5
H4741	H7106	scrape	similar	prior	0.5
H4743	H4127	melt	similar	high	0.608
H4743	H7426	be exalted	similar	prior	0.5
H4743	H1846	put out	similar	prior	0.5
H4743	H4716	decay	similar	prior	0.5
H4745	H6294	chance	similar	prior	0.5
H4745	H1697	word	similar	prior	0.5
H4745	H4746	rafter	similar	prior	0.5
H4745	H6982	beam	similar	prior	0.5
H4745	H7136	meet	similar	prior	0.5
H4745	H7176	town	similar	prior	0.5
H4745	H7151	town	similar	prior	0.5
H4745	H7147	hostility	similar	prior	0.5
H4745	H7137	accident	similar	prior	0.5
H4745	H4747	cool	similar	prior	0.5
H4746	H7151	town	similar	prior	0.5
H4746	H7137	accident	similar	prior	0.5
H4746	H7136	meet	similar	prior	0.5
H4746	H6982	beam	similar	prior	0.5
H4746	H7176	town	similar	prior	0.5
H4746	H7147	hostility	similar	prior	0.5
H4746	H4747	cool	similar	prior	0.5
H4748	H4749	beating	similar	prior	0.5
H4749	H6213	make	similar	prior	0.5
H4751	H4966	sweet	antonym	recall	0.473
H4753	H0174	aloe	similar	high	0.949
H4753	H7076	cinnamon	similar	high	0.908
H4753	H1314	spice	similar	high	0.712
H4753	H3828	frankincense	similar	high	0.614
H4753	H5561	spice	similar	prior	0.5
H4753	H6916	cassia	similar	prior	0.5
H4753	H7547	perfumery	similar	prior	0.5
H4753	H4787	bitterness	similar	prior	0.5
H4753	H4845	gall	similar	prior	0.5
H4753	H4843	provoke	similar	prior	0.5
H4753	H4472	bitterness	similar	prior	0.5
H4753	H4470	bitterness	similar	prior	0.5
H4753	H4844	bitterness	similar	prior	0.5
H4753	H4846	gall	similar	prior	0.5
H4753	H4815	bitter	similar	prior	0.5
H4753	H4751	bitter	similar	prior	0.5
H4753	H4814	bitterness	similar	prior	0.5
H4753	H4786	bitterness	similar	prior	0.5
H4753	H8563	bitterness	similar	prior	0.5
H4758	H4759	vision	similar	high	1.0
H4758	H1823	likeness	similar	high	0.791
H4758	H8389	appearance	similar	high	0.644
H4758	H2380	vision	similar	prior	0.5
H4758	H6754	image	similar	prior	0.5
H4758	H8388	border	similar	prior	0.5
H4758	H2472	dream	similar	prior	0.5
H4758	H7210	sight	similar	prior	0.5
H4758	H5869	eye	similar	prior	0.5
H4758	H7209	mirror	similar	prior	0.5
H4758	H7202	see	similar	prior	0.5
H4758	H7203	seer	similar	prior	0.5
H4758	H7200	see	similar	prior	0.5
H4759	H4758	appearance	similar	high	1.0
H4759	H2384	vision	similar	high	0.601
H4759	H7210	sight	similar	prior	0.5
H4759	H7209	mirror	similar	prior	0.5
H4759	H7200	see	similar	prior	0.5
H4759	H7203	seer	similar	prior	0.5
H4760	H7209	mirror	similar	prior	0.5
H4760	H4758	appearance	similar	prior	0.5
H4760	H7210	sight	similar	prior	0.5
H4760	H4759	vision	similar	prior	0.5
H4763	H7225	first	similar	prior	0.5
H4763	H7222	top	similar	prior	0.5
H4766	H4768	greatness	similar	prior	0.5
H4766	H0697	locust	similar	prior	0.5
H4766	H8635	increase	similar	prior	0.5
H4767	H8636	increment	similar	prior	0.5
H4767	H0697	locust	similar	prior	0.5
H4767	H8635	increase	similar	prior	0.5
H4767	H4768	greatness	similar	prior	0.5
H4767	H4766	abundance	similar	prior	0.5
H4768	H7230	abundance	similar	prior	0.5
H4768	H8635	increase	similar	prior	0.5
H4768	H0697	locust	similar	prior	0.5
H4769	H7258	rest	similar	prior	0.5
H4770	H4806	fatling	similar	high	0.564
H4770	H0723	stall	similar	prior	0.5
H4772	H7273	on foot	similar	prior	0.5
H4772	H7270	spy	similar	prior	0.5
H4772	H7272	foot	similar	prior	0.5
H4774	H7280	disturb	similar	prior	0.5
H4774	H4771	rest	similar	prior	0.5
H4774	H7282	restful	similar	prior	0.5
H4775	H6586	transgress	similar	high	0.659
H4775	H5637	rebel	similar	prior	0.5
H4775	H4784	rebel	similar	prior	0.5
H4777	H4780	rebellious	similar	prior	0.5
H4777	H4775	rebel	similar	prior	0.5
H4779	H8519	murmuring	similar	prior	0.5
H4779	H4776	rebellion	similar	prior	0.5
H4780	H4775	rebel	similar	prior	0.5
H4783	H7291	pursue	similar	prior	0.5
H4784	H4805	Egypt	similar	high	0.701
H4784	H5627	revolt	similar	high	0.649
H4784	H7147	hostility	similar	prior	0.5
H4784	H5637	rebel	similar	prior	0.5
H4786	H4751	bitter	similar	prior	0.5
H4787	H4843	provoke	similar	prior	0.5
H4787	H4751	bitter	similar	prior	0.5
H4787	H4846	gall	similar	prior	0.5
H4787	H4845	gall	similar	prior	0.5
H4787	H4472	bitterness	similar	prior	0.5
H4787	H4786	bitterness	similar	prior	0.5
H4788	H5074	wander	similar	prior	0.5
H4788	H6041	afflicted	similar	prior	0.5
H4788	H7300	roam	similar	prior	0.5
H4791	H7311	exalt	similar	high	0.881
H4791	H8641	contribution	similar	prior	0.5
H4791	H7427	uplifting	similar	prior	0.5
H4791	H8642	contribution	similar	prior	0.5
H4793	H4794	running	similar	prior	0.5
H4793	H7323	run	similar	prior	0.5
H4794	H1979	walk	similar	prior	0.5
H4800	H7337	enlarge	similar	prior	0.5
H4800	H7338	breadth	similar	prior	0.5
H4800	H7339	street	similar	prior	0.5
H4800	H7341	width	similar	prior	0.5
H4800	H7342	Broad	similar	prior	0.5
H4801	H7350	distant	similar	high	1.0
H4801	H7369	removed	similar	prior	0.5
H4802	H4227	griddle	similar	prior	0.5
H4803	H1633	reserve	similar	prior	0.5
H4803	H4593	sharp	similar	prior	0.5
H4805	H4784	rebel	similar	high	0.701
H4805	H4776	rebellion	similar	prior	0.5
H4805	H6588	transgression	similar	prior	0.5
H4806	H7794	cattle	similar	prior	0.5
H4806	H6510	heifer	similar	prior	0.5
H4806	H5695	calf	similar	prior	0.5
H4806	H4770	stall	similar	prior	0.5
H4806	H4760	crop	similar	prior	0.5
H4808	H7379	strife	similar	prior	0.5
H4814	H4843	provoke	similar	prior	0.5
H4814	H4846	gall	similar	prior	0.5
H4814	H4845	gall	similar	prior	0.5
H4814	H4751	bitter	similar	prior	0.5
H4814	H4472	bitterness	similar	prior	0.5
H4814	H4786	bitterness	similar	prior	0.5
H4814	H4787	bitterness	similar	prior	0.5
H4815	H4470	bitterness	similar	prior	0.5
H4815	H8563	bitterness	similar	prior	0.5
H4815	H4786	bitterness	similar	prior	0.5
H4815	H4814	bitterness	similar	prior	0.5
H4815	H4843	provoke	similar	prior	0.5
H4815	H4751	bitter	similar	prior	0.5
H4815	H4472	bitterness	similar	prior	0.5
H4815	H4787	bitterness	similar	prior	0.5
H4815	H4845	gall	similar	prior	0.5
H4815	H4844	bitterness	similar	prior	0.5
H4815	H4846	gall	similar	prior	0.5
H4816	H7391	tenderness	similar	prior	0.5
H4816	H7390	tender	similar	prior	0.5
H4818	H7393	chariot	similar	high	1.0
H4818	H5483	swallow	similar	high	0.96
H4818	H6571	horse	similar	high	0.689
H4818	H0212	wheel	similar	high	0.686
H4818	H4817	chariot	similar	prior	0.5
H4818	H7409	steed	similar	prior	0.5
H4818	H5699	cart	similar	prior	0.5
H4818	H7395	charioteer	similar	prior	0.5
H4818	H7398	chariot	similar	prior	0.5
H4819	H7404	merchandise	similar	prior	0.5
H4819	H7400	slander	similar	prior	0.5
H4819	H7402	trade	similar	prior	0.5
H4820	H7423	deceit	similar	high	1.0
H4820	H8267	deception	similar	high	0.799
H4820	H3577	lie	similar	high	0.769
H4820	H3585	lie	similar	prior	0.5
H4823	H7429	trample	similar	high	0.61
H4827	H7489	be evil	similar	prior	0.5
H4828	H0157	love	similar	prior	0.5
H4828	H7463	friend	similar	prior	0.5
H4829	H7473	shepherd	similar	prior	0.5
H4829	H7471	pasture	similar	prior	0.5
H4829	H4830	pasturing	similar	prior	0.5
H4830	H6629	flock	similar	high	0.68
H4830	H4829	pasture	similar	prior	0.5
H4830	H7473	shepherd	similar	prior	0.5
H4830	H7471	pasture	similar	prior	0.5
H4832	H7495	heal	similar	high	0.859
H4832	H0724	health	similar	prior	0.5
H4832	H7499	remedy	similar	prior	0.5
H4834	H7451	bad	similar	prior	0.5
H4834	H3512	be disheartened	similar	prior	0.5
H4837	H7531	pavement	similar	prior	0.5
H4838	H4803	smooth	similar	prior	0.5
H4838	H5561	spice	similar	prior	0.5
H4838	H4795	rubbing	similar	prior	0.5
H4838	H8562	cosmetic	similar	prior	0.5
H4839	H5518	pot	similar	high	0.604
H4839	H1320	flesh	similar	prior	0.5
H4840	H7544	spice	similar	prior	0.5
H4840	H7545	spice	similar	prior	0.5
H4840	H7546	perfumer	similar	prior	0.5
H4840	H7548	perfumer	similar	prior	0.5
H4840	H4842	ointment	similar	prior	0.5
H4840	H7547	perfumery	similar	prior	0.5
H4840	H4841	ointment pot	similar	prior	0.5
