# non-dominant (polysemous) senses needing translation per language; the dominant sense of each (lex,stem) localizes for free via the per-stem gloss
lex	stem	sense	en_gloss	share
GWR[	hit	2	they assemble themselves	0.333
GWZL/		2	ones	0.5
GWZ[	qal	2	it passes away	0.5
GXL=/		2	burning coals	0.143
GZ/		2	the mowings	0.25
GZ/		3	mown grass	0.25
GZ</		2	stump	0.333
GZL[	qal	2	tear away	0.069
GZL[	qal	3	take away	0.034
GZL[	qal	4	a stolen	0.034
GZL[	qal	5	[one	0.034
GZL[	qal	6	I stole	0.034
GZL[	qal	7	people tear away	0.034
GZL[	qal	8	they snatch away	0.034
GZRH=/		2	place	0.375
GZRH=/		3	polishing	0.125
GZZ[	qal	2	shear	0.357
HDP[	qal	2	you push	0.167
HDP[	qal	3	people	0.167
HDP[	qal	4	he rejects	0.167
HDR/		2	glory	0.033
HDRH/		2	glory	0.2
HDS/		2	trees	0.5
HGH/		2	a sigh	0.333
HGH/		3	rumbling	0.333
HGH[	qal	2	I moan	0.13
HGH[	qal	3	you will groan	0.087
HGH[	qal	4	they devise	0.087
HGH[	qal	5	it growls	0.043
HGH[	qal	6	they make a sound	0.043
HGH[	qal	7	it considers	0.043
HGH[	qal	8	it plots	0.043
HGJWN/		2	the meditation	0.25
HGJWN/		3	a melody	0.25
HGJWN/		4	muttering	0.25
HGR/		2	O Hagar	0.167
HJH[	nif	2	realized	0.095
HJH[	nif	3	you have become	0.048
HJH[	nif	4	I was exhausted	0.048
HJH[	qal	2	when	0.002
HJH[	qal	3	people were	0.002
HJH[	qal	4	about to be	0.001
HJH[	qal	5	any was	0.001
HJH[	qal	6	they will remain	0.001
HJH[	qal	7	expressly (come)	0.001
HJH[	qal	8	exactly (be)	0.001
HJKL/		2	your own	0.013
HLJKH/		2	processions	0.333
HLJKH/		3	the caravans	0.167
HLK/		2	a visitor	0.5
HLK[	hif	10	[when	0.03
HLK[	hif	11	I will make go	0.03
HLK[	hif	12	I will cause to walk	0.03
HLK[	hif	13	it will carry	0.03
HLK[	hif	2	he brought	0.091
HLK[	hif	3	I made walk	0.061
HLK[	hif	4	leading away	0.061
HLK[	hif	5	he drove	0.03
HLK[	hif	6	will I bring	0.03
HLK[	hif	7	he led away	0.03
HLK[	hif	8	caused to go	0.03
HLK[	hif	9	caused	0.03
HLK[	hit	2	they dispersed	0.016
HLK[	hit	3	about	0.016
HLK[	hit	4	moving about	0.016
HLK[	hit	5	it will go	0.016
HLK[	piel	2	they go	0.091
HLK[	piel	3	I have gone about	0.091
HLK[	piel	4	we walked about	0.091
HLK[	piel	5	he went about	0.045
HLK[	piel	6	they go about	0.045
HLK[	piel	7	a traveler	0.045
HLK[	piel	8	they went	0.045
HLK[	piel	9	they have prowled	0.045
HLK[	qal	10	people went	0.001
HLK[	qal	2	he goes about	0.002
HLK[	qal	3	go about	0.001
HLK[	qal	4	walkers	0.001
HLK[	qal	5	they have gone away	0.001
HLK[	qal	6	who is] about to go away	0.001
HLK[	qal	7	we want to go	0.001
HLK[	qal	8	than going	0.001
HLK[	qal	9	than to go	0.001
HLL[	hit	2	she will be praised	0.043
HLL[	piel	2	he boasts	0.02
HLM[	qal	2	strikes	0.2
HLWLJM/		2	rejoicings	0.5
HMH		2	than them	0.077
HMH[	qal	2	are you in turmoil	0.094
HMH[	qal	3	I will murmur	0.062
HMH[	qal	4	noisy	0.062
HMH[	qal	5	boisterous	0.062
HMH[	qal	6	they make a sound	0.031
HMH[	qal	7	people	0.031
HMM[	qal	2	disturb	0.286
HMM[	qal	3	he sets in motion	0.143
HMWN/		2	the uproar	0.012
HMWN/		3	the din	0.012
HMWN/		4	than wealth	0.012
HNH==		2	hither	0.333
HPK[	hit	2	tumbling	0.25
HPK[	hit	3	turning every way	0.25
HPK[	hit	4	it is changed	0.25
HPK[	nif	2	it turned back	0.029
HPK[	nif	3	about to be overturned	0.029
HPK[	nif	4	perverted	0.029
HPK[	nif	5	it has been overturned	0.029
HPK[	nif	6	it was reversed	0.029
HPK[	qal	2	turn around	0.058
HPK[	qal	3	turned over	0.038
HPK[	qal	4	they turned round	0.019
HPK[	qal	5	I will restore	0.019
HPK[	qal	6	they turned back	0.019
HPK[	qal	7	they devastate	0.019
HPK[	qal	8	he overturns	0.019
HPK[	qal	9	was] overthrown	0.019
HR/		2	than mountains	0.002
HRG[	pual	2	we have been killed	0.5
HRG[	qal	2	they slew	0.016
HRG[	qal	3	about to kill	0.008
HRG[	qal	4	immediately (kill)	0.008
HRG[	qal	5	certainly (kill)	0.008
HRG[	qal	6	murdered	0.008
HRG[	qal	7	he will slay	0.008
HRG[	qal	8	murderers	0.008
HRG[	qal	9	[one	0.008
HRH[	qal	2	we were pregnant	0.026
HRH[	qal	3	the [one	0.026
HRS[	nif	2	they will be thrown down	0.143
HRS[	nif	3	it was broken down	0.143
HRS[	piel	2	[those	0.5
HRS[	qal	2	they should break through	0.08
HRS[	qal	3	you threw down	0.04
HRS[	qal	4	about to tear down	0.04
HRS[	qal	5	break away	0.04
HWH[	qal	2	about to become	0.2
J<D[	nif	2	I meet	0.421
J<D[	nif	3	they assembled	0.053
J<R/		2	O forest	0.019
J<R=/		2	honeycomb	0.5
J<Y[	nif	2	counseling	0.182
J<Y[	nif	3	did he take counsel	0.136
J<Y[	nif	4	receive advice	0.045
J<Y[	nif	5	he had taken counsel	0.045
J<Y[	qal	2	I will give counsel	0.021
J>C[	nif	2	he will desist	0.2
J>L[	hif	2	I have undertaken	0.111
J>L[	hif	3	he undertook	0.056
J>R/		2	the River	0.19
J>R/		3	shafts	0.048
J>R=/		2	light	0.023
JBCH/		2	dry ground	0.143
JBCT/		2	dry land	0.5
JBC[	hif	2	I will dry up	0.2
JBC[	piel	2	it dries up	0.5
JBC[	qal	2	they have become dry	0.025
JBC[	qal	3	they became dry	0.025
JBC[	qal	4	totally (wither)	0.025
JBMT/		2	sister-in-law	0.4
JBWSJ/		2	be] like a Jebusite	0.024
JC<[	hif	2	about	0.014
JC<[	hif	3	at all (deliver)	0.007
JC<[	hif	4	about to save	0.007
JC<[	hif	5	O deliverer	0.007
JC<[	hif	6	it has given victory	0.007
JC<[	nif	2	victorious	0.05
JCB[	hof	2	it will be inhabited	0.5
JCB[	nif	2	O inhabited	0.125
JCB[	qal	2	O dwell	0.002
JCB[	qal	3	people will dwell	0.002
JCB[	qal	4	of dweller	0.001
JCB[	qal	5	really (sit)	0.001
JCB[	qal	6	you will stay	0.001
JCB[	qal	7	those who were] dwelling	0.001
JCB[	qal	8	anyone dwells	0.001
JCB[	qal	9	inhabited	0.001
JCN=/		2	old	0.333
JCN[	nif	2	grown old	0.333
JCR/		2	right	0.386
JCR/		3	O upright	0.009
JCR[	hif	2	let them look straight	0.5
JCR[	piel	2	I will make smooth	0.25
JCR[	piel	3	I approve	0.125
JCR[	qal	2	they were straight	0.077
JCR[	qal	3	it is upright	0.077
JCV[	hif	2	he holds out	0.333
JCW<H/		2	rescue	0.013
JCW<H/		3	prosperity	0.013
JD/		2	their own hands	0.001
JD/		3	two hands	0.001
JD<[	hif	2	about	0.035
JD<[	hif	3	has made know	0.018
JD<[	hif	4	show	0.018
JD<[	hif	5	he taught	0.018
JD<[	hif	6	teach	0.018
JD<[	hif	7	were] leading	0.018
JD<[	hit	2	I make myself known	0.5
JD<[	nif	2	he will be recognized	0.025
JD<[	nif	3	he will become known	0.025
JD<[	qal	10	acquaintances	0.001
JD<[	qal	11	I want to know	0.001
JD<[	qal	12	learn	0.001
JD<[	qal	13	you will take note of	0.001
JD<[	qal	14	who] has knowledge	0.001
JD<[	qal	2	I realized	0.001
JD<[	qal	3	you experienced	0.001
JD<[	qal	4	[one	0.001
JD<[	qal	5	ever (know)	0.001
JD<[	qal	6	people knew	0.001
JD<[	qal	7	O know	0.001
JD<[	qal	8	acquainted	0.001
JD<[	qal	9	he distinguishes	0.001
JDH[	hif	2	I will confess	0.015
JDH[	hif	3	people	0.015
JDH[	hif	4	confesses	0.015
JDH[	hif	5	he gave thanks	0.015
JDH[	hif	6	thanksgiving	0.015
JDH[	hit	2	giving thanks	0.1
JDJD/		2	lovely	0.125
JDWTWN=/		2	of Jedithun	0.071
JFR>L/		2	O Israel	0.017
JG</		2	wearisome	0.333
JG<[	qal	2	you have grown weary	0.05
JG<[	qal	3	you became weary	0.05
JGJ</		2	the produce	0.062
JGJ</		3	the result	0.062
JGJ</		4	labor	0.062
JH/		2	O Yahweh	0.061
JHB[	qal	2	ascribe	0.303
JHB[	qal	3	provide	0.061
JHB[	qal	4	set	0.03
JHW>/		2	O Jehu	0.017
JHWC</		2	O Joshua	0.009
JHWD/		2	Judea	0.143
JHWDH/		2	O Judah	0.01
JJN/		2	be] like the wine	0.007
JKL[	qal	2	I am able to endure	0.005
JKL[	qal	3	they will succeed	0.005
JKX[	hif	2	you have appointed	0.043
JKX[	hif	3	a proof	0.043
JKX[	hif	4	who] adjudicates	0.021
JKX[	hif	5	an arbiter	0.021
JKX[	hif	6	corrects	0.021
JKX[	hif	7	reproof	0.021
JKX[	hif	8	may he judge	0.021
JKX[	nif	2	let us argue our case together	0.333
JKX[	nif	3	reasoning	0.333
JLD/		2	young	0.022
JLD/		3	a young man	0.011
JLD/		4	sons	0.011
JLD/		5	ones	0.011
JLD[	hif	2	I cause to bring forth	0.011
JLD[	hif	3	he became a father	0.006
JLD[	hif	4	they bring forth	0.006
JLD[	piel	2	midwife	0.333
JLD[	qal	2	bearing children	0.018
JLD[	qal	3	they bore children	0.009
JLD[	qal	4	begot	0.009
JLD[	qal	5	begets	0.009
JLD[	qal	6	about to bear	0.005
JLD[	qal	7	my giving	0.005
JLD[	qal	8	they will father children	0.005
JLJD/		2	one born	0.385
JMJN/		2	side	0.007
JMNH/		2	the Imnahite	0.2
JMNJ/		2	south	0.061
JMN[	hif	2	using right hand	0.2
JNCWP/		2	great owl	0.333
JNH[	hif	2	he oppressed	0.231
JNH[	hif	3	they have maltreated	0.154
JNH[	hif	4	oppress	0.154
JNH[	hif	5	[those	0.077
JNH[	qal	2	oppresses	0.25
JNQ[	hif	2	suckle	0.429
JNQ[	hif	3	milking	0.143
JP<[	hif	2	shine forth	0.25
JP<[	hif	3	shine	0.125
JP<[	hif	4	he makes shine forth	0.125
JPH/		2	good looking	0.071
JQ<[	qal	2	it should be alienated	0.5
JQC[	qal	2	of fowlers	0.25
JQC[	qal	3	they have laid	0.25
JQC[	qal	4	ensnared	0.25
JQR/		2	splendid	0.057
JQR/		3	your noble	0.057
JQR/		4	rare	0.029
JQR/		5	be] like a splendid	0.029
JQR/		6	prized	0.029
JQR/		7	weighty	0.029
JQR=/		2	precious thing	0.118
JQR=/		3	thing	0.059
JQR=/		4	the value	0.059
JQR=/		5	of preciousness	0.059
JQY[	qal	2	he will awake	0.182
JR>[	piel	2	make	0.5
JR>[	qal	2	people	0.004
JR>[	qal	3	people will be afraid	0.004
JRB<M/		2	O Jeroboam	0.01
JRC[	hif	2	it took possession of	0.041
JRC[	hif	3	about to dispossess	0.02
JRC[	hif	4	making poor	0.02
JRC[	hif	5	you will cause to inherit	0.02
JRC[	piel	2	impoverish	0.5
JRC[	qal	2	take	0.237
JRC[	qal	3	about to dispossess	0.015
JRC[	qal	4	have you taken possession?	0.007
JRC[	qal	5	[those	0.007
JRD[	hif	2	she put down	0.043
JRD[	hif	3	you will cause to go down	0.043
JRD[	hif	4	they took down	0.043
JRD[	hif	5	he made to flow down	0.043
JRD[	hif	6	people	0.022
JRD[	hif	7	he has sent down	0.022
JRD[	hif	8	send down	0.022
JRD[	hof	2	it was taken down	0.167
JRD[	qal	2	falls	0.003
JRD[	qal	3	about to come down	0.003
JRD[	qal	4	O go down	0.003
JRH===[	hif	2	he will rain down	0.5
JRH=[	hif	2	archers	0.182
JRH=[	hif	3	they shot arrows	0.182
JRH=[	hif	4	about to shoot	0.091
JRH=[	hif	5	he shot	0.091
JRH=[	hif	6	he will be watered	0.091
JRH=[	qal	2	throws	0.143
JRH=[	qal	3	he shot	0.143
JRH=[	qal	4	archers	0.143
JRH=[	qal	5	I have set up	0.071
JRH=[	qal	6	he has thrown	0.071
JRH=[	qal	7	really (shot)	0.071
JRH=[	qal	8	did he lay	0.071
JRH[	hif	2	show	0.04
JRH[	hif	3	pointing	0.04
JRKH/		2	side	0.036
JRQWN/		2	paleness	0.167
JRQ[	qal	2	she will spit	0.333
JRWCLM/		2	than Jerusalem	0.002
JRX=/		2	O moon	0.037
JSP[	nif	2	increased	0.167
JSR[	nif	2	I was disciplined	0.4
JSR[	piel	2	I instructed	0.091
JSR[	piel	3	they will punish	0.045
JSR[	piel	4	correct	0.045
JSR[	piel	5	chasten	0.045
JSR[	piel	6	severely (discipline)	0.045
JSR[	qal	2	admonishes	0.333
JSR[	qal	3	an instructor	0.333
JSWD/		2	foundation	0.471
JTB[	peal	2	it will sit	0.25
JTB[	peal	3	dwelling	0.25
JTD/		2	a spade	0.042
JTR/		2	the remnant	0.042
JTR/		3	excellence	0.032
JTR=/		2	bowstring	0.333
JTR=/		3	tent-cord	0.167
JTRWN/		2	profit	0.1
JTR[	hif	2	excel	0.045
JTR[	hif	3	it will remain	0.045
JTR[	hif	4	I will leave behind	0.045
JTR[	hif	5	she had excess	0.045
JTR[	nif	2	over	0.012
JTR[	nif	3	it will be left over	0.012
JTR[	nif	4	I remained behind	0.012
JVB[	hif	2	really (make good)	0.02
JVB[	hif	3	rightly (do well)	0.02
JVB[	qal	2	you been made good?	0.023
JW>XZ/		2	of Joahaz	0.25
JWBL/		2	rams' horns	0.148
JWM/		2	than the day	0.0
JWN=/		2	of Greece	0.273
JWN=/		3	O Greece	0.091
JWNH/		2	yonath-	0.031
JWNQT/		2	its young shoots	0.167
JWNQT/		3	its young	0.167
JWNTN/		2	O Jonathan	0.024
JWTR/		2	excessively	0.222
JWTR/		3	rest	0.111
JXD/		2	unity	0.022
JXZQ>L/		2	Jehezkel	0.333
JY>[	hif	10	you lead out?	0.005
JY>[	hif	11	spreads	0.005
JY>[	hif	12	he sent out	0.005
JY>[	hif	2	he led out	0.014
JY>[	hif	3	someone will bring out	0.005
JY>[	hif	4	it had put forth	0.005
JY>[	hif	5	forth	0.005
JY>[	hif	6	he has sent forth	0.005
JY>[	hif	7	he made go out	0.005
JY>[	hif	8	people will bring out	0.005
JY>[	hif	9	deliver	0.005
JY>[	hof	2	about to be brought out	0.2
JY>[	qal	2	get out	0.003
JY>[	qal	3	just (go out)	0.001
JY>[	qal	4	ever (go out)	0.001
JY>[	qal	5	certainly (go out)	0.001
JY>[	qal	6	I went outside	0.001
JYB[	hit	2	take	0.042
JYB[	hit	3	stand firm	0.021
JYB[	hit	4	when presented themselves	0.021
JYB[	hit	5	they stand forth	0.021
JYJB/		2	truth	0.2
JYQ[	hif	2	pouring out	0.5
JYQ[	hof	2	cast	0.375
JYQ[	hof	3	firmly established	0.125
JYQ[	hof	4	molten	0.125
JYR/		2	form	0.222
JYR/		3	a pot	0.111
JYR[	qal	2	potter	0.031
JYR[	qal	3	I have planned	0.031
JYR[	qal	4	about to fashion	0.031
JYR[	qal	5	fashions	0.031
JYT[	hif	2	they set on fire	0.412
JYT[	hif	3	set	0.059
JYT[	hif	4	about to kindle	0.059
JYT[	nif	2	they have been burned	0.4
JYT[	nif	3	they are left desolate	0.2
K<S[	hif	2	to anger	0.029
K<S[	hif	3	I will disturb	0.029
K<S[	qal	2	he is vexed	0.167
K<S[	qal	3	become angry	0.167
K>B[	hif	2	you will spoil	0.333
KBC[	nif	2	forced into slavery	0.2
KBC[	qal	2	violate	0.143
KBD/		2	wealthy	0.024
KBD[	hif	2	he made unresponsive	0.25
KBD[	hif	3	he will honor	0.062
KBD[	hif	4	display honor	0.062
KBD[	nif	2	I will gain honor	0.071
KBD[	nif	3	glorious	0.071
KBD[	nif	4	abounding	0.036
KBD[	piel	2	[those	0.08
KBD[	piel	3	they hardened	0.08
KBD[	piel	4	people honor	0.04
KBD[	pual	2	honorable	0.333
KBD[	qal	2	it was unresponsive	0.045
KBD[	qal	3	let him be glorified	0.045
KBF/		2	been] like a lamb	0.009
KBJR/		2	old	0.1
KBJR/		3	much	0.1
KBS[	piel	2	of washers	0.023
KBWD/		2	than honor	0.01
KBWD/		3	their own honor	0.005
KBWDH/		2	valuable	0.333
KCL[	hif	2	overthrow	0.333
KCL[	hif	3	they bring injury	0.167
KCL[	hif	4	he has made feeble	0.167
KCL[	qal	2	people will stumble	0.034
KCP[	piel	2	a sorceress	0.167
KCP[	piel	3	he practiced sorcery	0.167
KCRWN/		2	profit	0.333
KCR[	qal	2	it is proper	0.5
KHH/		2	faint	0.143
KHN[	piel	2	he acts like a priest	0.05
KJWR/		2	pot	0.087
KJWR/		3	a platform	0.043
KKR/		2	district	0.029
KKR/		3	round loaves	0.029
KKR/		4	the plain	0.015
KKR/		5	a round cover	0.015
KKR/		6	the surrounding region	0.015
KL/		2	be] like all	0.0
KL/		3	belong] to all	0.0
KL/		4	one	0.0
KL/		5	the whole	0.0
KL/		6	than everything	0.0
KL/		7	than everyone	0.0
KL>[	qal	2	withhold	0.25
KL>[	qal	3	shut up	0.25
KL>[	qal	4	they have withheld	0.167
KLH/		2	O bride	0.059
KLJ/		2	garment	0.003
KLJ/		3	ornaments	0.003
KLJ/		4	than weapons	0.003
KLJL/		2	an entirety	0.267
KLJL/		3	perfect	0.267
KLJL/		4	entirely	0.067
KLJWN/		2	annihilation	0.5
KLMH/		2	ignomini	0.033
KLM[	hif	2	to exhibit shame	0.2
KLM[	hif	3	he shames	0.2
KMR[	nif	2	they grew warm	0.25
KMR[	nif	3	they have grown hot	0.25
KMW		2	according	0.015
KMW		3	when	0.008
KN		2	such	0.01
KN		3	fore	0.005
KN/		2	honest	0.192
KN/		3	true	0.038
KN<N/		2	O Canaan	0.011
KN<[	hif	2	humble	0.375
KNM>		2	accordingly	0.2
KNP/		2	the extremity	0.009
KNP/		3	of my garment	0.009
KP/		2	paws	0.005
KP/		3	of the hollow	0.005
KP/		4	both hands	0.005
KP/		5	the handles	0.005
KPH/		2	his palm	0.333
KPJR/		2	your young	0.032
KPN/		2	hunger	0.5
KPR====/		2	henna plants	0.333
KPR====/		3	villages	0.333
KPR[	piel	2	I will cover	0.012
KPR[	piel	3	will I make amends	0.012
KPR[	pual	2	it will be annulled	0.143
KPTWR/		2	capital	0.111
KPT[	pael	2	bind	0.333
KR/		2	battering-rams	0.25
KR<[	hif	2	exceedingly (bring low)	0.2
KR<[	hif	3	make	0.2
KR<[	qal	2	it crouched	0.036
KR<[	qal	3	he sank down	0.036
KR<[	qal	4	anyone kneeled down	0.036
KR<[	qal	5	bending	0.036
KR<[	qal	6	he knelt	0.036
KRH=[	qal	2	you will buy	0.333
KRH[	qal	2	digging up	0.083
KRM=/		2	O vinedressers	0.2
KRML/		2	its plantation	0.143
KRT[	nif	2	it was chewed	0.014
KRT[	nif	3	certainly (cut off)	0.014
KRT[	qal	2	cutter	0.015
KRT[	qal	3	about to make	0.008
KRT[	qal	4	that people may cut	0.008
KRT[	qal	5	someone	0.008
KRWB/		2	O cherub	0.011
KS>/		2	than the throne	0.007
KS>/		3	than	0.007
KS>/		4	a chair	0.007
KS>=/		2	the full moon	0.5
KSH[	hit	2	people will cover themselves	0.125
KSH[	qal	2	covered	0.333
KSL/		2	stupidity	0.333
KSLH/		2	confidence	0.5
KSP/		2	than silver	0.007
KSP[	nif	2	ashamed	0.25
KTB[	piel	2	they wrote	0.5
KTJ/		2	Cyprus	0.375
KTM/		2	than (the) gold	0.111
KTR/		2	a head-dress	0.333
KTR[	piel	2	wait	0.5
KTT[	hof	2	they are crushed to pieces	0.25
KTT[	piel	2	he crushed	0.4
KTT[	piel	3	he crushed to pieces	0.2
KTT[	qal	2	beat	0.2
KWKB/		2	than the stars	0.027
KWL[	hif	2	to hold in	0.091
KWL[	piel	2	sustain	0.125
KWL[	piel	3	endure	0.125
KWL[	piel	4	to hold in	0.062
KWL[	piel	5	he maintains	0.062
KWN[	hif	2	he appointed	0.019
KWN[	hif	3	firmly	0.01
KWN[	hif	4	to make firm	0.01
KWN[	hif	5	he gave attention	0.01
KWN[	hof	2	established	0.333
KWN[	nif	2	a reliable	0.045
KWN[	nif	3	they were firm	0.015
KWN[	piel	2	give attention	0.05
KWN[	pual	2	they are established	0.5
KX/		2	wealth	0.008
KX/		3	his own	0.008
KXC/		2	lies	0.167
KXC/		3	leanness	0.167
KXC[	piel	2	they cringed	0.167
KXC[	piel	3	he lied	0.056
KXD[	nif	2	it is hidden	0.364
KXD[	piel	2	I have hidden	0.267
KZB[	nif	2	you will be proved a liar	0.5
KZB[	piel	2	tell a lie	0.182
KZB[	piel	3	they will fail	0.091
KZB[	piel	4	he told a lie	0.091
KZB[	piel	5	they lied	0.091
L<G=/		2	of mockers	0.5
L>		2	O not	0.031
L>H/		2	than Leah	0.029
L>M/		2	than a people	0.032
LBB/		2	his own heart	0.004
LBC[	qal	2	you are dressing	0.036
LBC[	qal	3	he has worn	0.018
LBNH/		2	of (the) pavement	0.083
LBNWN/		2	O Lebanon	0.014
LCD/		2	juice	0.5
LCWN/		2	its own	0.009
LCWN/		3	O tongue	0.009
LHV[	qal	2	blazing	0.5
LJN[	hit	2	it passes the night	0.5
LJN[	qal	2	I want to lodge	0.015
LJN[	qal	3	it dwells	0.015
LJY[	hif	2	interpreter	0.125
LJY[	hif	3	spokesmen	0.125
LJY[	hif	4	a mediator	0.125
LJY[	hif	5	the envoys	0.125
LKD[	hit	2	they grasp one another	0.5
LKD[	qal	2	they catch	0.07
LKD[	qal	3	he took	0.018
LKD[	qal	4	he had taken	0.018
LKD[	qal	5	I should take	0.018
LKD[	qal	6	it has caught	0.018
LKD[	qal	7	than captures	0.018
LKD[	qal	8	people	0.018
LMD[	piel	2	who] trains	0.067
LMD[	piel	3	about to teach	0.022
LMD[	piel	4	teachers	0.022
LMD[	piel	5	will anyone teach	0.022
LMD[	piel	6	[those	0.022
LMD[	pual	2	has been taught	0.2
LMD[	qal	2	really (learn)	0.045
LMD[	qal	3	trained	0.045
LMW>L/		2	O Lemuel	0.5
LPJD/		2	lightning(s)	0.077
LQQ[	qal	2	they lapped up	0.4
LQV[	piel	2	he picked up	0.048
LQV[	qal	2	glean	0.083
LQX/		2	persuasiveness	0.333
LQX/		3	learning	0.222
LQX/		4	insight	0.111
LQX[	hof	2	let it be brought	0.167
LQX[	pual	2	he was taken away	0.125
LQX[	qal	2	they took away	0.006
LQX[	qal	3	someone will take	0.001
LQX[	qal	4	seize	0.001
LQX[	qal	5	they will choose	0.001
LQX[	qal	6	O take	0.001
LQX[	qal	7	will anyone take	0.001
LV/		2	enchantments	0.429
LVC[	qal	2	a sharpener	0.25
LWH=[	hif	2	lender	0.143
LWH=[	qal	2	borrower	0.2
LWJ/		2	Levi	0.2
LWN[	hif	2	they caused to grumble	0.111
LWX/		2	of boards	0.07
LWX/		3	plates	0.023
LWX/		4	planks	0.023
LX=/		2	moist	0.333
LXC/		2	a whisper	0.2
LXM/		2	be] like bread	0.003
LXM=[	qal	2	eaten	0.167
LXM[	nif	2	ever (wage war)	0.006
LXY[	qal	2	[those	0.2
LXY[	qal	3	it squeezed	0.067
LXY[	qal	4	they pressed	0.067
LXY[	qal	5	you will push	0.067
M<BR/		2	the pass	0.333
M<BR/		3	blow	0.333
M<BRH/		2	passes	0.125
M<BRH/		3	pass	0.125
M<DN/		2	delights	0.333
M<D[	qal	2	slipping	0.2
M<FH/		2	construction(s)	0.009
M<FH/		3	business	0.004
M<FH/		4	workmanship	0.004
M<FH/		5	a thing made	0.004
M<FH/		6	activity	0.004
M<FH/		7	the achievement	0.004
M<FR/		2	the tenth part	0.065
M<K[	qal	2	thrust	0.5
M<L/		2	onwards	0.014
M<LH/		2	the platform	0.083
M<LH=/		2	ascents	0.326
M<LH=/		3	the thoughts	0.022
M<LH=/		4	stairs	0.022
M<LH=/		5	the going up	0.022
M<MD/		2	the standing	0.4
M<NH/		2	a hiding place	0.125
M<NH/		3	our hiding	0.125
M<R/		2	nakedness	0.5
M<RB/		2	westward	0.231
M<RB/		3	setting place	0.154
M<RH/		2	den?	0.026
M<RKH/		2	row	0.105
M<V/		2	small	0.02
M<V/		3	too] little?	0.02
M<V[	hif	2	you will make small	0.273
M<V[	hif	3	he will make little	0.091
M<V[	hif	4	it will diminish	0.091
M<V[	hif	5	you will decrease	0.091
M<V[	hif	6	make few	0.091
M<V[	hif	7	he made few	0.091
M<V[	qal	2	diminish	0.25
M<V[	qal	3	they will be few	0.125
M<V[	qal	4	they became few	0.125
M<V[	qal	5	it will become small	0.125
M<WG/		2	of cake	0.5
M<WN/		2	place	0.111
M<WNJ/		2	Meunites	0.5
M>D/		2	strength	0.011
M>D/		3	very many	0.005
M>D/		4	very great	0.005
M>KLT/		2	knives	0.25
M>N[	piel	2	absolutely (refuse)	0.024
M>R[	hif	2	pricks	0.25
M>S=[	nif	2	it has oozed	0.5
M>S[	qal	2	someone has rejected	0.018
M>S[	qal	3	utterly (reject)	0.018
M>WM/		2	defect	0.048
MBVX/		2	object of confidence	0.133
MBVX/		3	of securiti(es)	0.067
MBVX/		4	objects	0.067
MBW</		2	springs	0.333
MBW</		3	spring	0.333
MBW>/		2	entering(s)	0.043
MBW>/		3	coming	0.043
MBXR/		2	his choicest ones	0.083
MC>H/		2	debts	0.5
MC>RT/		2	troughs	0.25
MCC[	piel	2	he searched	0.333
MCH=/		2	O Moses	0.003
MCKB/		2	place	0.022
MCKN/		2	dwelling-places	0.007
MCK[	nif	2	they will be prolonged	0.333
MCK[	pual	2	deferred	0.333
MCK[	qal	10	he will follow	0.037
MCK[	qal	11	gratify	0.037
MCK[	qal	2	he drew	0.259
MCK[	qal	3	sounds	0.074
MCK[	qal	4	drag	0.074
MCK[	qal	5	it has dragged	0.037
MCK[	qal	6	draw along	0.037
MCK[	qal	7	they have drawn down	0.037
MCK[	qal	8	he stretched out	0.037
MCK[	qal	9	sower	0.037
MCL/		2	oracle	0.179
MCL/		3	discourse	0.051
MCL=[	nif	2	he is like	0.4
MCL=[	nif	3	you have become like	0.2
MCL=[	qal	2	speak a parable	0.222
MCL=[	qal	3	people will use as a proverb	0.111
MCL=[	qal	4	use a proverb	0.111
MCLWX/		2	the stretching out	0.333
MCLX/		2	pastureland	0.143
MCLXT/		2	discharge	0.5
MCL[	qal	2	really (rule)	0.013
MCL[	qal	3	O rulers	0.013
MCM<T/		2	be] their subjects	0.25
MCMH/		2	a horror	0.143
MCMN/		2	the fatness	0.25
MCMN/		3	fat places	0.25
MCMR/		2	division	0.091
MCMR/		3	watch	0.045
MCMR/		4	services	0.045
MCMRT/		2	post	0.026
MCMRT/		3	guards	0.026
MCMRT/		4	safekeeping	0.013
MCMRT/		5	kept	0.013
MCMRT/		6	command	0.013
MCMRT/		7	in good care	0.013
MCMRT/		8	of confinement	0.013
MCNH/		2	the second rank	0.086
MCNH/		3	(the) copy	0.057
MCNH/		4	in rank	0.057
MCNH/		5	second order	0.029
MCPV/		2	the claim	0.002
MCPV/		3	the manner	0.002
MCPV/		4	practice	0.002
MCPV/		5	the appearance	0.002
MCPV/		6	place	0.002
MCPV/		7	the cause	0.002
MCPV/		8	decision	0.002
MCPXH/		2	O clans	0.011
MCPXH/		3	kinds	0.005
MCPXT/		2	tribe	0.026
MCPXT/		3	his own	0.009
MCQH/		2	cup bearer	0.167
MCQH/		3	cup-bearers	0.167
MCQH/		4	well-watered	0.083
MCQH/		5	bearer	0.083
MCQH/		6	bearing	0.083
MCQH/		7	the well-watered land	0.083
MCWBH/		2	apostate one	0.25
MCWBH/		3	O apostate one	0.083
MCWBH/		4	turning away	0.083
MCX[	qal	2	someone will anoint	0.039
MCX[	qal	3	people had anointed	0.039
